frame_id;rx_complete;tx_complete;current_skip;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_media_bytes;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;arrived_points;eroded_points;valid_points;erosion_ms;reconstruction_ms;pose_ms;reconstruction_pipeline_ms;tx_duration_ms;active_tx_ms;active_process_ms;reference_process_ms;total_processing_ms;total_residency_ms;reference_residency_ms;node_efficiency_pct;reference_efficiency_pct;gpu_transfer_ms;gpu_copyback_ms;host_overhead_ms;camera_node_ms;e2e_latency_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;pose_control_ms;codec_queue_ms;frame_queue_ms;codec_backlog;decode_service_ms;decode_h265_ms;ffmpeg_write_calls;ffmpeg_write_failures;codec_queue_drops;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;0.000000;0.000000;1.000000;2201.442829;2201.506395;2201.643321;784142;142316;146318;109;3658;142316;154960;100.000;3.402;3.702;561.874;644.386;37.190;178911;159140;146318;0.215;0.126;0.078;2.958;1.860;0.202;34.099;32.161;136.886;136.926;135.051;24.903;23.814;1.390;0.190;0.958;63.566;200.492;136.926;0.000;0.000;0.000;0.000;0.040;0.000;61;29.281;132.052;7;0;0;0;0;0;0;0
2;1;1;1;0.000000;0.000000;1.000000;2201.474786;2201.559592;2201.683746;783406;28764;144182;22;3605;28764;31316;100.000;1.130;1.227;553.671;634.988;7.516;169393;156499;144182;0.213;0.124;0.078;2.158;2.469;0.748;45.236;42.689;124.136;124.154;121.666;36.435;35.087;1.413;0.255;0.075;84.806;208.960;144.018;53.197;19.863;1.241;0.000;0.018;0.000;11;40.609;119.488;3;0;0;0;0;0;0;0
3;1;1;1;0.000000;0.000000;1.000000;2201.509188;2201.585197;2201.720829;780200;22936;141754;18;3544;22936;25024;100.000;0.773;0.840;544.348;624.288;6.006;164369;153953;141754;0.196;0.116;0.071;2.402;2.341;0.667;41.705;39.294;135.607;135.633;133.272;30.749;29.484;1.700;0.220;0.100;76.009;211.641;147.768;25.605;7.728;1.647;0.000;0.026;0.001;11;36.963;130.842;3;0;0;0;0;0;0;0
4;1;1;1;0.000000;0.000000;1.000000;2201.543289;2201.615086;2201.752509;778467;22560;139430;18;3486;22560;24648;100.000;0.577;0.628;535.424;614.055;5.916;160176;150044;139430;0.244;0.115;0.070;2.588;2.084;0.615;36.410;34.256;137.392;137.423;135.309;26.495;25.317;1.777;0.277;0.104;71.797;209.220;146.114;29.890;3.444;1.759;0.000;0.031;0.000;17;31.738;132.690;2;0;0;0;0;0;0;0
5;1;1;1;0.000000;0.000000;1.000000;2201.576904;2201.654450;2201.789744;776427;22372;137802;17;3446;22372;24344;100.000;452.501;490.457;529.172;606.901;5.843;157416;147596;137802;0.199;0.114;0.072;2.621;2.792;0.728;41.910;39.046;135.236;135.294;132.480;30.977;29.473;1.867;0.250;0.119;77.546;212.840;150.015;39.363;6.030;2.026;0.000;0.058;0.000;17;36.496;129.799;1;0;0;0;0;0;0;0
6;1;1;1;0.000000;0.000000;1.000000;2201.609740;2201.691248;2201.831806;774893;24440;137230;19;3431;24440;26644;100.000;0.878;0.954;526.976;604.367;6.395;155704;146684;137230;0.206;0.115;0.071;2.232;1.401;0.383;47.482;46.011;140.510;140.558;139.145;33.781;33.067;1.562;0.181;0.098;81.508;222.066;158.745;36.798;3.465;2.116;0.000;0.048;0.000;14;43.849;136.863;3;0;0;0;0;0;0;0
7;1;1;1;0.000000;0.000000;1.000000;2201.643676;2201.723169;2201.860550;775949;24816;137590;19;3440;24816;27020;100.000;0.706;0.766;528.358;605.952;6.485;155769;147285;137590;0.196;0.116;0.071;2.354;2.024;0.508;32.361;30.266;137.260;137.381;135.333;23.555;22.364;1.594;0.275;0.103;79.493;216.874;154.154;31.921;1.413;2.072;0.000;0.120;0.000;18;27.983;132.856;2;0;0;0;0;0;0;0
8;1;1;1;0.000000;0.000000;1.000000;2201.677328;2201.758473;2201.900190;775463;26320;137746;20;3444;26320;28640;100.000;571.478;619.779;528.957;606.641;6.874;154945;147291;137746;0.191;0.109;0.066;2.622;2.289;0.753;44.021;41.666;141.689;141.717;139.411;31.063;29.887;1.886;0.240;0.130;81.145;222.862;160.462;35.304;1.970;2.066;0.000;0.028;0.001;13;39.110;136.758;3;0;0;0;0;0;0;0
9;1;1;1;0.000000;0.000000;1.000000;2201.710386;2201.794707;2201.930241;775698;26320;138024;20;3451;26320;28640;100.000;0.974;1.057;530.025;607.867;6.874;154624;147515;138024;0.228;0.110;0.066;2.548;2.015;0.595;34.948;32.868;135.494;135.534;133.500;25.785;24.620;1.778;0.248;0.119;84.321;219.855;157.179;36.234;2.901;2.118;0.000;0.040;0.000;16;30.385;130.902;4;0;0;0;0;0;0;0
10;1;1;1;0.000000;0.000000;1.000000;2201.745372;2201.828988;2201.957306;778020;25568;138278;20;3457;25568;27888;100.000;0.805;0.875;531.000;608.977;6.693;153992;146840;138278;0.224;0.106;0.066;4.208;2.273;0.541;31.619;29.280;128.275;128.318;126.021;24.641;23.235;3.437;0.238;0.136;83.616;211.934;150.911;34.282;0.948;2.045;0.000;0.042;0.001;13;25.138;121.767;5;0;0;0;0;0;0;0
