frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;geometry_aggregation_ms;max_r_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;3115.809072;3115.811277;3115.817384;784142;784142;784142;9802;9802;12546272;12546312;100.000;2054.849;2054.849;3011.115;3382.797;3011.115;6.103;0.732;0.985;0.000;0.000;6.107;0.000;6.107;16.133;100.000;2.205;6.107;0.000;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;3115.842167;3115.844001;3115.849992;783406;783406;783406;9793;9793;12534496;12534536;100.000;2092.397;2092.397;3008.289;3379.630;3008.289;5.987;1.094;1.345;0.000;0.000;32.608;26.617;5.991;22.448;18.372;1.833;5.381;32.724;0.609;0.038;0;0;0;0;0;0;0;0
3;1;1;1;3115.875410;3115.878029;3115.884657;780200;780200;780200;9753;9753;12483200;12483240;100.000;1883.495;1883.495;2995.978;3365.802;2995.978;6.625;1.111;1.362;0.000;0.000;34.666;28.037;6.628;20.545;19.121;2.619;6.714;34.028;0.695;0.079;0;0;0;0;0;0;0;0
4;1;1;1;3115.910324;3115.913649;3115.920883;778467;778467;778467;9731;9731;12455472;12455512;100.000;1721.900;1721.900;2989.323;3358.313;2989.323;7.231;1.225;1.496;0.000;0.000;36.226;28.992;7.234;20.684;19.969;3.325;9.606;35.620;2.287;0.217;0;0;0;0;0;0;0;0
5;1;1;1;3115.942900;3115.945868;3115.953177;776427;776427;776427;9706;9706;12422832;12422872;100.000;1699.734;1699.734;2981.489;3349.531;2981.489;7.305;1.214;1.461;0.000;0.000;32.294;24.985;7.309;19.990;22.633;2.968;8.567;32.219;1.114;0.273;0;0;0;0;0;0;0;0
6;1;1;1;3115.975485;3115.978637;3115.988169;774893;774893;774893;9687;9687;12398288;12398328;100.000;1301.235;1301.235;2975.599;3342.920;2975.599;9.528;1.518;1.749;0.000;0.000;34.992;25.460;9.532;18.353;27.241;3.152;10.225;32.769;0.565;0.291;0;0;0;0;0;0;0;0
7;1;1;1;3116.010196;3116.013723;3116.023461;775949;775949;775949;9700;9700;12415184;12415224;100.000;1275.108;1275.108;2979.654;3347.468;2979.654;9.734;1.758;1.998;0.000;0.000;35.292;25.554;9.737;20.516;27.591;3.528;12.184;35.086;1.753;0.383;0;0;0;0;0;0;0;0
8;1;1;1;3116.042324;3116.045503;3116.055630;775463;775463;775463;9694;9694;12407408;12407448;100.000;1225.644;1225.644;2977.788;3345.374;2977.788;10.112;1.759;1.999;0.000;0.000;32.170;22.042;10.128;19.735;31.482;3.179;11.020;31.779;1.554;0.456;0;0;0;0;0;0;0;0
9;1;1;1;3116.076247;3116.079880;3116.090872;775698;775698;775698;9697;9697;12411168;12411208;100.000;1129.083;1129.083;2978.690;3346.391;2978.690;10.989;1.794;2.020;0.000;0.000;35.242;24.249;10.993;18.379;31.192;3.633;12.929;34.377;1.044;0.493;0;0;0;0;0;0;0;0
10;1;1;1;3116.109444;3116.112405;3116.121783;778020;778020;778020;9726;9726;12448320;12448360;100.000;1327.608;1327.608;2987.606;3356.407;2987.606;9.375;1.277;1.500;0.000;0.000;30.911;21.533;9.378;15.999;30.338;2.961;10.506;32.526;0.808;0.512;0;0;0;0;0;0;0;0
11;1;1;1;3116.142406;3116.145339;3116.157473;778554;778554;778554;9732;9732;12456864;12456904;100.000;1026.598;1026.598;2989.657;3358.685;2989.657;12.131;2.044;2.278;0.000;0.000;35.690;23.556;12.135;18.774;34.000;2.932;12.863;32.933;0.400;0.505;0;0;0;0;0;0;0;0
12;1;1;1;3116.176575;3116.179645;3116.192667;779986;779986;779986;9750;9750;12479776;12479816;100.000;958.408;958.408;2995.156;3364.866;2995.156;13.018;1.889;2.110;0.000;0.000;35.193;22.171;13.022;16.203;37.001;3.070;14.723;34.306;0.973;0.535;0;0;0;0;0;0;0;0
13;1;1;1;3116.209640;3116.212590;3116.224987;780926;780926;780926;9762;9762;12494816;12494856;100.000;1007.891;1007.891;2998.765;3368.931;2998.765;12.394;1.769;2.005;0.000;0.000;32.320;19.923;12.397;16.172;38.358;2.950;13.710;32.945;0.389;0.525;0;0;0;0;0;0;0;0
14;1;1;1;3116.242600;3116.245827;3116.258380;782770;782770;782770;9785;9785;12524320;12524360;100.000;998.097;998.097;3005.846;3376.884;3005.846;12.548;2.142;2.395;0.000;0.000;33.393;20.840;12.553;19.079;37.591;3.227;13.770;33.237;0.096;0.499;0;0;0;0;0;0;0;0
15;1;1;1;3116.276740;3116.279858;3116.292978;784474;784474;784474;9806;9806;12551584;12551624;100.000;956.848;956.848;3012.390;3384.224;3012.390;13.117;2.045;2.300;0.000;0.000;34.599;21.479;13.120;17.529;37.921;3.118;15.035;34.031;0.698;0.511;0;0;0;0;0;0;0;0
16;1;1;1;3116.309264;3116.312276;3116.325105;785193;785193;785193;9815;9815;12563088;12563128;100.000;979.268;979.268;3015.151;3387.326;3015.151;12.826;2.161;2.392;0.000;0.000;32.127;19.297;12.830;18.647;39.934;3.012;13.828;32.418;0.916;0.536;0;0;0;0;0;0;0;0
17;1;1;1;3116.342687;3116.346035;3116.358693;782720;782720;782720;9784;9784;12523520;12523560;100.000;989.445;989.445;3005.654;3376.654;3005.654;12.655;2.190;2.424;0.000;0.000;33.588;20.930;12.658;19.153;37.686;3.349;14.083;33.760;0.426;0.529;0;0;0;0;0;0;0;0
18;1;1;1;3116.376052;3116.378983;3116.391483;781613;781613;781613;9771;9771;12505808;12505848;100.000;1000.562;1000.562;3001.404;3371.910;3001.404;12.495;2.253;2.476;0.000;0.000;32.789;20.290;12.499;19.810;38.120;2.931;13.539;32.948;0.385;0.520;0;0;0;0;0;0;0;0
19;1;1;1;3116.409221;3116.412359;3116.425551;780006;780006;780006;9751;9751;12480096;12480136;100.000;946.312;946.312;2995.233;3364.981;2995.233;13.186;1.797;2.028;0.000;0.000;34.068;20.877;13.192;15.370;38.721;3.139;14.274;33.376;0.043;0.491;0;0;0;0;0;0;0;0
20;1;1;1;3116.442428;3116.445365;3116.458665;780302;780302;780302;9754;9754;12484832;12484872;100.000;938.764;938.764;2996.369;3366.231;2996.369;13.297;2.228;2.449;0.000;0.000;33.114;19.814;13.300;18.411;40.164;2.937;14.055;33.006;0.328;0.480;0;0;0;0;0;0;0;0
21;1;1;1;3116.476015;3116.479253;3116.492515;779066;779066;779066;9739;9739;12465056;12465096;100.000;939.944;939.944;2991.623;3360.916;2991.623;13.258;2.106;2.348;0.000;0.000;33.850;20.588;13.262;17.701;39.179;3.238;14.572;33.888;0.555;0.485;0;0;0;0;0;0;0;0
22;1;1;1;3116.509663;3116.512788;3116.525993;778280;778280;778280;9729;9729;12452480;12452520;100.000;943.012;943.012;2988.605;3357.519;2988.605;13.201;2.709;2.941;0.000;0.000;33.478;20.273;13.205;22.270;39.444;3.125;14.717;33.535;0.202;0.467;0;0;0;0;0;0;0;0
23;1;1;1;3116.542287;3116.545220;3116.557918;778907;778907;778907;9737;9737;12462512;12462552;100.000;981.501;981.501;2991.012;3360.230;2991.012;12.694;1.881;2.105;0.000;0.000;31.925;19.227;12.698;16.577;39.775;2.933;13.308;32.432;0.901;0.494;0;0;0;0;0;0;0;0
24;1;1;1;3116.575874;3116.579360;3116.591218;779289;779289;779289;9742;9742;12468624;12468664;100.000;1051.740;1051.740;2992.479;3361.886;2992.479;11.836;1.930;2.171;0.000;0.000;33.300;21.442;11.858;18.310;35.608;3.487;13.275;34.140;0.807;0.514;0;0;0;0;0;0;0;0
25;1;1;1;3116.609313;3116.612794;3116.625399;779739;779739;779739;9747;9747;12475824;12475864;100.000;989.981;989.981;2994.207;3363.804;2994.207;12.600;2.297;2.535;0.000;0.000;34.182;21.576;12.605;20.109;36.877;3.481;14.123;33.434;0.101;0.488;0;0;0;0;0;0;0;0
26;1;1;1;3116.642157;3116.645190;3116.658061;779364;779364;779364;9743;9743;12469824;12469864;100.000;969.761;969.761;2992.767;3362.212;2992.767;12.867;2.344;2.599;0.000;0.000;32.662;19.791;12.871;20.191;39.406;3.033;13.451;32.396;0.937;0.516;0;0;0;0;0;0;0;0
27;1;1;1;3116.675942;3116.679717;3116.691288;780025;780025;780025;9751;9751;12480400;12480440;100.000;1078.900;1078.900;2995.306;3365.054;2995.306;11.563;1.623;1.871;0.000;0.000;33.227;21.656;11.571;16.170;34.824;3.775;13.345;34.527;1.193;0.559;0;0;0;0;0;0;0;0
28;1;1;1;3116.709194;3116.713323;3116.726360;780373;780373;780373;9755;9755;12485968;12486008;100.000;957.995;957.995;2996.642;3366.542;2996.642;13.033;2.342;2.583;0.000;0.000;35.072;22.034;13.037;19.813;37.173;4.129;15.083;33.606;0.272;0.541;0;0;0;0;0;0;0;0
29;1;1;1;3116.742113;3116.745120;3116.758107;781651;781651;781651;9771;9771;12506416;12506456;100.000;963.070;963.070;3001.549;3372.056;3001.549;12.983;2.291;2.517;0.000;0.000;31.747;18.760;12.987;19.385;40.907;3.007;13.497;31.797;1.536;0.603;0;0;0;0;0;0;0;0
30;1;1;1;3116.775947;3116.779452;3116.791649;781375;781375;781375;9768;9768;12502000;12502040;100.000;1025.071;1025.071;3000.490;3370.883;3000.490;12.192;1.651;1.887;0.000;0.000;33.542;21.345;12.197;15.468;36.364;3.505;13.706;34.332;0.998;0.628;0;0;0;0;0;0;0;0
31;1;1;1;3116.809171;3116.812555;3116.826237;784392;784392;784392;9805;9805;12550272;12550312;100.000;917.503;917.503;3012.075;3383.871;3012.075;13.675;2.350;2.592;0.000;0.000;34.587;20.906;13.681;18.943;39.556;3.384;14.960;33.103;0.230;0.603;0;0;0;0;0;0;0;0
32;1;1;1;3116.842239;3116.845194;3116.858347;782671;782671;782671;9784;9784;12522736;12522776;100.000;952.134;952.134;3005.466;3376.466;3005.466;13.149;2.250;2.478;0.000;0.000;32.111;18.958;13.153;18.838;40.961;2.955;13.737;32.639;0.694;0.608;0;0;0;0;0;0;0;0
33;1;1;1;3116.876476;3116.879391;3116.892446;776999;776999;776999;9713;9713;12431984;12432024;100.000;952.319;952.319;2983.686;3351.993;2983.686;13.051;1.878;2.108;0.000;0.000;34.099;21.044;13.055;16.145;38.286;2.915;14.503;34.197;0.863;0.624;0;0;0;0;0;0;0;0
34;1;1;1;3116.909308;3116.912252;3116.925105;778650;778650;778650;9734;9734;12458400;12458440;100.000;969.445;969.445;2990.026;3359.129;2990.026;12.848;1.831;2.059;0.000;0.000;32.658;19.806;12.852;16.022;39.354;2.944;13.828;32.861;0.472;0.615;0;0;0;0;0;0;0;0
35;1;1;1;3116.943275;3116.947567;3116.959927;778007;778007;778007;9726;9726;12448112;12448152;100.000;1007.518;1007.518;2987.556;3356.357;2987.556;12.354;2.309;2.551;0.000;0.000;34.823;22.462;12.361;20.635;35.496;4.291;15.317;35.314;1.981;0.700;0;0;0;0;0;0;0;0
36;1;1;1;3116.975341;3116.978292;3116.990993;776483;776483;776483;9707;9707;12423728;12423768;100.000;978.246;978.246;2981.704;3349.784;2981.704;12.697;2.268;2.503;0.000;0.000;31.066;18.365;12.700;19.710;40.883;2.951;13.049;30.726;2.608;0.819;0;0;0;0;0;0;0;0
37;1;1;1;3117.009185;3117.012699;3117.025305;781287;781287;781287;9767;9767;12500592;12500632;100.000;991.786;991.786;3000.152;3370.507;3000.152;12.599;1.751;1.993;0.000;0.000;34.312;21.706;12.606;15.814;36.738;3.514;14.028;34.407;1.073;0.835;0;0;0;0;0;0;0;0
38;1;1;1;3117.042312;3117.045253;3117.058434;780329;780329;780329;9755;9755;12485264;12485304;100.000;947.286;947.286;2996.473;3366.373;2996.473;13.177;2.355;2.607;0.000;0.000;33.129;19.949;13.181;19.778;39.786;2.941;13.824;32.554;0.779;0.832;0;0;0;0;0;0;0;0
39;1;1;1;3117.075911;3117.080084;3117.091759;780785;780785;780785;9760;9760;12492560;12492600;100.000;1070.504;1070.504;2998.224;3368.314;2998.224;11.652;1.615;1.854;0.000;0.000;33.325;21.650;11.675;15.883;35.033;4.174;13.815;34.831;1.498;0.873;0;0;0;0;0;0;0;0
