frame_id;rx_complete;tx_complete;current_skip;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_media_bytes;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;arrived_points;eroded_points;valid_points;erosion_ms;reconstruction_ms;pose_ms;reconstruction_pipeline_ms;tx_duration_ms;active_tx_ms;active_process_ms;reference_process_ms;total_processing_ms;total_residency_ms;reference_residency_ms;node_efficiency_pct;reference_efficiency_pct;gpu_transfer_ms;gpu_copyback_ms;host_overhead_ms;camera_node_ms;e2e_latency_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;pose_control_ms;codec_queue_ms;frame_queue_ms;codec_backlog;decode_service_ms;decode_h265_ms;ffmpeg_write_calls;ffmpeg_write_failures;codec_queue_drops;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;0.000000;0.000000;1.000000;3107.256263;3107.315932;3107.448884;784142;142128;146318;108;1829;142128;154656;100.000;262.786;285.772;561.874;603.123;37.117;178911;159140;146318;0.218;0.124;0.076;5.673;1.304;0.083;35.038;33.659;132.897;132.952;131.627;26.354;25.571;1.636;0.296;3.324;59.669;192.621;132.952;0.000;0.000;0.000;0.000;0.056;0.000;58;28.061;125.897;4;0;0;0;0;0;0;0
2;1;1;1;0.000000;0.000000;1.000000;3107.289922;3107.348707;3107.485931;783406;28952;144182;22;1803;28952;31504;100.000;1081.020;1172.742;553.671;594.335;7.561;169393;156499;144182;0.205;0.117;0.073;4.455;1.279;0.066;44.014;42.662;117.651;137.224;135.918;32.075;31.388;1.436;1.209;1.416;58.785;196.009;136.666;32.775;0.558;0.035;0.000;19.573;0.000;31;38.280;111.887;1;0;0;0;0;0;0;0
3;1;1;1;0.000000;0.000000;1.000000;3107.323620;3107.383974;3107.517744;780200;23124;141754;18;1772;23124;25212;100.000;0.755;0.820;544.348;584.312;6.051;164369;153953;141754;0.208;0.118;0.074;2.453;1.509;0.435;37.541;35.958;133.214;133.770;132.231;28.064;27.193;1.647;0.296;0.110;60.354;194.124;135.145;35.267;1.934;0.154;0.000;0.556;0.001;17;33.579;129.220;2;0;0;0;0;0;0;0
4;1;1;1;0.000000;0.000000;1.000000;3107.359077;3107.414751;3107.553848;778467;22748;139430;18;1743;22748;24836;100.000;0.751;0.817;535.424;574.733;5.961;160176;150044;139430;0.247;0.116;0.071;4.763;1.108;0.062;40.069;38.890;139.072;139.096;137.966;28.807;28.188;1.698;1.200;1.431;55.675;194.771;137.915;30.777;2.556;0.304;0.000;0.025;0.000;12;34.197;133.177;3;0;0;0;0;0;0;0
5;1;1;1;0.000000;0.000000;1.000000;3107.390764;3107.445154;3107.587561;776427;22184;137802;17;1723;22184;24156;100.000;0.559;0.606;529.172;568.031;5.797;157416;147596;137802;1.295;0.118;0.073;4.308;1.268;0.366;39.586;38.246;142.371;142.407;141.122;27.798;27.101;1.596;0.181;1.045;54.391;196.798;138.296;30.403;2.930;0.468;0.000;0.036;0.000;16;34.011;136.776;2;0;0;0;0;0;0;0
6;1;1;1;0.000000;0.000000;1.000000;3107.424831;3107.485062;3107.624552;774893;24628;137230;19;1716;24628;26832;100.000;0.725;0.787;526.976;565.676;6.440;155545;146606;137230;0.191;0.107;0.066;2.105;1.266;0.071;42.558;41.226;139.471;139.490;138.202;30.510;29.831;1.467;0.192;0.083;60.231;199.720;141.953;39.908;6.574;0.850;0.000;0.018;0.000;12;39.187;136.077;3;0;0;0;0;0;0;0
7;1;1;1;0.000000;0.000000;1.000000;3107.457623;3107.519211;3107.654095;775949;25004;137590;19;1720;25004;27208;100.000;551.166;597.646;528.358;567.149;6.530;155762;147503;137590;0.199;0.111;0.070;2.875;1.432;0.403;32.909;31.407;134.858;134.884;133.427;24.398;23.539;1.438;0.181;0.877;61.588;196.472;138.163;34.149;0.815;0.847;0.000;0.026;0.000;12;28.602;130.525;2;0;0;0;0;0;0;0
8;1;1;1;0.000000;0.000000;1.000000;3107.490032;3107.553226;3107.681941;775463;26320;137746;20;1722;26320;28640;100.000;595.572;645.909;528.957;567.793;6.874;154878;147295;137746;0.228;0.107;0.069;2.055;1.062;0.067;32.158;31.027;128.679;128.715;127.634;24.984;24.309;1.396;0.181;0.075;63.195;191.910;132.676;34.016;0.683;0.837;0.000;0.036;0.000;18;29.041;125.542;2;0;0;0;0;0;0;0
9;1;1;1;0.000000;0.000000;1.000000;3107.523326;3107.586132;3107.721470;775698;26508;138024;21;1726;26508;28944;100.000;0.813;0.885;530.025;568.951;6.947;154529;147441;138024;0.194;0.109;0.065;4.536;1.405;0.083;42.629;41.159;135.310;135.338;133.916;31.498;30.735;1.638;1.204;1.327;62.806;198.144;138.872;32.906;0.427;0.811;0.000;0.028;0.001;12;36.687;129.334;4;0;0;0;0;0;0;0
10;1;1;1;0.000000;0.000000;1.000000;3107.556806;3107.618862;3107.755567;778020;25568;138278;20;1729;25568;27888;100.000;0.917;0.996;531.000;569.994;6.693;153994;146824;138278;1.197;0.110;0.069;4.124;1.572;0.457;40.029;38.388;136.667;136.705;135.111;29.281;28.412;1.484;0.186;1.079;62.057;198.761;139.635;32.730;0.604;0.798;0.000;0.038;0.001;19;34.332;130.946;2;0;0;0;0;0;0;0
11;1;1;1;0.000000;0.000000;1.000000;3107.590084;3107.646907;3107.789524;778554;24252;139114;19;1739;24252;26456;100.000;0.617;0.671;534.210;573.430;6.349;154670;147899;139114;0.214;0.103;0.063;4.607;1.633;0.093;39.644;37.947;142.526;142.618;140.957;27.797;26.921;1.728;1.213;1.285;56.822;199.440;140.259;28.044;5.289;1.079;0.000;0.092;0.000;18;33.404;136.256;2;0;0;0;0;0;0;0
12;1;1;1;0.000000;0.000000;1.000000;3107.624270;3107.686409;3107.821225;779986;25568;140496;20;1757;25568;27888;100.000;0.752;0.817;539.517;579.143;6.693;155597;148978;140496;0.192;0.109;0.067;2.345;1.675;0.523;37.940;36.199;134.773;134.816;133.116;28.142;27.193;1.725;0.184;0.069;62.139;196.955;138.626;39.502;6.169;1.397;0.000;0.043;0.000;19;33.920;130.726;2;0;0;0;0;0;0;0
13;1;1;1;0.000000;0.000000;1.000000;3107.657162;3107.720643;3107.855173;780926;26132;142868;20;1786;26132;28452;100.000;0.791;0.858;548.626;588.905;6.828;157727;150980;142868;0.994;0.108;0.066;4.601;1.234;0.077;37.970;36.671;134.495;134.530;133.276;28.224;27.515;1.722;0.233;1.479;63.481;198.010;139.241;34.234;0.901;1.366;0.000;0.035;0.000;13;32.136;128.638;5;0;0;0;0;0;0;0
14;1;1;1;0.000000;0.000000;1.000000;3107.690312;3107.753862;3107.886585;782770;26508;144928;21;1812;26508;28944;100.000;0.758;0.825;556.536;597.402;6.947;159371;152913;144928;0.229;0.108;0.068;2.147;1.324;0.390;37.243;35.852;132.682;132.723;131.380;28.061;27.289;1.429;0.212;0.102;63.550;196.272;137.320;33.219;0.114;1.288;0.000;0.040;0.001;20;33.773;129.190;2;0;0;0;0;0;0;0
15;1;1;1;0.000000;0.000000;1.000000;3107.723756;3107.789759;3107.919551;784474;27260;146044;21;1826;27260;29696;100.000;0.884;0.960;560.821;602.004;7.127;159933;153215;146044;0.198;0.111;0.069;2.548;1.020;0.059;36.429;35.340;129.525;129.791;128.749;28.067;27.449;1.625;0.191;0.354;66.004;195.795;136.952;35.897;2.564;1.368;0.000;0.266;0.000;20;32.861;125.933;2;0;0;0;0;0;0;0
16;1;1;1;0.000000;0.000000;1.000000;3107.757123;3107.820695;3107.953794;785193;131600;145822;100;1823;131600;143200;100.000;832.563;905.345;559.969;601.083;34.368;177968;156948;145822;0.230;0.109;0.067;3.239;0.989;0.054;37.815;36.759;133.050;133.100;132.095;28.411;27.828;1.481;0.192;1.161;63.572;196.672;137.862;30.935;2.398;1.432;0.000;0.050;0.000;80;33.587;128.804;4;0;0;0;0;0;0;0
17;1;1;1;0.000000;0.000000;1.000000;3107.790679;3107.853756;3107.984575;782720;28952;144126;22;1802;28952;31504;100.000;549.101;595.691;553.456;594.097;7.561;169056;155717;144126;0.189;0.108;0.068;2.408;1.522;0.399;35.002;33.412;130.795;130.818;129.277;26.756;25.845;1.657;0.294;0.093;63.077;193.895;135.309;33.062;0.272;1.360;0.000;0.023;0.000;13;31.072;126.845;3;0;0;0;0;0;0;0
18;1;1;1;0.000000;0.000000;1.000000;3107.823419;3107.887845;3108.017545;781613;23124;141930;18;1775;23124;25212;100.000;0.745;0.810;545.024;585.055;6.051;164448;152323;141930;0.189;0.109;0.068;2.330;0.956;0.054;36.896;35.872;129.683;129.700;128.724;28.447;27.868;1.629;0.206;0.130;64.426;194.126;134.946;34.089;0.755;1.322;0.000;0.017;0.000;12;33.610;126.375;3;0;0;0;0;0;0;0
19;1;1;1;0.000000;0.000000;1.000000;3107.857269;3107.919033;3108.050275;780006;22372;139740;17;1747;22372;24344;100.000;828.081;897.543;536.614;576.014;5.843;160725;150242;139740;0.240;0.114;0.072;2.260;1.573;0.442;35.997;34.352;131.209;131.242;129.640;27.428;26.498;1.443;0.298;0.094;61.764;193.006;134.343;31.188;2.145;1.373;0.000;0.033;0.000;17;32.164;127.339;1;0;0;0;0;0;0;0
20;1;1;1;0.000000;0.000000;1.000000;3107.889625;3107.952603;3108.084001;780302;23124;138346;18;1730;23124;25212;100.000;0.689;0.748;531.261;570.277;6.051;158109;148375;138346;0.226;0.109;0.066;2.198;1.481;0.089;37.557;36.011;131.383;131.398;129.888;28.583;27.724;1.426;0.282;0.089;62.978;194.376;134.736;33.570;0.237;1.302;0.000;0.016;0.000;11;33.878;127.673;4;0;0;0;0;0;0;0
21;1;1;1;0.000000;0.000000;1.000000;3107.923343;3107.986349;3108.120864;779066;24816;137844;19;1724;24816;27020;100.000;0.760;0.825;529.333;568.214;6.485;156137;147312;137844;1.706;0.106;0.066;4.881;1.350;0.367;40.548;39.132;134.496;134.515;133.146;30.144;29.390;1.687;0.181;1.135;63.005;197.520;138.265;33.746;0.412;1.247;0.000;0.018;0.001;9;34.316;128.244;4;0;0;0;0;0;0;0
22;1;1;1;0.000000;0.000000;1.000000;3107.956740;3108.019147;3108.150900;778280;25004;138092;19;1727;25004;27208;100.000;568.411;616.345;530.286;569.234;6.530;156199;148141;138092;0.236;0.112;0.068;2.516;1.142;0.061;36.260;35.051;131.729;131.753;130.589;27.521;26.841;1.723;0.271;0.107;62.407;194.160;134.968;32.798;0.535;1.202;0.000;0.024;0.000;11;32.602;128.048;3;0;0;0;0;0;0;0
23;1;1;1;0.000000;0.000000;1.000000;3107.989990;3108.052394;3108.183927;778907;25756;138240;20;1728;25756;28076;100.000;0.760;0.825;530.854;569.825;6.738;155648;148301;138240;0.244;0.110;0.070;2.250;1.365;0.087;36.680;35.245;131.501;131.533;130.143;27.886;27.082;1.448;0.273;0.106;62.405;193.938;134.662;33.247;0.086;1.132;0.000;0.032;0.000;10;33.065;127.860;3;0;0;0;0;0;0;0
24;1;1;1;0.000000;0.000000;1.000000;3108.023433;3108.086456;3108.220625;779289;24252;138556;19;1732;24252;26456;100.000;0.741;0.806;532.068;571.129;6.349;155080;147828;138556;0.423;0.110;0.068;4.802;1.368;0.353;40.313;38.878;134.152;134.169;132.780;30.047;29.280;1.635;1.206;1.361;63.023;197.193;138.027;34.062;0.729;1.107;0.000;0.017;0.000;10;34.144;127.959;3;0;0;0;0;0;0;0
25;1;1;1;0.000000;0.000000;1.000000;3108.056765;3108.119309;3108.251437;779739;25192;138952;20;1737;25192;27512;100.000;0.756;0.822;533.588;572.762;6.603;154891;148025;138952;0.191;0.108;0.070;2.354;0.973;0.060;36.974;35.931;132.099;132.128;131.130;27.983;27.401;1.621;0.256;0.109;62.544;194.671;135.505;32.853;0.480;1.068;0.000;0.028;0.000;18;33.647;128.746;3;0;0;0;0;0;0;0
26;1;1;1;0.000000;0.000000;1.000000;3108.089913;3108.152810;3108.285087;779364;26320;139454;20;1744;26320;28640;100.000;848.907;920.657;535.516;574.848;6.874;155052;148171;139454;0.186;0.109;0.069;2.455;1.300;0.326;36.972;35.604;132.236;132.277;130.951;27.951;27.189;1.723;0.268;0.101;62.898;195.174;135.822;33.501;0.168;1.012;0.000;0.041;0.000;20;33.218;128.453;1;0;0;0;0;0;0;0
27;1;1;1;0.000000;0.000000;1.000000;3108.123456;3108.186473;3108.320773;780025;26508;140520;21;1757;26508;28944;100.000;0.797;0.868;539.609;579.235;6.947;155684;148920;140520;0.245;0.103;0.065;4.541;1.224;0.068;39.444;38.156;134.271;134.300;133.056;29.370;28.677;1.642;1.203;1.283;63.017;197.317;138.174;33.663;0.330;0.969;0.000;0.029;0.000;11;33.680;128.484;3;0;0;0;0;0;0;0
28;1;1;1;0.174533;0.000000;1.000000;3108.156750;3108.219823;3108.352022;780373;26696;141820;21;1773;26696;29132;100.000;0.806;0.876;544.601;584.588;6.992;156449;150031;141820;0.191;0.110;0.069;2.326;1.311;0.323;37.013;35.633;132.171;132.199;130.870;27.998;27.227;1.621;0.256;0.079;63.073;195.272;136.090;33.350;0.016;0.910;11.597;0.027;0.000;10;33.375;128.515;4;0;0;0;0;0;0;0
29;1;1;1;0.174533;0.000000;1.000000;3108.190095;3108.253116;3108.386940;781651;27824;143812;22;1798;27824;30376;100.000;0.833;0.907;552.251;592.801;7.290;158083;151721;143812;0.213;0.104;0.065;4.472;1.228;0.066;38.535;37.243;133.790;133.824;132.575;28.795;28.092;1.604;1.214;1.272;63.021;196.845;137.674;33.293;0.040;0.855;0.000;0.034;0.000;20;32.835;128.054;3;0;0;0;0;0;0;0
30;1;1;1;0.261799;0.000000;1.000000;3108.223563;3108.286658;3108.418386;781375;26696;144756;21;1810;26696;29132;100.000;0.805;0.875;555.876;596.697;6.992;158899;152428;144756;0.191;0.109;0.069;2.400;1.060;0.055;37.141;36.013;131.677;131.728;130.648;28.196;27.565;1.694;0.213;0.126;63.096;194.824;135.787;33.542;0.209;0.815;20.733;0.051;0.001;19;33.681;128.194;2;0;0;0;0;0;0;0
31;1;1;1;0.261799;0.000000;1.000000;3108.256712;3108.320023;3108.453275;784392;130848;143948;100;1800;130848;142448;100.000;3.933;4.279;552.773;593.368;34.188;176776;155937;143948;0.195;0.108;0.067;2.537;1.399;0.417;38.348;36.883;133.231;133.252;131.836;28.779;27.976;1.622;0.189;0.356;63.311;196.563;137.343;33.365;0.032;0.766;0.000;0.021;0.000;39;34.413;129.277;7;0;0;0;0;0;0;0
32;1;1;1;0.261799;0.000000;1.000000;3108.290035;3108.353364;3108.484213;782671;28764;141972;22;1775;28764;31316;100.000;0.881;0.957;545.185;585.216;7.516;167823;154032;141972;0.276;0.113;0.069;2.277;1.511;0.090;34.862;33.282;130.830;130.850;129.312;26.642;25.738;1.434;0.284;0.101;63.329;194.178;134.948;33.341;0.007;0.718;0.000;0.020;0.000;9;31.074;127.015;4;0;0;0;0;0;0;0
33;1;1;1;0.261799;0.000000;1.000000;3108.323545;3108.386203;3108.510510;776999;23688;139814;18;1748;23688;25776;100.000;0.707;0.766;536.898;576.321;6.186;162493;151172;139814;0.227;0.104;0.065;2.235;1.498;0.211;30.089;28.527;124.276;124.307;122.790;24.205;23.232;1.547;0.205;0.087;62.658;186.964;127.911;32.839;0.494;0.704;0.000;0.031;0.000;17;26.356;120.523;2;0;0;0;0;0;0;0
34;1;1;1;0.349066;0.000000;1.000000;3108.356549;3108.419875;3108.548146;778650;23124;137648;18;1721;23124;25212;100.000;0.730;0.793;528.581;567.394;6.051;158009;147496;137648;0.183;0.103;0.065;1.986;1.332;0.339;41.369;39.973;128.240;128.271;126.923;32.251;31.494;1.388;0.179;0.069;63.326;191.597;132.214;33.672;0.339;0.682;2.439;0.031;0.000;10;38.051;124.904;3;0;0;0;0;0;0;0
35;1;1;1;0.349066;0.000000;1.000000;3108.390127;3108.451707;3108.584465;778007;23124;137154;18;1715;23124;25212;100.000;0.816;0.886;526.684;565.362;6.051;156436;146459;137154;0.234;0.111;0.068;2.389;0.937;0.058;39.631;38.626;132.735;132.758;131.802;29.852;29.306;1.679;0.205;0.093;61.580;194.338;135.199;31.832;1.502;0.733;0.000;0.023;0.000;10;36.305;129.388;3;0;0;0;0;0;0;0
36;1;1;1;0.349066;0.000000;1.000000;3108.423431;3108.480210;3108.622983;776483;25192;138046;20;1726;25192;27512;100.000;0.702;0.764;530.109;569.035;6.603;155955;147025;138046;0.185;0.105;0.065;2.916;1.708;0.526;41.837;40.065;142.747;142.772;141.044;29.303;28.406;1.411;0.187;0.963;56.779;199.551;140.384;28.503;4.830;0.989;0.000;0.026;0.000;13;37.213;138.100;3;0;0;0;0;0;0;0
37;1;1;1;0.349066;0.000000;1.000000;3108.456645;3108.516273;3108.652511;781287;26132;139346;20;1742;26132;28452;100.000;0.715;0.776;535.101;574.388;6.828;157465;149465;139346;0.240;0.112;0.072;2.479;1.046;0.066;34.148;33.031;136.199;136.237;135.170;25.065;24.436;1.662;0.297;0.096;59.629;195.866;136.579;36.063;2.730;1.098;0.000;0.038;0.000;18;30.623;132.651;3;0;0;0;0;0;0;0
