frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;2201.442829;2201.641502;2201.643344;784142;146318;146318;3658;3658;2341088;2341140;100.000;1273.147;1273.147;561.874;644.386;561.874;1.837;1.214;1.319;1.841;0.000;1.841;71.628;100.000;198.673;1.841;0.000;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;2201.474786;2201.681299;2201.684952;783406;144182;144182;3605;3605;2306912;2306964;100.000;632.663;632.663;553.671;634.988;553.671;3.648;1.467;1.585;41.609;37.956;3.653;43.395;8.780;206.514;10.117;39.797;6.464;0.404;0;0;0;0;0;0;0;0
3;1;1;1;2201.509188;2201.742394;2201.744816;780200;141754;141754;3544;3544;2268064;2268116;100.000;939.850;939.850;544.348;624.288;544.348;2.418;1.577;1.673;59.863;57.441;2.422;69.086;4.046;233.206;36.647;61.094;27.761;2.114;0;0;0;0;0;0;0;0
4;1;0;1;2201.543289;2201.750454;2201.779459;778467;139430;137190;3486;3430;2230880;2230932;100.000;76.952;76.952;526.822;604.190;535.424;29.000;22.686;28.098;34.643;5.638;29.005;96.871;83.725;207.165;37.957;8.061;25.273;3.561;0;0;0;0;8611;1;8610;259128
5;1;1;1;2201.576904;2201.787460;2201.791017;776427;137802;137802;3446;3446;2204832;2204884;100.000;620.913;620.913;529.172;606.901;529.172;3.553;1.427;1.506;11.558;8.000;3.558;42.338;30.782;210.556;16.182;37.006;3.672;3.568;0;0;0;0;0;0;0;0
6;1;1;1;2201.609740;2201.844738;2201.847229;774893;137230;137230;3431;3431;2195680;2195732;100.000;882.564;882.564;526.976;604.367;526.976;2.484;1.604;1.695;56.211;53.721;2.491;68.063;4.431;234.998;39.060;57.278;23.945;4.842;0;0;0;0;0;0;0;0
7;1;1;1;2201.643676;2201.858550;2201.882822;775949;137590;137590;3440;3440;2201440;2201492;100.000;90.738;90.738;528.358;605.952;528.358;24.267;22.645;22.738;35.593;11.322;24.272;93.681;68.192;214.875;41.320;13.812;19.521;5.759;0;0;0;0;0;0;0;0
8;1;1;1;2201.677328;2201.910653;2201.913927;775463;137746;137746;3444;3444;2203936;2203988;100.000;674.896;674.896;528.957;606.641;528.957;3.265;2.069;2.161;31.105;27.831;3.274;66.000;10.526;233.325;39.092;52.103;18.770;6.572;0;0;0;0;0;0;0;0
9;1;1;1;2201.710386;2201.950984;2201.953856;775698;138024;138024;3451;3451;2208384;2208436;100.000;772.545;772.545;530.025;607.867;530.025;2.850;1.863;1.935;39.929;37.057;2.872;67.373;7.193;240.598;45.687;40.331;6.997;6.599;0;0;0;0;0;0;0;0
10;1;0;1;2201.745372;2201.955401;2201.964614;778020;138278;134638;3457;3366;2212448;2212500;100.000;240.396;240.396;517.022;592.947;531.000;9.209;2.208;8.389;10.758;1.545;9.213;91.056;85.636;210.029;23.112;4.417;28.916;7.994;0;0;0;0;10028;56;10081;304063
11;1;1;1;2201.779672;2201.995058;2201.998334;778554;139114;139114;3478;3478;2225824;2225876;100.000;680.495;680.495;534.210;612.661;534.210;3.273;1.234;1.320;33.720;30.444;3.276;40.297;9.716;215.386;23.499;39.657;6.323;7.889;0;0;0;0;0;0;0;0
12;1;1;1;2201.809233;2202.058707;2202.062000;779986;140496;140496;3513;3513;2247936;2247988;100.000;685.463;685.463;539.517;618.758;539.517;3.285;2.134;2.204;63.665;60.373;3.293;66.937;5.172;249.474;53.831;63.649;30.316;9.291;0;0;0;0;0;0;0;0
13;1;0;1;2201.846604;2202.063594;2202.096536;780926;142868;138028;3572;3451;2285888;2285940;100.000;69.420;69.420;530.040;607.882;548.626;32.938;2.212;31.150;34.536;1.594;32.942;94.561;95.383;216.990;55.034;4.887;28.446;10.488;0;0;0;0;8705;1;8702;264121
14;1;1;1;2201.877573;2202.108109;2202.109909;782770;144928;144928;3624;3624;2318848;2318900;100.000;1290.104;1290.104;556.536;638.281;556.536;1.777;1.162;1.277;13.372;11.573;1.800;70.938;13.459;230.536;35.073;44.515;11.181;10.531;0;0;0;0;0;0;0;0
15;1;1;1;2201.912050;2202.166072;2202.168635;784474;146044;146044;3652;3652;2336704;2336756;100.000;912.264;912.264;560.821;643.198;560.821;2.557;1.686;1.791;58.727;56.163;2.563;69.880;4.365;254.022;60.466;57.963;24.630;11.413;0;0;0;0;0;0;0;0
16;1;1;1;2201.943673;2202.173591;2202.176443;785193;145822;145822;3646;3646;2333152;2333204;100.000;824.347;824.347;559.969;642.210;559.969;2.847;1.453;1.552;7.808;4.956;2.852;54.425;36.530;229.918;34.940;7.519;25.814;12.313;0;0;0;0;0;0;0;0
17;1;1;1;2201.977743;2202.207957;2202.210126;782720;144126;144126;3604;3604;2306016;2306068;100.000;1065.693;1065.693;553.456;634.750;553.456;2.165;1.097;1.195;33.684;31.515;2.169;55.085;6.440;230.214;35.291;34.367;1.033;11.608;0;0;0;0;0;0;0;0
18;1;1;1;2202.008687;2202.243015;2202.270199;781613;141930;141930;3549;3549;2270880;2270932;100.000;83.594;83.594;545.024;625.077;545.024;27.179;1.484;1.582;60.072;32.888;27.184;5.819;45.252;234.328;62.030;35.057;1.724;10.990;0;0;0;0;0;0;0;0
