frame_id;selected;tx_complete;current_skip;last_control_frame;temporal_control_ms;camera_send_timestamp;tx_start_timestamp;inter_departure_ms;tx_points;tx_packets;payload_bytes;reference_size_bytes;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;disk_io_ms;serialization_ms;tx_duration_ms;active_tx_ms;active_process_ms;total_residency_ms;node_efficiency_pct;reference_efficiency_pct;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;0;0.000;3366.725032;3366.727181;0.000;784142;9802;12546272;12546272;2245.788;2245.788;3011.115;3204.009;3011.115;2.717;2.149;5.587;1.309;10.453;10.453;99.997;79.441;1452;0;1452;45694;0
2;1;1;1;0;0.000;3366.758706;3366.761824;34.643;783406;9793;12534496;12534496;1953.753;1953.753;3008.289;3201.005;3008.289;3.066;3.118;6.416;1.933;12.599;12.600;99.998;75.253;1120;0;1120;34693;0
3;1;1;1;0;0.000;3366.791888;3366.794877;33.053;780200;9753;12483200;12483200;1408.234;1408.234;2995.978;3187.907;2995.978;2.915;2.989;8.864;2.574;14.769;14.769;99.999;79.761;488;0;488;15413;0
4;1;1;1;0;0.000;3366.826496;3366.829385;34.508;778467;9731;12455472;12455472;1650.526;1650.526;2989.323;3180.819;2989.323;4.189;2.889;7.546;2.154;14.624;14.625;99.995;80.242;984;0;984;30415;0
5;1;1;1;0;0.000;3366.859097;3366.861350;31.965;776427;9706;12422832;12422832;2164.406;2164.406;2981.489;3172.494;2981.489;3.457;2.253;5.740;1.758;11.450;11.450;99.998;80.319;1652;0;1652;52226;0
6;1;1;1;0;0.000;3366.892011;3366.894090;32.739;774893;9687;12398288;12398288;2040.621;2040.621;2975.599;3166.229;2975.599;3.037;2.079;6.076;1.823;11.192;11.192;100.000;81.424;1511;0;1511;48109;0
7;1;1;1;0;0.000;3366.925117;3366.927352;33.263;775949;9700;12415184;12415184;1820.090;1820.090;2979.654;3170.540;2979.654;2.811;2.235;6.821;2.022;11.868;11.868;99.998;81.165;610;0;610;18792;0
8;1;1;1;0;0.000;3366.959173;3366.961775;34.423;775463;9694;12407408;12407408;1934.591;1934.591;2977.788;3168.556;2977.788;3.533;2.602;6.413;1.904;12.549;12.549;99.998;79.262;1411;0;1411;45108;0
9;1;1;1;0;0.000;3366.992421;3366.994800;33.025;775698;9697;12411168;12411168;1776.497;1776.497;2978.690;3169.517;2978.690;3.449;2.378;6.986;1.934;12.813;12.813;99.999;81.438;202;0;202;5317;0
10;1;1;1;0;0.000;3367.025946;3367.028112;33.312;778020;9726;12448320;12448320;2048.134;2048.134;2987.606;3179.004;2987.606;3.639;2.166;6.078;1.866;11.883;11.883;99.997;81.771;1115;0;1115;35634;0
11;1;1;1;0;0.000;3367.059179;3367.061951;33.840;778554;9732;12456864;12456864;1547.478;1547.478;2989.657;3181.173;2989.657;3.539;2.773;8.050;2.078;14.362;14.362;99.999;80.693;441;0;441;12880;0
12;1;1;1;0;0.000;3367.092588;3367.095317;33.366;779986;9750;12479776;12479776;1664.751;1664.751;2995.156;3187.026;2995.156;3.615;2.730;7.497;2.089;13.841;13.841;99.998;80.277;0;0;0;0;0
13;1;1;1;0;0.000;3367.126540;3367.129301;33.984;780926;9762;12494816;12494816;2061.289;2061.289;2998.765;3190.872;2998.765;4.233;2.761;6.062;1.789;13.055;13.056;99.997;78.853;1375;0;1375;42980;0
14;1;1;1;0;0.000;3367.160412;3367.163234;33.933;782770;9785;12524320;12524320;1710.545;1710.545;3005.846;3198.406;3005.846;4.771;2.821;7.322;2.039;14.914;14.915;99.997;81.080;392;0;392;12376;0
