frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;geometry_aggregation_ms;max_r_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;4978.861623;4978.863844;4978.877307;784142;784142;784142;9336;9336;12546272;12546312;100.000;1419.754;1419.754;3011.115;3365.126;3011.115;13.447;0.741;9.405;5.600;2.611;13.464;0.000;13.464;69.852;100.000;2.220;13.464;0.000;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;4978.895138;4978.898262;4978.912763;783406;783406;783406;9327;9327;12534496;12534536;100.000;1269.634;1269.634;3008.289;3361.959;3008.289;14.478;0.820;9.675;5.768;2.597;35.455;20.954;14.501;66.715;40.900;3.123;15.586;34.418;1.084;0.068;0;0;0;0;0;0;0;0
3;1;1;1;4978.929720;4978.934013;4978.949510;780200;780200;780200;9289;9289;12483200;12483240;100.000;1187.447;1187.447;2995.978;3348.207;2995.978;15.481;1.242;10.039;5.622;2.677;36.748;21.250;15.498;64.778;42.174;4.292;19.000;35.751;2.418;0.215;0;0;0;0;0;0;0;0
4;1;1;1;4978.964076;4978.968642;4978.982788;778467;778467;778467;9268;9268;12455472;12455512;100.000;1350.373;1350.373;2989.323;3340.756;2989.323;14.123;0.758;9.720;5.811;2.666;33.277;19.132;14.145;68.713;42.508;4.567;18.944;34.630;1.296;0.282;0;0;0;0;0;0;0;0
5;1;1;1;4978.995437;4978.998821;4979.014354;776427;776427;776427;9244;9244;12422832;12422872;100.000;1156.828;1156.828;2981.489;3332.012;2981.489;15.516;1.071;9.955;5.653;2.719;31.566;16.033;15.533;64.090;49.207;3.384;17.177;30.179;3.154;0.462;0;0;0;0;0;0;0;0
6;1;1;1;4979.031307;4979.034938;4979.050247;774893;774893;774893;9225;9225;12398288;12398328;100.000;1189.245;1189.245;2975.599;3325.401;2975.599;15.291;1.236;10.178;5.835;2.594;35.892;20.584;15.309;66.486;42.652;3.631;19.736;36.117;2.783;0.607;0;0;0;0;0;0;0;0
7;1;1;1;4979.063014;4979.067470;4979.082537;775949;775949;775949;9238;9238;12415184;12415224;100.000;1203.004;1203.004;2979.654;3329.949;2979.654;15.050;1.049;9.883;5.674;2.650;32.290;17.223;15.067;65.596;46.661;4.455;18.693;32.532;0.801;0.619;0;0;0;0;0;0;0;0
8;1;1;1;4979.095191;4979.101161;4979.117276;775463;775463;775463;9232;9232;12407408;12407448;100.000;1094.145;1094.145;2977.788;3327.855;2977.788;16.084;1.388;10.274;5.673;2.661;34.740;18.624;16.116;63.754;46.390;5.970;20.099;33.691;0.357;0.603;0;0;0;0;0;0;0;0
9;1;1;1;4979.131132;4979.136939;4979.152585;775698;775698;775698;9235;9235;12411168;12411208;100.000;1121.971;1121.971;2978.690;3328.872;2978.690;15.628;0.955;9.648;5.567;2.576;35.309;19.663;15.646;61.663;44.313;5.807;22.075;35.778;2.445;0.718;0;0;0;0;0;0;0;0
10;1;1;1;4979.162090;4979.166566;4979.184337;778020;778020;778020;9263;9263;12448320;12448360;100.000;974.082;974.082;2987.606;3338.850;2987.606;17.743;1.796;10.901;5.835;2.640;31.752;13.981;17.771;61.337;55.969;4.476;20.493;29.627;3.706;0.905;0;0;0;0;0;0;0;0
