frame_id;selected;tx_complete;current_skip;last_control_frame;temporal_control_ms;camera_send_timestamp;tx_start_timestamp;inter_departure_ms;tx_points;tx_packets;payload_bytes;reference_size_bytes;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;disk_io_ms;serialization_ms;tx_duration_ms;active_tx_ms;active_process_ms;total_residency_ms;node_efficiency_pct;reference_efficiency_pct;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;0;0.000;3115.809072;3115.811232;0.000;784142;9802;12546272;12546272;2271.718;2271.718;3011.115;3204.009;3011.115;2.963;2.160;5.523;1.032;10.647;10.647;99.998;79.707;0;0;0;0;0
2;1;1;1;0;0.000;3115.842167;3115.843648;32.416;783406;9793;12534496;12534496;2253.080;2253.080;3008.289;3201.005;3008.289;2.738;1.479;5.563;1.506;9.781;9.781;99.992;84.866;0;0;0;0;0
3;1;1;1;0;0.000;3115.875410;3115.877490;33.842;780200;9753;12483200;12483200;2261.273;2261.273;2995.978;3187.907;2995.978;2.646;2.080;5.520;1.488;10.246;10.247;99.994;79.697;0;0;0;0;0
4;1;1;1;0;0.000;3115.910324;3115.912993;35.503;778467;9731;12455472;12455472;1613.544;1613.544;2989.323;3180.819;2989.323;4.224;2.668;7.719;1.945;14.611;14.612;99.998;81.737;0;0;0;0;0
5;1;1;1;0;0.000;3115.942900;3115.945326;32.333;776427;9706;12422832;12422832;2222.187;2222.187;2981.489;3172.494;2981.489;3.470;2.426;5.590;1.516;11.486;11.486;99.999;78.876;0;0;0;0;0
6;1;1;1;0;0.000;3115.975485;3115.977857;32.530;774893;9687;12398288;12398288;1338.110;1338.110;2975.599;3166.229;2975.599;2.721;2.371;9.266;2.576;14.358;14.359;99.994;83.480;0;0;0;0;0
7;1;1;1;0;0.000;3116.010196;3116.013019;35.162;775949;9700;12415184;12415184;1478.916;1478.916;2979.654;3170.540;2979.654;4.098;2.823;8.395;2.348;15.316;15.316;99.997;81.567;0;0;0;0;0
8;1;1;1;0;0.000;3116.042324;3116.044891;31.873;775463;9694;12407408;12407408;1478.980;1478.980;2977.788;3168.556;2977.788;2.894;2.568;8.389;2.339;13.851;13.851;99.999;81.460;0;0;0;0;0
9;1;1;1;0;0.000;3116.076247;3116.079094;34.202;775698;9697;12411168;12411168;1618.531;1618.531;2978.690;3169.517;2978.690;3.483;2.847;7.668;2.326;13.998;13.999;99.998;79.661;0;0;0;0;0
10;1;1;1;0;0.000;3116.109444;3116.111830;32.737;778020;9726;12448320;12448320;1778.592;1778.592;2987.606;3179.004;2987.606;3.347;2.386;6.999;2.011;12.732;12.732;99.997;81.260;0;0;0;0;0
11;1;1;1;0;0.000;3116.142406;3116.144720;32.889;778554;9732;12456864;12456864;1411.571;1411.571;2989.657;3181.173;2989.657;2.976;2.313;8.825;2.538;14.114;14.114;99.998;83.609;0;0;0;0;0
12;1;1;1;0;0.000;3116.176575;3116.179045;34.325;779986;9750;12479776;12479776;1239.420;1239.420;2995.156;3187.026;2995.156;3.811;2.469;10.069;2.700;16.349;16.350;99.998;84.897;0;0;0;0;0
13;1;1;1;0;0.000;3116.209640;3116.211986;32.941;780926;9762;12494816;12494816;1258.886;1258.886;2998.765;3190.872;2998.765;3.541;2.346;9.925;2.667;15.812;15.813;99.997;85.162;0;0;0;0;0
14;1;1;1;0;0.000;3116.242600;3116.244990;33.004;782770;9785;12524320;12524320;1085.707;1085.707;3005.846;3198.406;3005.846;3.169;2.389;11.536;3.223;17.094;17.095;99.997;86.020;0;0;0;0;0
15;1;1;1;0;0.000;3116.276740;3116.279174;34.184;784474;9806;12551584;12551584;1113.450;1113.450;3012.390;3205.362;3012.390;3.977;2.433;11.273;3.100;17.683;17.683;99.997;86.236;0;0;0;0;0
16;1;1;1;0;0.000;3116.309264;3116.311662;32.488;785193;9815;12563088;12563088;1386.939;1386.939;3015.151;3208.300;3015.151;3.166;2.398;9.058;2.608;14.623;14.624;99.996;83.594;0;0;0;0;0
17;1;1;1;0;0.000;3116.342687;3116.345357;33.695;782720;9784;12523520;12523520;1149.204;1149.204;3005.654;3198.194;3005.654;3.257;2.670;10.898;2.833;16.825;16.825;99.999;84.128;0;0;0;0;0
18;1;1;1;0;0.000;3116.376052;3116.378372;33.015;781613;9771;12505808;12505808;1191.563;1191.563;3001.404;3193.687;3001.404;3.289;2.319;10.495;2.714;16.104;16.104;99.998;85.595;0;0;0;0;0
19;1;1;1;0;0.000;3116.409221;3116.411611;33.239;780006;9751;12480096;12480096;1079.434;1079.434;2995.233;3187.123;2995.233;3.123;2.390;11.562;3.202;17.075;17.075;99.996;86.000;0;0;0;0;0
20;1;1;1;0;0.000;3116.442428;3116.444792;33.181;780302;9754;12484832;12484832;1268.027;1268.027;2996.369;3188.318;2996.369;2.998;2.364;9.846;2.605;15.208;15.208;99.998;84.452;0;0;0;0;0
21;1;1;1;0;0.000;3116.476015;3116.478469;33.677;779066;9739;12465056;12465056;1098.971;1098.971;2991.623;3183.277;2991.623;3.235;2.454;11.343;3.123;17.032;17.032;100.000;85.590;0;0;0;0;0
22;1;1;1;0;0.000;3116.509663;3116.512066;33.596;778280;9729;12452480;12452480;1163.686;1163.686;2988.605;3180.062;2988.605;3.567;2.402;10.701;2.941;16.670;16.670;99.997;85.587;0;0;0;0;0
23;1;1;1;0;0.000;3116.542287;3116.544595;32.530;778907;9737;12462512;12462512;1209.344;1209.344;2991.012;3182.627;2991.012;2.858;2.308;10.305;2.745;15.470;15.471;99.997;85.081;0;0;0;0;0
24;1;1;1;0;0.000;3116.575874;3116.578293;33.697;779289;9742;12468624;12468624;1105.502;1105.502;2992.479;3184.192;2992.479;3.110;2.419;11.279;3.263;16.808;16.808;100.000;85.608;0;0;0;0;0
25;1;1;1;0;0.000;3116.609313;3116.611894;33.602;779739;9747;12475824;12475824;1109.970;1109.970;2994.207;3186.019;2994.207;3.216;2.581;11.240;3.241;17.037;17.037;100.000;84.850;0;0;0;0;0
26;1;1;1;0;0.000;3116.642157;3116.644574;32.679;779364;9743;12469824;12469824;1347.616;1347.616;2992.767;3184.500;2992.767;2.727;2.416;9.253;2.737;14.397;14.397;99.999;83.215;0;0;0;0;0
27;1;1;1;0;0.000;3116.675942;3116.678529;33.955;780025;9751;12480400;12480400;1094.027;1094.027;2995.306;3187.196;2995.306;3.178;2.587;11.408;3.498;17.173;17.173;99.999;84.935;0;0;0;0;0
28;1;1;1;0;0.000;3116.709194;3116.712328;33.799;780373;9755;12485968;12485968;1086.410;1086.410;2996.642;3188.611;2996.642;3.097;3.134;11.493;3.263;17.724;17.724;99.998;82.314;0;0;0;0;0
29;1;1;1;0;0.000;3116.742113;3116.744537;32.208;781651;9771;12506416;12506416;1369.721;1369.721;3001.549;3193.833;3001.549;2.683;2.424;9.131;2.599;14.238;14.238;99.999;82.974;0;0;0;0;0
30;1;1;1;0;0.000;3116.775947;3116.778371;33.835;781375;9768;12502000;12502000;1076.141;1076.141;3000.490;3192.714;3000.490;3.183;2.424;11.617;3.341;17.225;17.225;99.998;85.925;0;0;0;0;0
31;1;1;1;0;0.000;3116.809171;3116.811622;33.250;784392;9805;12550272;12550272;1023.561;1023.561;3012.075;3205.028;3012.075;3.073;2.450;12.261;3.458;17.785;17.785;99.999;86.222;0;0;0;0;0
32;1;1;1;0;0.000;3116.842239;3116.844594;32.972;782671;9784;12522736;12522736;1269.462;1269.462;3005.466;3198.006;3005.466;2.809;2.355;9.865;2.874;15.028;15.029;99.998;84.331;0;0;0;0;0
33;1;1;1;0;0.000;3116.876476;3116.878799;34.206;776999;9713;12431984;12431984;1205.632;1205.632;2983.686;3174.828;2983.686;3.713;2.323;10.312;2.861;16.347;16.348;99.997;85.788;0;0;0;0;0
34;1;1;1;0;0.000;3116.909308;3116.911656;32.856;778650;9734;12458400;12458400;1213.015;1213.015;2990.026;3181.581;2990.026;3.212;2.347;10.271;2.834;15.829;15.830;100.000;85.172;0;0;0;0;0
35;1;1;1;0;0.000;3116.943275;3116.946401;34.745;778007;9726;12448112;12448112;1093.547;1093.547;2987.556;3178.955;2987.556;3.845;3.125;11.383;3.527;18.353;18.353;99.999;82.971;0;0;0;0;0
36;1;1;1;0;0.000;3116.975341;3116.977666;31.265;776483;9707;12423728;12423728;1379.697;1379.697;2981.704;3172.728;2981.704;2.578;2.325;9.005;2.639;13.908;13.908;99.999;83.280;0;0;0;0;0
37;1;1;1;0;0.000;3117.009185;3117.011722;34.055;781287;9767;12500592;12500592;1063.845;1063.845;3000.152;3192.357;3000.152;3.088;2.536;11.750;3.279;17.375;17.375;99.998;85.402;0;0;0;0;0
