frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_media_bytes;tx_media_bytes;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
15;1;1;1;6056.892428;6056.995187;6057.028355;784474;0;0;27260;27260;21;21;27260;27348;100.000;0.825;0.825;6.564;7.198;6.564;33.166;0.014;0.016;33.227;0.059;33.168;0.047;99.823;102.759;35.109;0.030;0.917;0;0;0;0;0;0;0;0
16;1;1;1;6056.925493;6057.028467;6057.061243;785193;0;0;131788;131788;101;101;131788;131876;100.000;4.024;4.024;31.650;34.780;31.650;32.773;0.053;0.057;32.888;0.112;32.776;0.175;99.660;102.974;34.663;0.053;0.863;0;0;0;0;0;0;0;0
17;1;1;1;6056.958939;6057.061303;6057.094549;782720;0;0;28764;28764;22;22;28764;28852;100.000;0.868;0.868;6.924;7.590;6.924;33.243;0.011;0.013;33.306;0.060;33.247;0.039;99.821;102.364;34.636;0.498;0.840;0;0;0;0;0;0;0;0
18;1;1;1;6056.992391;6057.094597;6057.128328;781613;0;0;23124;23124;18;18;23124;23212;100.000;0.688;0.688;5.571;6.111;5.571;33.728;0.014;0.016;33.778;0.047;33.731;0.047;99.860;102.205;35.081;0.039;0.790;0;0;0;0;0;0;0;0
19;1;1;1;6057.025449;6057.128372;6057.128397;780006;0;0;22372;22372;17;17;22372;22460;100.000;9904.540;904.980;5.390;5.900;5.390;0.022;0.022;0.023;0.070;0.045;0.025;91.266;35.673;102.923;1.817;0.442;0.768;0;0;0;0;0;0;0;0
20;1;1;1;6057.058777;6057.161198;6057.194600;780302;0;0;22936;22936;18;18;22936;23024;100.000;0.689;0.689;5.526;6.066;5.526;33.397;0.014;0.016;66.203;32.801;33.402;0.049;50.454;102.421;34.687;0.507;0.752;0;0;0;0;0;0;0;0
21;1;1;1;6057.093043;6057.194647;6057.227297;779066;0;0;24816;24816;19;19;24816;24904;100.000;0.763;0.763;5.977;6.549;5.977;32.646;0.013;0.014;32.696;0.047;32.650;0.044;99.857;101.604;34.050;0.115;0.712;0;0;0;0;0;0;0;0
22;1;1;1;6057.125436;6057.227355;6057.227390;778280;0;0;25004;25004;19;19;25004;25092;100.000;976.253;720.706;6.022;6.594;6.022;0.009;0.009;0.009;0.093;0.058;0.035;26.337;37.365;101.919;0.810;0.625;0.707;0;0;0;0;0;0;0;0
23;1;1;1;6057.158742;6057.260497;6057.293479;778907;0;0;25944;25944;20;20;25944;26032;100.000;0.789;0.789;6.248;6.851;6.248;32.978;0.016;0.018;66.089;33.107;32.982;0.055;49.906;101.755;33.565;0.192;0.675;0;0;0;0;0;0;0;0
24;1;1;1;6057.192209;6057.293528;6057.328803;779289;0;0;23876;23876;19;19;23876;23964;100.000;0.679;0.679;5.751;6.323;5.751;35.271;0.011;0.013;35.324;0.049;35.275;0.036;99.861;101.318;35.556;0.302;0.651;0;0;0;0;0;0;0;0
25;1;1;1;6057.225836;6057.328851;6057.360514;779739;0;0;25192;25192;20;20;25192;25280;100.000;0.799;0.798;6.067;6.670;6.067;31.658;0.013;0.015;31.712;0.048;31.663;0.048;99.847;103.015;33.934;1.990;0.735;0;0;0;0;0;0;0;0
26;1;1;1;6057.258971;6057.360569;6057.360583;779364;0;0;26320;26320;20;20;26320;26408;100.000;10802.117;2015.606;6.338;6.941;6.338;0.010;0.010;0.011;0.068;0.055;0.013;82.207;19.193;101.599;0.669;1.615;0.790;0;0;0;0;0;0;0;0
27;1;1;1;6057.292776;6057.395116;6057.426709;780025;0;0;26508;26508;21;21;26508;26596;100.000;0.842;0.842;6.383;7.017;6.383;31.589;0.013;0.015;66.126;34.533;31.593;0.049;47.777;102.339;33.462;1.213;0.816;0;0;0;0;0;0;0;0
28;1;1;1;6057.325337;6057.426768;6057.461348;780373;0;0;26884;26884;21;21;26884;26972;100.000;0.780;0.780;6.473;7.107;6.473;34.576;0.017;0.018;34.639;0.059;34.580;0.053;99.828;101.431;34.768;1.681;0.871;0;0;0;0;0;0;0;0
29;1;1;1;6057.359277;6057.461406;6057.494893;781651;0;0;28012;28012;22;22;28012;28100;100.000;0.839;0.839;6.744;7.409;6.744;33.484;0.013;0.014;33.545;0.058;33.487;0.043;99.826;102.130;34.980;1.305;0.898;0;0;0;0;0;0;0;0
30;1;1;1;6057.391930;6057.494942;6057.527266;781375;0;0;26508;26508;21;21;26508;26596;100.000;0.823;0.823;6.383;7.017;6.383;32.321;0.015;0.017;32.373;0.049;32.324;0.052;99.849;103.012;34.019;0.203;0.854;0;0;0;0;0;0;0;0
31;1;1;1;6057.425978;6057.527383;6057.559810;784392;0;0;130472;130472;100;100;130472;130560;100.000;4.027;4.026;31.334;34.433;31.334;32.424;0.056;0.060;32.544;0.117;32.426;0.185;99.640;101.405;33.230;0.892;0.857;0;0;0;0;0;0;0;0
32;1;1;1;6057.459503;6057.559871;6057.559885;782671;0;0;28952;28952;22;22;28952;29040;100.000;9457.471;2059.403;6.970;7.635;6.970;0.010;0.010;0.011;0.075;0.061;0.014;78.696;18.693;100.369;-0.028;0.846;0.856;0;0;0;0;0;0;0;0
33;1;1;1;6057.492033;6057.594345;6057.627291;776999;0;0;23688;23688;18;18;23688;23776;100.000;0.722;0.722;5.706;6.247;5.706;32.941;0.013;0.016;67.406;34.460;32.946;0.047;48.877;102.312;34.044;1.141;0.874;0;0;0;0;0;0;0;0
34;1;1;1;6057.525712;6057.627341;6057.661421;778650;0;0;22936;22936;18;18;22936;23024;100.000;0.676;0.676;5.526;6.066;5.526;34.077;0.013;0.015;34.130;0.050;34.080;0.045;99.855;101.629;34.840;0.338;0.840;0;0;0;0;0;0;0;0
35;1;1;1;6057.559177;6057.661460;6057.693393;778007;0;0;23124;23124;18;18;23124;23212;100.000;0.727;0.727;5.571;6.111;5.571;31.930;0.010;0.012;31.972;0.039;31.933;0.037;99.878;102.283;33.479;0.786;0.837;0;0;0;0;0;0;0;0
36;1;1;1;6057.592132;6057.693443;6057.728423;776483;0;0;25004;25004;19;19;25004;25092;100.000;0.717;0.717;6.022;6.594;6.022;34.976;0.013;0.014;35.030;0.050;34.979;0.041;99.856;101.311;35.176;1.350;0.869;0;0;0;0;0;0;0;0
37;1;1;1;6057.625983;6057.728476;6057.761885;781287;0;0;26508;26508;21;21;26508;26596;100.000;0.796;0.796;6.383;7.017;6.383;33.405;0.015;0.017;33.463;0.053;33.409;0.051;99.841;102.493;35.305;1.699;0.921;0;0;0;0;0;0;0;0
38;1;1;1;6057.658694;6057.761943;6057.795232;780329;0;0;28012;28012;22;22;28012;28100;100.000;0.844;0.844;6.744;7.409;6.744;33.277;0.013;0.014;33.347;0.058;33.289;0.043;99.826;103.250;35.318;0.134;0.872;0;0;0;0;0;0;0;0
39;1;1;1;6057.692854;6057.795287;6057.828850;780785;0;0;29140;29140;23;23;29140;29228;100.000;0.871;0.871;7.015;7.711;7.015;33.559;0.013;0.014;33.618;0.055;33.563;0.043;99.837;102.433;35.603;0.010;0.818;0;0;0;0;0;0;0;0
40;1;1;1;6057.726386;6057.828900;6057.861088;785430;0;0;29704;29704;23;23;29704;29792;100.000;0.926;0.926;7.150;7.847;7.150;32.184;0.015;0.017;32.237;0.050;32.187;0.052;99.844;102.514;34.507;0.280;0.784;0;0;0;0;0;0;0;0
41;1;1;1;6057.758786;6057.861153;6057.895027;789479;0;0;31020;31020;24;24;31020;31108;100.000;0.919;0.918;7.466;8.194;7.466;33.871;0.012;0.014;33.940;0.065;33.874;0.041;99.808;102.367;35.113;1.081;0.803;0;0;0;0;0;0;0;0
42;1;1;1;6057.792144;6057.895098;6057.928086;789348;0;0;31584;31584;24;24;31584;31672;100.000;0.960;0.960;7.601;8.329;7.601;32.985;0.012;0.014;33.059;0.071;32.988;0.041;99.785;102.954;34.839;0.612;0.791;0;0;0;0;0;0;0;0
43;1;1;1;6057.825247;6057.928147;6057.961130;792714;0;0;31960;31960;25;25;31960;32048;100.000;0.972;0.972;7.692;8.450;7.692;32.978;0.013;0.014;33.044;0.062;32.983;0.043;99.814;102.900;34.550;0.284;0.759;0;0;0;0;0;0;0;0
44;1;1;1;6057.858824;6057.961200;6057.995397;790865;0;0;31960;31960;25;25;31960;32048;100.000;0.937;0.937;7.692;8.450;7.692;34.196;0.011;0.013;34.268;0.070;34.198;0.038;99.797;102.376;35.484;0.281;0.729;0;0;0;0;0;0;0;0
45;1;1;1;6057.892004;6057.995451;6058.027304;787976;0;0;32148;32148;25;25;32148;32236;100.000;1.012;1.012;7.737;8.496;7.737;31.851;0.012;0.014;31.907;0.053;31.854;0.043;99.833;103.447;34.057;0.918;0.741;0;0;0;0;0;0;0;0
46;1;1;1;6057.925478;6058.027419;6058.028487;789717;0;0;146076;146076;111;111;146076;146164;100.000;137.422;136.912;35.079;38.521;35.079;1.065;0.058;0.062;1.183;0.115;1.068;5.830;90.279;101.941;1.907;1.365;0.780;0;0;0;0;0;0;0;0
47;1;1;1;6057.959194;6058.061674;6058.094457;784950;0;0;30080;30080;23;23;30080;30168;100.000;0.920;0.920;7.240;7.937;7.240;32.779;0.012;0.015;65.970;33.187;32.783;0.045;49.694;102.480;34.544;0.921;0.789;0;0;0;0;0;0;0;0
48;1;1;1;6057.991886;6058.094509;6058.128045;781130;0;0;24628;24628;19;19;24628;24716;100.000;0.737;0.737;5.932;6.504;5.932;33.533;0.011;0.013;33.588;0.052;33.536;0.039;99.847;102.623;34.798;0.499;0.771;0;0;0;0;0;0;0;0
49;1;1;1;6058.025634;6058.128101;6058.162339;780468;0;0;24816;24816;19;19;24816;24904;100.000;0.728;0.727;5.977;6.549;5.977;34.235;0.014;0.015;34.294;0.056;34.239;0.045;99.838;102.466;35.759;0.259;0.739;0;0;0;0;0;0;0;0
50;1;1;1;6058.059234;6058.162389;6058.196113;783376;0;0;25192;25192;20;20;25192;25280;100.000;0.750;0.750;6.067;6.670;6.067;33.720;0.011;0.013;33.773;0.050;33.723;0.039;99.851;103.156;36.199;0.955;0.752;0;0;0;0;0;0;0;0
51;1;1;1;6058.092242;6058.196197;6058.227747;787237;0;0;29140;29140;23;23;29140;29228;100.000;0.927;0.926;7.015;7.711;7.015;31.548;0.017;0.019;31.635;0.084;31.550;0.061;99.733;103.955;34.500;0.474;0.735;0;0;0;0;0;0;0;0
52;1;1;1;6058.125759;6058.227818;6058.262283;787734;0;0;30832;30832;24;24;30832;30920;100.000;0.897;0.897;7.421;8.148;7.421;34.460;0.012;0.014;34.536;0.070;34.465;0.040;99.796;102.059;35.703;1.713;0.796;0;0;0;0;0;0;0;0
53;1;1;1;6058.158876;6058.262338;6058.294963;787059;0;0;31396;31396;24;24;31396;31484;100.000;0.965;0.965;7.556;8.284;7.556;32.623;0.020;0.022;32.680;0.055;32.626;0.068;99.832;103.462;35.050;1.187;0.820;0;0;0;0;0;0;0;0
54;1;1;1;6058.192040;6058.295040;6058.329084;786051;0;0;31584;31584;24;24;31584;31672;100.000;0.932;0.930;7.601;8.329;7.601;34.042;0.011;0.013;34.121;0.076;34.045;0.039;99.776;103.000;35.837;0.631;0.809;0;0;0;0;0;0;0;0
55;1;1;1;6058.225702;6058.329129;6058.329219;796213;0;0;30268;30268;23;23;30268;30356;100.000;1178.120;338.071;7.285;7.982;7.285;0.015;0.015;0.016;0.135;0.045;0.090;17.770;66.582;103.427;2.639;0.756;0.805;0;0;0;0;0;0;0;0
56;1;1;1;6058.258663;6058.361017;6058.395466;790191;0;0;30080;30080;23;23;30080;30168;100.000;0.876;0.876;7.240;7.937;7.240;34.444;0.012;0.015;66.247;31.798;34.449;0.043;52.001;102.354;35.553;1.446;0.845;0;0;0;0;0;0;0;0
57;1;1;1;6058.292780;6058.395519;6058.428585;798808;0;0;30644;30644;24;24;30644;30732;100.000;0.930;0.929;7.376;8.103;7.376;33.061;0.012;0.014;33.119;0.053;33.066;0.042;99.840;102.739;35.338;1.169;0.866;0;0;0;0;0;0;0;0
58;1;1;1;6058.325376;6058.428654;6058.462580;797924;0;0;30832;30832;24;24;30832;30920;100.000;0.911;0.911;7.421;8.148;7.421;33.922;0.014;0.015;33.995;0.069;33.926;0.044;99.797;103.278;35.999;0.198;0.824;0;0;0;0;0;0;0;0
59;1;1;1;6058.358904;6058.462659;6058.494493;794477;0;0;30644;30644;24;24;30644;30732;100.000;0.966;0.965;7.376;8.103;7.376;31.832;0.014;0.016;31.913;0.079;31.834;0.050;99.753;103.755;34.579;0.671;0.814;0;0;0;0;0;0;0;0
60;1;1;1;6058.391891;6058.494571;6058.530246;789053;0;0;30832;30832;24;24;30832;30920;100.000;0.867;0.867;7.421;8.148;7.421;35.672;0.012;0.013;35.753;0.078;35.675;0.036;99.782;102.680;36.999;1.421;0.852;0;0;0;0;0;0;0;0
61;1;1;1;6058.426259;6058.530370;6058.531652;783874;0;0;143444;143444;109;109;143444;143532;100.000;112.065;111.994;34.448;37.827;34.448;1.277;0.062;0.065;1.406;0.125;1.282;5.108;91.140;104.111;5.071;2.466;0.953;0;0;0;0;0;0;0;0
62;1;1;1;6058.458571;6058.561729;6058.595317;782785;0;0;28764;28764;22;22;28764;28852;100.000;0.859;0.859;6.924;7.590;6.924;33.581;0.014;0.017;63.665;30.078;33.587;0.051;52.756;103.158;35.403;1.974;1.017;0;0;0;0;0;0;0;0
63;1;1;1;6058.492283;6058.595368;6058.627788;782791;0;0;23124;23124;18;18;23124;23212;100.000;0.716;0.716;5.571;6.111;5.571;32.417;0.014;0.016;32.472;0.051;32.421;0.049;99.843;103.085;34.541;0.305;0.972;0;0;0;0;0;0;0;0
64;1;1;1;6058.525227;6058.627840;6058.627852;782127;0;0;22372;22372;17;17;22372;22460;100.000;8434.283;1849.993;5.390;5.900;5.390;0.009;0.009;0.009;0.064;0.052;0.012;77.872;18.991;102.613;1.272;0.861;0.965;0;0;0;0;0;0;0;0
65;1;1;1;6058.559168;6058.664364;6058.694998;785507;0;0;22748;22748;18;18;22748;22836;100.000;0.746;0.745;5.481;6.021;5.481;30.601;0.015;0.017;67.146;36.512;30.634;0.054;45.623;105.196;35.085;3.191;1.105;0;0;0;0;0;0;0;0
66;1;1;1;6058.592697;6058.695050;6058.728036;789017;0;0;24064;24064;19;19;24064;24152;100.000;0.732;0.732;5.796;6.368;5.796;32.983;0.013;0.015;33.038;0.052;32.986;0.044;99.843;102.353;34.789;2.648;1.201;0;0;0;0;0;0;0;0
67;1;1;1;6058.625767;6058.728096;6058.761671;789641;0;0;25944;25944;20;20;25944;26032;100.000;0.775;0.775;6.248;6.851;6.248;33.570;0.012;0.014;33.634;0.060;33.574;0.042;99.821;102.329;35.090;0.287;1.144;0;0;0;0;0;0;0;0
68;1;1;1;6058.659058;6058.761730;6058.761741;784718;0;0;26320;26320;20;20;26320;26408;100.000;15664.201;2387.957;6.338;6.941;6.338;0.009;0.009;0.010;0.070;0.059;0.011;86.362;15.742;102.671;1.827;0.300;1.091;0;0;0;0;0;0;0;0
69;1;1;1;6058.692394;6058.795561;6058.828038;778159;0;0;27260;27260;21;21;27260;27348;100.000;0.842;0.842;6.564;7.198;6.564;32.471;0.015;0.017;66.297;33.820;32.476;0.054;48.986;103.168;34.791;0.498;1.054;0;0;0;0;0;0;0;0
70;1;1;1;6058.725619;6058.828105;6058.862169;776327;0;0;28012;28012;22;22;28012;28100;100.000;0.825;0.825;6.744;7.409;6.744;34.060;0.014;0.016;34.132;0.067;34.065;0.047;99.804;102.486;35.589;0.790;1.038;0;0;0;0;0;0;0;0
71;1;1;1;6058.759573;6058.862236;6058.896667;786883;0;0;29892;29892;23;23;29892;29980;100.000;0.871;0.871;7.195;7.892;7.195;34.408;0.013;0.014;34.498;0.066;34.432;0.042;99.807;102.663;36.754;0.798;1.023;0;0;0;0;0;0;0;0
72;1;1;1;6058.792345;6058.896750;6058.927575;787146;0;0;28764;28764;22;22;28764;28852;100.000;0.936;0.936;6.924;7.590;6.924;30.822;0.021;0.023;30.908;0.082;30.826;0.073;99.734;104.404;34.328;1.180;1.032;0;0;0;0;0;0;0;0
73;1;1;1;6058.825585;6058.927636;6058.961638;781047;0;0;28576;28576;22;22;28576;28664;100.000;0.843;0.843;6.879;7.545;6.879;33.998;0.015;0.017;34.063;0.061;34.002;0.049;99.822;102.050;35.058;2.447;1.121;0;0;0;0;0;0;0;0
74;1;1;1;6058.859407;6058.961697;6058.994710;782459;0;0;29516;29516;23;23;29516;29604;100.000;0.897;0.897;7.105;7.801;7.105;33.010;0.014;0.015;33.072;0.059;33.013;0.047;99.821;102.290;34.797;0.728;1.096;0;0;0;0;0;0;0;0
75;1;1;1;6058.891962;6058.994776;6059.027539;781579;0;0;29892;29892;23;23;29892;29980;100.000;0.915;0.915;7.195;7.892;7.195;32.760;0.011;0.013;32.828;0.065;32.763;0.039;99.801;102.813;34.292;0.255;1.044;0;0;0;0;0;0;0;0
76;1;1;1;6058.925604;6059.027648;6059.061971;784181;0;0;144384;144384;110;110;144384;144472;100.000;4.210;4.209;34.673;38.084;34.673;34.320;0.062;0.066;34.433;0.110;34.323;0.193;99.681;102.045;35.391;0.460;1.007;0;0;0;0;0;0;0;0
77;1;1;1;6058.958921;6059.062022;6059.062035;782861;0;0;27636;27636;21;21;27636;27724;100.000;9403.591;2031.062;6.654;7.288;6.654;0.010;0.010;0.011;0.064;0.050;0.014;79.254;21.340;103.101;2.122;1.040;1.009;0;0;0;0;0;0;0;0
78;1;1;1;6058.992311;6059.094568;6059.129041;779451;0;0;21244;21244;17;17;21244;21332;100.000;0.619;0.619;5.120;5.629;5.120;34.468;0.014;0.017;67.005;32.533;34.472;0.051;51.447;102.257;35.794;0.787;0.995;0;0;0;0;0;0;0;0
79;1;1;1;6059.025875;6059.129083;6059.161985;784719;0;0;22184;22184;17;17;22184;22272;100.000;0.677;0.677;5.345;5.855;5.345;32.898;0.012;0.014;32.945;0.043;32.902;0.043;99.870;103.209;35.405;1.182;1.007;0;0;0;0;0;0;0;0
80;1;1;1;6059.058772;6059.162027;6059.195590;780701;0;0;24816;24816;19;19;24816;24904;100.000;0.742;0.742;5.977;6.549;5.977;33.559;0.012;0.014;33.604;0.042;33.562;0.040;99.874;103.256;35.676;0.389;0.968;0;0;0;0;0;0;0;0
81;1;1;1;6059.093084;6059.195639;6059.227952;785754;0;0;27824;27824;22;22;27824;27912;100.000;0.864;0.864;6.699;7.364;6.699;32.311;0.014;0.016;32.363;0.049;32.314;0.050;99.848;102.555;34.705;0.278;0.925;0;0;0;0;0;0;0;0
82;1;1;1;6059.125480;6059.228010;6059.262121;783308;0;0;28576;28576;22;22;28576;28664;100.000;0.840;0.840;6.879;7.545;6.879;34.108;0.013;0.014;34.169;0.057;34.111;0.041;99.832;102.530;35.541;0.962;0.928;0;0;0;0;0;0;0;0
83;1;1;1;6059.158637;6059.262223;6059.294396;782737;0;0;27448;27448;21;21;27448;27536;100.000;0.856;0.856;6.609;7.243;6.609;32.172;0.016;0.018;32.275;0.101;32.174;0.057;99.686;103.586;34.483;0.880;0.925;0;0;0;0;0;0;0;0
84;1;1;1;6059.192599;6059.294461;6059.329646;781874;0;0;28952;28952;22;22;28952;29040;100.000;0.825;0.825;6.970;7.635;6.970;35.182;0.010;0.011;35.249;0.065;35.185;0.033;99.817;101.862;36.399;1.095;0.935;0;0;0;0;0;0;0;0
85;1;1;1;6059.225959;6059.329737;6059.329753;780545;0;0;25004;25004;19;19;25004;25092;100.000;12346.281;1592.964;6.022;6.594;6.022;0.013;0.013;0.014;0.107;0.091;0.016;88.610;14.752;103.778;3.172;1.942;0.998;0;0;0;0;0;0;0;0
86;1;1;1;6059.258526;6059.361591;6059.395504;778343;0;0;26884;26884;21;21;26884;26972;100.000;0.795;0.795;6.473;7.107;6.473;33.907;0.024;0.026;65.751;31.839;33.912;0.078;51.577;103.065;35.590;1.479;1.028;0;0;0;0;0;0;0;0
87;1;1;1;6059.292881;6059.395548;6059.428365;778458;0;0;26508;26508;21;21;26508;26596;100.000;0.811;0.810;6.383;7.017;6.383;32.813;0.013;0.015;32.861;0.044;32.817;0.045;99.866;102.667;35.118;0.623;1.003;0;0;0;0;0;0;0;0
88;1;1;1;6059.325349;6059.428422;6059.462274;778592;0;0;28576;28576;22;22;28576;28664;100.000;0.847;0.847;6.879;7.545;6.879;33.835;0.014;0.016;33.909;0.057;33.852;0.047;99.832;103.073;35.693;0.459;0.969;0;0;0;0;0;0;0;0
89;1;1;1;6059.358897;6059.462334;6059.494622;779952;0;0;29328;29328;23;23;29328;29416;100.000;0.911;0.911;7.060;7.756;7.060;32.286;0.011;0.013;32.349;0.061;32.288;0.041;99.812;103.437;34.709;0.579;0.945;0;0;0;0;0;0;0;0
90;1;1;1;6059.392122;6059.494678;6059.527123;779674;0;0;29328;29328;23;23;29328;29416;100.000;0.907;0.907;7.060;7.756;7.060;32.442;0.011;0.012;32.501;0.056;32.445;0.038;99.828;102.557;33.876;0.989;0.947;0;0;0;0;0;0;0;0
91;1;1;1;6059.425353;6059.527235;6059.562139;781083;0;0;142504;142504;109;109;142504;142592;100.000;4.086;4.085;34.222;37.602;34.222;34.901;0.054;0.057;35.016;0.112;34.904;0.164;99.681;101.882;35.559;0.777;0.937;0;0;0;0;0;0;0;0
92;1;1;1;6059.459149;6059.562196;6059.594988;780537;0;0;27448;27448;21;21;27448;27536;100.000;0.840;0.840;6.609;7.243;6.609;32.789;0.011;0.012;32.849;0.057;32.792;0.038;99.827;103.046;35.074;1.627;0.980;0;0;0;0;0;0;0;0
93;1;1;1;6059.492173;6059.595027;6059.628427;773046;0;0;21620;21620;17;17;21620;21708;100.000;0.650;0.650;5.210;5.719;5.210;33.398;0.011;0.012;33.439;0.039;33.400;0.037;99.883;102.854;35.180;0.502;0.950;0;0;0;0;0;0;0;0
94;1;1;1;6059.525954;6059.628470;6059.661592;770822;0;0;21244;21244;17;17;21244;21332;100.000;0.644;0.644;5.120;5.629;5.120;33.120;0.015;0.017;33.165;0.042;33.123;0.051;99.872;102.516;35.012;0.109;0.897;0;0;0;0;0;0;0;0
95;1;1;1;6059.559197;6059.661643;6059.694022;778859;0;0;24628;24628;19;19;24628;24716;100.000;0.764;0.763;5.932;6.504;5.932;32.375;0.016;0.017;32.429;0.050;32.379;0.054;99.845;102.446;34.108;0.160;0.851;0;0;0;0;0;0;0;0
96;1;1;1;6059.592103;6059.694084;6059.727562;778333;0;0;28200;28200;22;22;28200;28288;100.000;0.845;0.845;6.789;7.454;6.789;33.474;0.014;0.016;33.540;0.063;33.478;0.047;99.814;101.981;34.315;0.892;0.854;0;0;0;0;0;0;0;0
97;1;1;1;6059.625813;6059.727626;6059.761812;782798;0;0;29328;29328;23;23;29328;29416;100.000;0.861;0.860;7.060;7.756;7.060;34.184;0.013;0.014;34.250;0.064;34.186;0.042;99.813;101.813;35.232;0.209;0.814;0;0;0;0;0;0;0;0
98;1;1;1;6059.658958;6059.761871;6059.795341;781418;0;0;28576;28576;22;22;28576;28664;100.000;0.857;0.856;6.879;7.545;6.879;33.467;0.016;0.018;33.528;0.058;33.470;0.054;99.826;102.913;35.427;0.911;0.820;0;0;0;0;0;0;0;0
99;1;1;1;6059.692329;6059.795389;6059.827563;777382;0;0;28012;28012;22;22;28012;28100;100.000;0.874;0.873;6.744;7.409;6.744;32.171;0.015;0.017;32.223;0.048;32.175;0.054;99.851;103.060;34.316;0.185;0.780;0;0;0;0;0;0;0;0
100;1;1;1;6059.725901;6059.827634;6059.863799;778267;0;0;27072;27072;21;21;27072;27160;100.000;0.751;0.751;6.518;7.152;6.518;36.161;0.014;0.015;36.235;0.071;36.164;0.042;99.804;101.733;37.218;1.088;0.799;0;0;0;0;0;0;0;0
101;1;1;1;6059.759950;6059.863889;6059.894610;780699;0;0;26884;26884;21;21;26884;26972;100.000;0.878;0.878;6.473;7.107;6.473;30.717;0.018;0.020;30.812;0.091;30.721;0.065;99.705;103.939;34.697;2.922;0.932;0;0;0;0;0;0;0;0
102;1;1;1;6059.791999;6059.894667;6059.929060;780328;0;0;26320;26320;20;20;26320;26408;100.000;0.768;0.768;6.338;6.941;6.338;34.388;0.014;0.017;34.450;0.057;34.393;0.048;99.835;102.668;35.813;2.556;1.033;0;0;0;0;0;0;0;0
103;1;1;1;6059.825899;6059.929107;6059.963052;782351;0;0;26508;26508;21;21;26508;26596;100.000;0.784;0.783;6.383;7.017;6.383;33.942;0.013;0.014;33.992;0.047;33.946;0.041;99.862;103.208;36.472;1.106;1.038;0;0;0;0;0;0;0;0
104;1;1;1;6059.858644;6059.963098;6059.996552;782164;0;0;26884;26884;21;21;26884;26972;100.000;0.806;0.806;6.473;7.107;6.473;33.435;0.010;0.012;33.500;0.045;33.454;0.034;99.864;104.454;36.639;0.658;1.014;0;0;0;0;0;0;0;0
105;1;1;1;6059.892680;6059.996624;6060.029498;783021;0;0;28200;28200;22;22;28200;28288;100.000;0.861;0.860;6.789;7.454;6.789;32.871;0.015;0.016;32.946;0.072;32.874;0.050;99.783;103.944;36.251;0.193;0.963;0;0;0;0;0;0;0;0
106;1;1;1;6059.925455;6060.029600;6060.062212;786829;0;0;137992;137992;105;105;137992;138080;100.000;4.235;4.234;33.139;36.394;33.139;32.609;0.051;0.055;32.714;0.102;32.612;0.170;99.688;104.145;35.632;0.357;0.925;0;0;0;0;0;0;0;0
107;1;1;1;6059.959597;6060.062263;6060.094928;789365;0;0;29140;29140;23;23;29140;29228;100.000;0.895;0.895;7.015;7.711;7.015;32.661;0.012;0.014;32.716;0.051;32.665;0.043;99.843;102.666;35.014;0.670;0.909;0;0;0;0;0;0;0;0
108;1;1;1;6059.991895;6060.094976;6060.127448;790807;0;0;24252;24252;19;19;24252;24340;100.000;0.750;0.750;5.842;6.413;5.842;32.470;0.011;0.012;32.520;0.048;32.473;0.038;99.853;103.081;34.201;0.621;0.891;0;0;0;0;0;0;0;0
109;1;1;1;6060.026404;6060.127498;6060.161889;789334;0;0;22184;22184;17;17;22184;22272;100.000;0.648;0.648;5.345;5.855;5.345;34.387;0.014;0.016;34.441;0.050;34.391;0.046;99.855;101.094;35.309;0.811;0.886;0;0;0;0;0;0;0;0
110;1;1;1;6060.058548;6060.161946;6060.195370;783753;0;0;23500;23500;18;18;23500;23588;100.000;0.706;0.706;5.661;6.202;5.661;33.421;0.013;0.015;33.481;0.057;33.424;0.044;99.831;103.398;35.456;1.114;0.900;0;0;0;0;0;0;0;0
111;1;1;1;6060.092009;6060.195414;6060.227426;781240;0;0;27448;27448;21;21;27448;27536;100.000;0.860;0.860;6.609;7.243;6.609;32.009;0.010;0.012;32.056;0.044;32.012;0.038;99.862;103.405;34.180;0.135;0.852;0;0;0;0;0;0;0;0
112;1;1;1;6060.125828;6060.227489;6060.262795;781247;0;0;28012;28012;22;22;28012;28100;100.000;0.796;0.796;6.744;7.409;6.744;35.303;0.010;0.011;35.369;0.062;35.307;0.031;99.824;101.661;36.215;1.259;0.878;0;0;0;0;0;0;0;0
113;1;1;1;6060.159015;6060.262888;6060.295827;783523;0;0;28200;28200;22;22;28200;28288;100.000;0.859;0.859;6.789;7.454;6.789;32.937;0.016;0.018;33.031;0.092;32.939;0.053;99.720;103.873;35.913;2.066;0.952;0;0;0;0;0;0;0;0
