frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_media_bytes;tx_media_bytes;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
114;1;1;1;6060.191855;6060.295891;6060.329041;783046;0;0;30456;30456;24;24;30456;30544;100.000;0.921;0.921;7.331;8.058;7.331;33.146;0.013;0.014;33.215;0.064;33.151;0.043;99.807;104.036;35.795;0.331;0.913;0;0;0;0;0;0;0;0
115;1;1;1;6060.225757;6060.329092;6060.329102;785712;0;0;28952;28952;22;22;28952;29040;100.000;12723.711;2821.512;6.970;7.635;6.970;0.008;0.008;0.008;0.061;0.051;0.010;78.408;16.914;103.335;2.522;0.132;0.864;0;0;0;0;0;0;0;0
116;1;1;1;6060.258578;6060.361825;6060.395282;788409;0;0;28388;28388;22;22;28388;28476;100.000;0.851;0.851;6.834;7.500;6.834;33.450;0.014;0.017;66.179;32.723;33.456;0.050;50.554;103.248;35.368;0.600;0.848;0;0;0;0;0;0;0;0
117;1;1;1;6060.293009;6060.395340;6060.427898;785289;0;0;27072;27072;21;21;27072;27160;100.000;0.834;0.834;6.518;7.152;6.518;32.554;0.013;0.015;32.617;0.058;32.558;0.046;99.821;102.331;34.651;0.181;0.806;0;0;0;0;0;0;0;0
118;1;1;1;6060.325384;6060.427958;6060.462138;784314;0;0;26508;26508;21;21;26508;26596;100.000;0.778;0.778;6.383;7.017;6.383;34.177;0.011;0.012;34.240;0.060;34.180;0.036;99.825;102.575;35.558;0.715;0.801;0;0;0;0;0;0;0;0
119;1;1;1;6060.358722;6060.462186;6060.493530;784830;0;0;26508;26508;21;21;26508;26596;100.000;0.849;0.849;6.383;7.017;6.383;31.340;0.013;0.014;31.391;0.048;31.343;0.045;99.847;103.465;33.616;0.895;0.806;0;0;0;0;0;0;0;0
120;1;1;1;6060.392667;6060.493589;6060.528216;784742;0;0;27072;27072;21;21;27072;27160;100.000;0.784;0.784;6.518;7.152;6.518;34.622;0.014;0.016;34.686;0.060;34.627;0.046;99.828;100.922;34.969;1.930;0.877;0;0;0;0;0;0;0;0
121;1;1;1;6060.425679;6060.528323;6060.562274;787186;0;0;141752;141752;108;108;141752;141840;100.000;4.178;4.178;34.042;37.390;34.042;33.936;0.063;0.067;34.058;0.107;33.951;0.198;99.686;102.644;35.693;1.400;0.909;0;0;0;0;0;0;0;0
122;1;1;1;6060.458524;6060.562337;6060.595380;792161;0;0;29140;29140;23;23;29140;29228;100.000;0.885;0.885;7.015;7.711;7.015;33.040;0.010;0.011;33.106;0.063;33.043;0.033;99.810;103.812;35.466;0.680;0.895;0;0;0;0;0;0;0;0
123;1;1;1;6060.492382;6060.595425;6060.627205;788290;0;0;22936;22936;18;18;22936;23024;100.000;0.725;0.724;5.526;6.066;5.526;31.776;0.011;0.013;31.825;0.045;31.780;0.040;99.857;103.043;33.958;0.245;0.854;0;0;0;0;0;0;0;0
124;1;1;1;6060.525310;6060.627256;6060.661562;789222;0;0;23124;23124;18;18;23124;23212;100.000;0.677;0.677;5.571;6.111;5.571;34.303;0.012;0.014;34.357;0.051;34.306;0.040;99.850;101.946;34.982;1.502;0.895;0;0;0;0;0;0;0;0
125;1;1;1;6060.558794;6060.661612;6060.695393;787173;0;0;24816;24816;19;19;24816;24904;100.000;0.737;0.737;5.977;6.549;5.977;33.778;0.014;0.016;33.831;0.050;33.782;0.047;99.854;102.817;35.480;1.022;0.903;0;0;0;0;0;0;0;0
126;1;1;1;6060.591838;6060.695450;6060.728554;776279;0;0;25944;25944;20;20;25944;26032;100.000;0.786;0.786;6.248;6.851;6.248;33.099;0.015;0.017;33.160;0.056;33.104;0.050;99.830;103.612;35.307;0.505;0.878;0;0;0;0;0;0;0;0
127;1;1;1;6060.625748;6060.728602;6060.760564;773912;0;0;27824;27824;22;22;27824;27912;100.000;0.873;0.873;6.699;7.364;6.699;31.958;0.012;0.013;32.010;0.048;31.962;0.042;99.850;102.854;33.983;0.181;0.834;0;0;0;0;0;0;0;0
128;1;1;1;6060.658826;6060.760625;6060.796735;773302;0;0;28388;28388;22;22;28388;28476;100.000;0.789;0.789;6.834;7.500;6.834;36.108;0.009;0.010;36.171;0.061;36.110;0.027;99.831;101.799;36.821;1.310;0.864;0;0;0;0;0;0;0;0
129;1;1;1;6060.692633;6060.796785;6060.828404;777001;0;0;28576;28576;22;22;28576;28664;100.000;0.907;0.907;6.879;7.545;6.879;31.616;0.011;0.012;31.670;0.050;31.619;0.039;99.841;104.152;35.157;2.827;0.987;0;0;0;0;0;0;0;0
130;1;1;1;6060.725261;6060.828462;6060.828475;783174;0;0;27636;27636;21;21;27636;27724;100.000;9364.355;2046.851;6.654;7.288;6.654;0.010;0.010;0.011;0.071;0.057;0.014;80.205;19.156;103.201;1.895;1.657;1.029;0;0;0;0;0;0;0;0
131;1;1;1;6060.759219;6060.861992;6060.896280;786108;0;0;27824;27824;22;22;27824;27912;100.000;0.814;0.814;6.699;7.364;6.699;34.283;0.017;0.019;67.805;33.517;34.287;0.057;50.568;102.773;36.366;0.197;0.977;0;0;0;0;0;0;0;0
132;1;1;1;6060.793253;6060.896335;6060.930877;785622;0;0;27260;27260;21;21;27260;27348;100.000;0.792;0.792;6.564;7.198;6.564;34.540;0.011;0.012;34.598;0.056;34.542;0.035;99.839;103.082;37.630;1.010;0.979;0;0;0;0;0;0;0;0
133;1;1;1;6060.825522;6060.930962;6060.962409;787265;0;0;26508;26508;21;21;26508;26596;100.000;0.846;0.846;6.383;7.017;6.383;31.442;0.019;0.021;31.531;0.085;31.447;0.068;99.732;105.440;35.828;1.293;0.998;0;0;0;0;0;0;0;0
134;1;1;1;6060.858606;6060.962464;6060.995560;787734;0;0;26696;26696;21;21;26696;26784;100.000;0.809;0.809;6.428;7.062;6.428;33.094;0.013;0.014;33.152;0.055;33.097;0.043;99.834;103.858;35.647;1.831;1.051;0;0;0;0;0;0;0;0
135;1;1;1;6060.893501;6060.995611;6061.028301;786766;0;0;27824;27824;22;22;27824;27912;100.000;0.854;0.854;6.699;7.364;6.699;32.687;0.011;0.013;32.740;0.050;32.690;0.040;99.846;102.110;35.054;0.186;0.996;0;0;0;0;0;0;0;0
136;1;1;1;6060.925572;6061.028412;6061.062721;787622;0;0;130660;130660;100;100;130660;130748;100.000;3.812;3.811;31.380;34.478;31.380;34.306;0.051;0.055;34.420;0.111;34.309;0.159;99.676;102.841;36.141;0.532;0.967;0;0;0;0;0;0;0;0
137;1;1;1;6060.959208;6061.062826;6061.095287;784509;0;0;32148;32148;25;25;32148;32236;100.000;0.993;0.993;7.737;8.496;7.737;32.375;0.015;0.018;32.566;0.105;32.461;0.055;99.679;103.618;35.374;1.080;0.974;0;0;0;0;0;0;0;0
138;1;1;1;6060.992261;6061.095336;6061.128969;782962;0;0;27072;27072;21;21;27072;27160;100.000;0.808;0.808;6.518;7.152;6.518;33.630;0.014;0.015;33.682;0.049;33.633;0.045;99.855;103.075;35.722;0.823;0.965;0;0;0;0;0;0;0;0
139;1;1;1;6061.025493;6061.129019;6061.161346;785441;0;0;27448;27448;21;21;27448;27536;100.000;0.852;0.852;6.609;7.243;6.609;32.324;0.013;0.015;32.377;0.049;32.328;0.046;99.847;103.526;34.766;0.349;0.927;0;0;0;0;0;0;0;0
140;1;1;1;6061.058829;6061.161401;6061.194850;786857;0;0;26508;26508;21;21;26508;26596;100.000;0.795;0.795;6.383;7.017;6.383;33.445;0.014;0.016;33.504;0.055;33.449;0.047;99.837;102.572;34.937;0.951;0.928;0;0;0;0;0;0;0;0
141;1;1;1;6061.091904;6061.194912;6061.227449;786209;0;0;28952;28952;22;22;28952;29040;100.000;0.893;0.893;6.970;7.635;6.970;32.533;0.012;0.014;32.598;0.062;32.536;0.043;99.810;103.008;34.202;0.178;0.881;0;0;0;0;0;0;0;0
142;1;1;1;6061.125673;6061.227520;6061.261761;785895;0;0;31020;31020;24;24;31020;31108;100.000;0.909;0.908;7.466;8.194;7.466;34.238;0.012;0.013;34.313;0.072;34.241;0.038;99.792;101.847;35.181;0.725;0.871;0;0;0;0;0;0;0;0
143;1;1;1;6061.158658;6061.261827;6061.294542;783109;0;0;31208;31208;24;24;31208;31296;100.000;0.957;0.957;7.511;8.239;7.511;32.713;0.013;0.015;32.781;0.065;32.716;0.045;99.801;103.169;34.629;0.973;0.878;0;0;0;0;0;0;0;0
144;1;1;1;6061.192153;6061.294603;6061.328302;783994;0;0;32524;32524;25;25;32524;32612;100.000;0.968;0.968;7.827;8.586;7.827;33.696;0.016;0.018;33.759;0.061;33.699;0.052;99.820;102.450;35.055;0.557;0.858;0;0;0;0;0;0;0;0
145;1;1;1;6061.225528;6061.328364;6061.362325;785959;0;0;31208;31208;24;24;31208;31296;100.000;0.922;0.922;7.511;8.239;7.511;33.958;0.020;0.022;34.024;0.062;33.962;0.064;99.818;102.836;35.745;0.427;0.831;0;0;0;0;0;0;0;0
146;1;1;1;6061.258713;6061.362378;6061.395134;789030;0;0;31208;31208;24;24;31208;31296;100.000;0.956;0.955;7.511;8.239;7.511;32.754;0.011;0.012;32.809;0.053;32.757;0.037;99.840;103.665;35.221;0.681;0.822;0;0;0;0;0;0;0;0
147;1;1;1;6061.292352;6061.395190;6061.427962;794594;0;0;31772;31772;25;25;31772;31860;100.000;0.972;0.972;7.646;8.405;7.646;32.768;0.013;0.015;32.827;0.056;32.772;0.045;99.830;102.838;34.715;0.521;0.803;0;0;0;0;0;0;0;0
148;1;1;1;6061.325635;6061.428029;6061.462024;797998;0;0;30456;30456;24;24;30456;30544;100.000;0.899;0.898;7.331;8.058;7.331;33.991;0.013;0.015;34.062;0.067;33.995;0.045;99.803;102.394;35.444;0.495;0.783;0;0;0;0;0;0;0;0
149;1;1;1;6061.358594;6061.462103;6061.494500;798639;0;0;30456;30456;24;24;30456;30544;100.000;0.943;0.943;7.331;8.058;7.331;32.393;0.015;0.017;32.476;0.079;32.397;0.052;99.757;103.508;34.586;0.741;0.781;0;0;0;0;0;0;0;0
150;1;1;1;6061.391911;6061.494566;6061.530122;796693;0;0;30268;30268;23;23;30268;30356;100.000;0.854;0.854;7.285;7.982;7.285;35.552;0.011;0.013;35.622;0.067;35.555;0.035;99.813;102.655;36.875;0.870;0.786;0;0;0;0;0;0;0;0
151;1;1;1;6061.425540;6061.530258;6061.561648;794717;0;0;137992;137992;105;105;137992;138080;100.000;4.400;4.399;33.139;36.394;33.139;31.387;0.065;0.068;31.526;0.136;31.390;0.216;99.569;104.717;35.068;2.358;0.885;0;0;0;0;0;0;0;0
152;1;1;1;6061.458839;6061.561711;6061.595891;792861;0;0;28764;28764;22;22;28764;28852;100.000;0.844;0.844;6.924;7.590;6.924;34.177;0.012;0.013;34.243;0.064;34.180;0.038;99.814;102.872;35.977;1.879;0.947;0;0;0;0;0;0;0;0
153;1;1;1;6061.492556;6061.595969;6061.628609;792789;0;0;23688;23688;18;18;23688;23776;100.000;0.729;0.728;5.706;6.247;5.706;32.637;0.014;0.016;32.718;0.078;32.640;0.048;99.762;103.414;35.362;0.924;0.945;0;0;0;0;0;0;0;0
154;1;1;1;6061.525249;6061.628653;6061.663551;792309;0;0;23124;23124;18;18;23124;23212;100.000;0.665;0.665;5.571;6.111;5.571;34.882;0.012;0.013;34.943;0.044;34.898;0.038;99.874;103.404;36.971;0.649;0.927;0;0;0;0;0;0;0;0
155;1;1;1;6061.558880;6061.663650;6061.694662;791925;0;0;24816;24816;19;19;24816;24904;100.000;0.803;0.803;5.977;6.549;5.977;31.009;0.017;0.019;31.111;0.099;31.012;0.060;99.683;104.770;34.749;1.664;0.973;0;0;0;0;0;0;0;0
156;1;1;1;6061.591952;6061.694718;6061.728510;793795;0;0;28764;28764;22;22;28764;28852;100.000;0.854;0.854;6.924;7.590;6.924;33.788;0.016;0.018;33.847;0.056;33.791;0.053;99.835;102.766;35.263;2.265;1.054;0;0;0;0;0;0;0;0
157;1;1;1;6061.625310;6061.728567;6061.761811;793460;0;0;28200;28200;22;22;28200;28288;100.000;0.851;0.851;6.789;7.454;6.789;33.239;0.015;0.017;33.301;0.058;33.243;0.051;99.827;103.257;35.230;0.516;1.020;0;0;0;0;0;0;0;0
158;1;1;1;6061.658914;6061.761880;6061.795336;795527;0;0;28200;28200;22;22;28200;28288;100.000;0.846;0.846;6.789;7.454;6.789;33.453;0.011;0.012;33.525;0.069;33.455;0.037;99.793;102.966;35.422;0.021;0.958;0;0;0;0;0;0;0;0
159;1;1;1;6061.692414;6061.795390;6061.828169;798776;0;0;29328;29328;23;23;29328;29416;100.000;0.898;0.897;7.060;7.756;7.060;32.777;0.010;0.011;32.834;0.055;32.779;0.035;99.834;102.976;34.923;0.177;0.909;0;0;0;0;0;0;0;0
160;1;1;1;6061.725427;6061.828228;6061.862084;799362;0;0;29140;29140;23;23;29140;29228;100.000;0.863;0.863;7.015;7.711;7.015;33.853;0.024;0.026;33.915;0.059;33.856;0.077;99.826;102.802;35.504;0.495;0.883;0;0;0;0;0;0;0;0
161;1;1;1;6061.758621;6061.862140;6061.862161;789777;0;0;28952;28952;22;22;28952;29040;100.000;8801.569;1402.301;6.970;7.635;6.970;0.016;0.016;0.016;0.077;0.056;0.021;79.290;26.918;103.519;2.247;0.579;0.864;0;0;0;0;0;0;0;0
162;1;1;1;6061.792232;6061.895449;6061.928836;790930;0;0;28200;28200;22;22;28200;28288;100.000;0.847;0.847;6.789;7.454;6.789;33.381;0.013;0.016;66.675;33.288;33.387;0.048;50.074;103.217;35.589;0.025;0.812;0;0;0;0;0;0;0;0
163;1;1;1;6061.825440;6061.928891;6061.961183;793734;0;0;29328;29328;23;23;29328;29416;100.000;0.911;0.911;7.060;7.756;7.060;32.289;0.010;0.012;32.347;0.056;32.291;0.036;99.828;103.451;34.602;0.109;0.768;0;0;0;0;0;0;0;0
164;1;1;1;6061.858636;6061.961244;6061.995993;792883;0;0;29892;29892;23;23;29892;29980;100.000;0.863;0.863;7.195;7.892;7.195;34.745;0.015;0.017;34.810;0.062;34.749;0.050;99.822;102.608;36.079;0.980;0.781;0;0;0;0;0;0;0;0
165;1;1;1;6061.892181;6061.996087;6062.028447;791299;0;0;30456;30456;24;24;30456;30544;100.000;0.944;0.944;7.331;8.058;7.331;32.358;0.019;0.021;32.454;0.094;32.360;0.065;99.711;103.905;35.200;1.509;0.826;0;0;0;0;0;0;0;0
166;1;1;1;6061.925524;6062.028555;6062.062044;789485;0;0;132540;132540;101;101;132540;132628;100.000;3.961;3.960;31.831;34.961;31.831;33.485;0.053;0.058;33.597;0.109;33.489;0.172;99.677;103.032;35.464;0.865;0.829;0;0;0;0;0;0;0;0
167;1;1;1;6061.958881;6062.062094;6062.094613;789977;0;0;29328;29328;23;23;29328;29416;100.000;0.905;0.905;7.060;7.756;7.060;32.517;0.011;0.013;32.569;0.050;32.519;0.041;99.847;103.213;34.700;0.205;0.790;0;0;0;0;0;0;0;0
168;1;1;1;6061.991967;6062.094662;6062.128465;791598;0;0;24816;24816;19;19;24816;24904;100.000;0.737;0.737;5.977;6.549;5.977;33.798;0.013;0.015;33.852;0.049;33.803;0.044;99.856;102.695;35.218;0.765;0.788;0;0;0;0;0;0;0;0
169;1;1;1;6062.025357;6062.128519;6062.160569;795034;0;0;25192;25192;20;20;25192;25280;100.000;0.789;0.789;6.067;6.670;6.067;32.045;0.014;0.017;32.104;0.054;32.049;0.052;99.831;103.162;33.988;0.524;0.772;0;0;0;0;0;0;0;0
170;1;1;1;6062.058656;6062.160632;6062.195898;794863;0;0;25944;25944;20;20;25944;26032;100.000;0.738;0.738;6.248;6.851;6.248;35.249;0.012;0.013;35.330;0.063;35.266;0.038;99.821;101.976;35.985;1.221;0.800;0;0;0;0;0;0;0;0
171;1;1;1;6062.092680;6062.195953;6062.230449;794885;0;0;27260;27260;21;21;27260;27348;100.000;0.793;0.793;6.564;7.198;6.564;34.493;0.012;0.013;34.551;0.055;34.496;0.039;99.841;103.273;37.202;1.988;0.874;0;0;0;0;0;0;0;0
172;1;1;1;6062.125162;6062.230531;6062.262698;788905;0;0;27072;27072;21;21;27072;27160;100.000;0.845;0.844;6.518;7.152;6.518;32.164;0.017;0.019;32.249;0.082;32.167;0.059;99.745;105.369;36.118;1.244;0.897;0;0;0;0;0;0;0;0
173;1;1;1;6062.159085;6062.262756;6062.296017;787376;0;0;27448;27448;21;21;27448;27536;100.000;0.828;0.828;6.609;7.243;6.609;33.258;0.015;0.017;33.320;0.058;33.262;0.050;99.826;103.670;36.104;1.108;0.910;0;0;0;0;0;0;0;0
174;1;1;1;6062.193564;6062.296067;6062.328524;791921;0;0;28576;28576;22;22;28576;28664;100.000;0.883;0.883;6.879;7.545;6.879;32.453;0.014;0.016;32.507;0.050;32.457;0.049;99.846;102.504;35.277;0.022;0.855;0;0;0;0;0;0;0;0
175;1;1;1;6062.225616;6062.328586;6062.361236;785044;0;0;28388;28388;22;22;28388;28476;100.000;0.872;0.872;6.834;7.500;6.834;32.646;0.014;0.016;32.712;0.062;32.649;0.049;99.810;102.971;34.656;0.814;0.852;0;0;0;0;0;0;0;0
176;1;1;1;6062.259881;6062.361295;6062.395275;785759;0;0;28012;28012;22;22;28012;28100;100.000;0.827;0.827;6.744;7.409;6.744;33.976;0.016;0.018;34.039;0.059;33.980;0.053;99.826;101.414;35.361;0.625;0.838;0;0;0;0;0;0;0;0
177;1;1;1;6062.292440;6062.395328;6062.428732;782963;0;0;28952;28952;22;22;28952;29040;100.000;0.870;0.869;6.970;7.635;6.970;33.399;0.015;0.017;33.457;0.053;33.404;0.051;99.840;102.888;35.485;0.700;0.829;0;0;0;0;0;0;0;0
178;1;1;1;6062.325766;6062.428792;6062.462500;783666;0;0;27260;27260;21;21;27260;27348;100.000;0.812;0.811;6.564;7.198;6.564;33.704;0.018;0.020;33.768;0.060;33.708;0.059;99.823;103.026;35.920;0.130;0.786;0;0;0;0;0;0;0;0
179;1;1;1;6062.359301;6062.462621;6062.495383;786714;0;0;28012;28012;22;22;28012;28100;100.000;0.858;0.858;6.744;7.409;6.744;32.759;0.016;0.017;32.883;0.121;32.762;0.053;99.633;103.319;35.469;0.496;0.768;0;0;0;0;0;0;0;0
180;1;1;1;6062.392215;6062.495436;6062.529641;787583;0;0;26884;26884;21;21;26884;26972;100.000;0.789;0.789;6.473;7.107;6.473;34.201;0.013;0.015;34.258;0.054;34.205;0.044;99.843;103.221;36.394;0.518;0.752;0;0;0;0;0;0;0;0
181;1;1;1;6062.426691;6062.529732;6062.530007;793719;0;0;135548;135548;103;103;135548;135636;100.000;508.865;493.502;32.553;35.745;32.553;0.271;0.050;0.053;0.366;0.091;0.275;19.259;75.141;103.041;3.427;0.962;0.765;0;0;0;0;0;0;0;0
182;1;1;1;6062.458968;6062.562658;6062.594895;792329;0;0;27260;27260;21;21;27260;27348;100.000;0.848;0.848;6.564;7.198;6.564;32.232;0.012;0.014;64.888;32.651;32.237;0.043;49.681;103.690;34.981;0.408;0.743;0;0;0;0;0;0;0;0
183;1;1;1;6062.492344;6062.594941;6062.629087;801464;0;0;21808;21808;17;17;21808;21896;100.000;0.641;0.641;5.255;5.764;5.255;34.143;0.012;0.013;34.193;0.047;34.146;0.039;99.864;102.597;35.840;1.050;0.762;0;0;0;0;0;0;0;0
184;1;1;1;6062.526628;6062.629135;6062.662824;796948;0;0;22748;22748;18;18;22748;22836;100.000;0.678;0.678;5.481;6.021;5.481;33.686;0.009;0.010;33.737;0.048;33.689;0.030;99.858;102.507;36.243;0.861;0.768;0;0;0;0;0;0;0;0
185;1;1;1;6062.559014;6062.662884;6062.695969;802598;0;0;26508;26508;21;21;26508;26596;100.000;0.804;0.804;6.383;7.017;6.383;33.081;0.013;0.014;33.145;0.060;33.084;0.043;99.818;103.870;36.055;0.416;0.746;0;0;0;0;0;0;0;0
186;1;1;1;6062.592434;6062.696018;6062.728532;797039;0;0;28388;28388;22;22;28388;28476;100.000;0.876;0.876;6.834;7.500;6.834;32.511;0.012;0.014;32.563;0.049;32.514;0.043;99.850;103.584;35.285;0.200;0.712;0;0;0;0;0;0;0;0
187;1;1;1;6062.625584;6062.728605;6062.761795;797511;0;0;28576;28576;22;22;28576;28664;100.000;0.864;0.864;6.879;7.545;6.879;33.169;0.014;0.015;33.263;0.073;33.190;0.047;99.781;103.021;35.214;0.746;0.714;0;0;0;0;0;0;0;0
188;1;1;1;6062.660055;6062.761852;6062.795716;794879;0;0;27448;27448;21;21;27448;27536;100.000;0.813;0.813;6.609;7.243;6.609;33.860;0.014;0.016;33.922;0.058;33.864;0.046;99.830;101.797;35.802;0.086;0.675;0;0;0;0;0;0;0;0
189;1;1;1;6062.692349;6062.795763;6062.828200;793590;0;0;27636;27636;21;21;27636;27724;100.000;0.855;0.855;6.654;7.288;6.654;32.434;0.012;0.014;32.484;0.047;32.437;0.043;99.854;103.414;34.953;0.578;0.669;0;0;0;0;0;0;0;0
190;1;1;1;6062.725674;6062.828254;6062.861833;788938;0;0;28200;28200;22;22;28200;28288;100.000;0.843;0.842;6.789;7.454;6.789;33.576;0.013;0.015;33.633;0.054;33.579;0.044;99.841;102.580;35.253;0.843;0.680;0;0;0;0;0;0;0;0
191;1;1;1;6062.759566;6062.861893;6062.861906;784846;0;0;27636;27636;21;21;27636;27724;100.000;9642.144;2017.931;6.654;7.288;6.654;0.010;0.010;0.011;0.073;0.059;0.014;80.712;18.815;102.326;1.993;0.305;0.656;0;0;0;0;0;0;0;0
192;1;1;1;6062.792261;6062.895884;6062.929112;788004;0;0;28012;28012;22;22;28012;28100;100.000;0.846;0.846;6.744;7.409;6.744;33.224;0.012;0.015;67.205;33.977;33.228;0.044;49.443;103.622;35.865;0.658;0.656;0;0;0;0;0;0;0;0
193;1;1;1;6062.825363;6062.929160;6062.961666;795964;0;0;26696;26696;21;21;26696;26784;100.000;0.824;0.824;6.428;7.062;6.428;32.504;0.011;0.013;32.555;0.048;32.507;0.039;99.853;103.797;35.086;0.057;0.619;0;0;0;0;0;0;0;0
194;1;1;1;6062.858887;6062.961720;6062.996184;799207;0;0;27072;27072;21;21;27072;27160;100.000;0.788;0.788;6.518;7.152;6.518;34.460;0.013;0.015;34.517;0.054;34.464;0.043;99.844;102.833;36.270;0.773;0.629;0;0;0;0;0;0;0;0
195;1;1;1;6062.892433;6062.996268;6063.028871;799402;0;0;28576;28576;22;22;28576;28664;100.000;0.879;0.879;6.879;7.545;6.879;32.600;0.018;0.020;32.687;0.085;32.603;0.061;99.741;103.835;35.624;1.215;0.665;0;0;0;0;0;0;0;0
196;1;1;1;6062.925237;6063.028962;6063.029176;800483;0;0;135548;135548;103;103;135548;135636;100.000;657.309;635.618;32.553;35.745;32.553;0.210;0.048;0.052;0.305;0.092;0.213;24.218;69.963;103.725;2.596;0.639;0.664;0;0;0;0;0;0;0;0
197;1;1;1;6062.958765;6063.061714;6063.094861;798336;0;0;26884;26884;21;21;26884;26972;100.000;0.814;0.814;6.473;7.107;6.473;33.143;0.013;0.015;65.685;32.538;33.148;0.046;50.464;102.949;34.948;0.582;0.658;0;0;0;0;0;0;0;0
198;1;1;1;6062.992097;6063.094909;6063.129435;798454;0;0;21996;21996;17;17;21996;22084;100.000;0.640;0.640;5.300;5.809;5.300;34.523;0.012;0.013;34.574;0.048;34.526;0.038;99.862;102.812;36.188;0.138;0.626;0;0;0;0;0;0;0;0
199;1;1;1;6063.025331;6063.129494;6063.162639;800770;0;0;21620;21620;17;17;21620;21708;100.000;0.655;0.655;5.210;5.719;5.210;33.100;0.018;0.020;33.204;0.059;33.145;0.060;99.823;104.163;36.059;1.252;0.665;0;0;0;0;0;0;0;0
200;1;1;1;6063.058537;6063.162680;6063.195519;802378;0;0;24064;24064;19;19;24064;24152;100.000;0.736;0.735;5.796;6.368;5.796;32.835;0.011;0.013;32.880;0.041;32.838;0.038;99.874;104.143;35.605;0.147;0.633;0;0;0;0;0;0;0;0
201;1;1;1;6063.092324;6063.195563;6063.229241;805285;0;0;27072;27072;21;21;27072;27160;100.000;0.807;0.806;6.518;7.152;6.518;33.675;0.011;0.012;33.722;0.044;33.678;0.037;99.869;103.239;35.994;0.451;0.621;0;0;0;0;0;0;0;0
202;1;1;1;6063.125308;6063.229351;6063.264878;803318;0;0;27824;27824;22;22;27824;27912;100.000;0.786;0.786;6.699;7.364;6.699;35.525;0.014;0.015;35.637;0.110;35.527;0.042;99.691;104.043;38.297;0.454;0.611;0;0;0;0;0;0;0;0
203;1;1;1;6063.159002;6063.264954;6063.296755;802036;0;0;29140;29140;23;23;29140;29228;100.000;0.919;0.919;7.015;7.711;7.015;31.783;0.011;0.013;31.878;0.076;31.801;0.040;99.761;105.951;36.842;2.270;0.715;0;0;0;0;0;0;0;0
204;1;1;1;6063.192006;6063.296843;6063.329247;810228;0;0;28388;28388;22;22;28388;28476;100.000;0.879;0.879;6.834;7.500;6.834;32.401;0.016;0.018;32.492;0.087;32.404;0.055;99.731;104.836;36.000;1.444;0.760;0;0;0;0;0;0;0;0
205;1;1;1;6063.225225;6063.329291;6063.362595;808185;0;0;26696;26696;21;21;26696;26784;100.000;0.804;0.804;6.428;7.062;6.428;33.300;0.015;0.018;33.348;0.044;33.304;0.053;99.867;104.066;36.015;0.885;0.768;0;0;0;0;0;0;0;0
206;1;1;1;6063.259217;6063.362640;6063.362654;815223;0;0;27636;27636;21;21;27636;27724;100.000;8162.591;1907.821;6.654;7.288;6.654;0.011;0.011;0.011;0.059;0.045;0.015;77.680;24.442;103.422;2.741;0.015;0.721;0;0;0;0;0;0;0;0
207;1;1;1;6063.292342;6063.395271;6063.427318;799426;0;0;27824;27824;22;22;27824;27912;100.000;0.871;0.871;6.699;7.364;6.699;32.042;0.013;0.015;64.664;32.617;32.047;0.047;49.559;102.929;34.071;0.702;0.720;0;0;0;0;0;0;0;0
208;1;1;1;6063.325828;6063.427369;6063.461831;790320;0;0;27072;27072;21;21;27072;27160;100.000;0.788;0.788;6.518;7.152;6.518;34.459;0.015;0.017;34.513;0.051;34.462;0.048;99.852;101.541;35.251;1.235;0.752;0;0;0;0;0;0;0;0
209;1;1;1;6063.358730;6063.461878;6063.495007;795945;0;0;26884;26884;21;21;26884;26972;100.000;0.814;0.814;6.473;7.107;6.473;33.126;0.011;0.013;33.176;0.047;33.129;0.039;99.858;103.148;35.093;1.176;0.778;0;0;0;0;0;0;0;0
210;1;1;1;6063.392206;6063.495060;6063.529302;792891;0;0;28012;28012;22;22;28012;28100;100.000;0.821;0.821;6.744;7.409;6.744;34.239;0.010;0.012;34.295;0.053;34.242;0.034;99.844;102.854;36.055;0.151;0.739;0;0;0;0;0;0;0;0
211;1;1;1;6063.425614;6063.529387;6063.561941;797320;0;0;136300;136300;104;104;136300;136388;100.000;4.191;4.190;32.733;35.957;32.733;32.551;0.062;0.067;32.639;0.085;32.554;0.206;99.740;103.773;35.360;0.993;0.755;0;0;0;0;0;0;0;0
212;1;1;1;6063.458692;6063.562004;6063.595549;805214;0;0;26696;26696;21;21;26696;26784;100.000;0.799;0.798;6.428;7.062;6.428;33.542;0.016;0.017;33.608;0.063;33.545;0.052;99.813;103.312;35.636;0.717;0.753;0;0;0;0;0;0;0;0
