frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_media_bytes;tx_media_bytes;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;reference_efficiency_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
183;1;1;1;3277.542446;3277.769680;3277.771106;801464;141888;141888;0;0;1774;1774;2270208;2270260;100.000;1597.185;1592.005;544.862;588.277;544.862;1.420;0.743;0.819;32.040;30.614;1.426;57.429;4.451;227.233;-2.675;1.306;3.535;0;0;0;0;0;0;0;0
184;1;1;1;3277.577820;3277.803580;3277.804887;796948;145036;145036;0;0;1813;1813;2320576;2320628;100.000;1782.310;1776.214;556.951;601.320;556.951;1.303;0.533;0.573;33.781;32.475;1.307;43.837;3.868;225.760;-2.227;0.567;3.350;0;0;0;0;0;0;0;0
185;1;1;1;3277.609584;3277.836299;3277.837437;802598;147102;147102;0;0;1839;1839;2353632;2353684;100.000;2077.561;2068.279;564.884;609.890;564.884;1.134;0.553;0.590;32.550;31.412;1.138;51.821;3.496;226.715;-3.010;0.615;3.179;0;0;0;0;0;0;0;0
186;1;1;1;3277.642121;3277.870548;3277.872090;797039;149128;149128;0;0;1865;1865;2386048;2386100;100.000;1549.659;1546.824;572.664;618.307;572.664;1.539;0.526;0.564;34.654;33.111;1.543;36.591;4.451;228.427;-1.690;0.916;3.037;0;0;0;0;0;0;0;0
187;1;1;1;3277.678368;3277.902723;3277.903785;797511;148974;148974;0;0;1863;1863;2383584;2383636;100.000;2246.518;2242.693;572.073;617.666;572.073;1.059;0.559;0.596;31.695;30.632;1.063;56.075;3.353;224.355;-3.328;1.159;2.920;0;0;0;0;0;0;0;0
188;1;1;1;3277.709287;3277.938497;3277.940073;794879;147856;147856;0;0;1849;1849;2365696;2365748;100.000;1509.728;1501.226;567.780;613.031;567.780;1.572;0.577;0.625;36.287;34.712;1.576;39.679;4.343;229.210;-0.374;2.441;2.890;0;0;0;0;0;0;0;0
189;1;1;1;3277.743449;3277.970794;3277.971692;793590;145718;145718;0;0;1822;1822;2331488;2331540;100.000;2616.669;2596.128;559.570;604.160;559.570;0.894;0.511;0.547;31.619;30.721;0.898;60.871;2.840;227.346;-2.088;1.036;2.774;0;0;0;0;0;0;0;0
190;1;1;1;3277.776177;3278.006229;3278.007970;788938;143848;143848;0;0;1799;1799;2301568;2301620;100.000;1323.956;1321.727;552.389;596.416;552.389;1.724;0.752;0.791;36.278;34.536;1.741;45.413;4.800;230.052;0.856;2.101;2.732;0;0;0;0;0;0;0;0
191;1;1;1;3277.809952;3278.037491;3278.038882;784846;142800;142800;0;0;1785;1785;2284800;2284852;100.000;1651.337;1642.745;548.364;592.049;548.364;1.387;0.487;0.521;30.912;29.521;1.391;37.494;4.500;227.539;-1.566;2.071;2.691;0;0;0;0;0;0;0;0
192;1;1;1;3277.842836;3278.070527;3278.071707;788004;142404;142404;0;0;1781;1781;2278464;2278516;100.000;1939.135;1931.357;546.844;590.430;546.844;1.176;0.498;0.534;32.825;31.645;1.180;45.298;3.594;227.691;-2.074;0.297;2.541;0;0;0;0;0;0;0;0
193;1;1;1;3277.876406;3278.102389;3278.103591;795964;142560;142560;0;0;1782;1782;2280960;2281012;100.000;1904.942;1896.369;547.443;591.054;547.443;1.199;0.478;0.514;31.885;30.682;1.203;42.703;3.772;225.983;-3.522;1.472;2.474;0;0;0;0;0;0;0;0
194;1;1;1;3277.910066;3278.137780;3278.139025;799207;143286;143286;0;0;1792;1792;2292576;2292628;100.000;1854.366;1841.681;550.231;594.086;550.231;1.241;0.542;0.580;35.433;34.188;1.245;46.597;3.513;227.714;-1.422;2.058;2.448;0;0;0;0;0;0;0;0
195;1;1;1;3277.943318;3278.171078;3278.172696;799402;144392;144392;0;0;1805;1805;2310272;2310324;100.000;1430.570;1427.627;554.478;598.652;554.478;1.615;0.494;0.531;33.672;32.053;1.618;32.836;4.806;227.760;-1.084;0.035;2.297;0;0;0;0;0;0;0;0
196;1;1;1;3277.976105;3278.205717;3278.207199;800483;145043;145043;0;0;1814;1814;2320688;2320740;100.000;1575.816;1566.158;556.978;601.372;556.978;1.478;0.654;0.693;34.502;33.021;1.482;46.762;4.295;229.612;0.085;1.306;2.235;0;0;0;0;0;0;0;0
197;1;1;1;3278.010584;3278.237225;3278.238344;798336;145944;145944;0;0;1825;1825;2335104;2335156;100.000;2087.016;2086.471;560.437;605.101;560.437;1.116;0.492;0.528;31.145;30.026;1.119;47.203;3.593;226.641;-2.103;1.826;2.210;0;0;0;0;0;0;0;0
198;1;1;1;3278.043244;3278.271914;3278.273607;798454;146568;146568;0;0;1833;1833;2345088;2345140;100.000;1386.762;1384.673;562.834;607.693;562.834;1.690;0.592;0.629;35.263;33.570;1.694;37.132;4.803;228.669;-0.173;1.356;2.156;0;0;0;0;0;0;0;0
199;1;1;1;3278.076370;3278.303960;3278.305071;800770;147434;147434;0;0;1843;1843;2358944;2358996;100.000;2133.947;2123.947;566.159;611.263;566.159;1.107;0.505;0.543;31.463;30.353;1.111;48.848;3.530;227.590;-2.043;1.287;2.102;0;0;0;0;0;0;0;0
200;1;1;1;3278.109850;3278.336882;3278.338453;802378;148866;148866;0;0;1861;1861;2381856;2381908;100.000;1517.591;1516.451;571.658;617.203;571.658;1.567;0.462;0.500;33.382;31.812;1.571;31.816;4.705;227.032;-1.994;0.411;1.996;0;0;0;0;0;0;0;0
201;1;1;1;3278.142930;3278.380339;3278.382790;805285;150350;150350;0;0;1880;1880;2405600;2405652;100.000;986.772;981.804;577.356;623.366;577.356;2.448;0.731;0.769;44.337;41.887;2.450;31.380;5.526;237.409;9.009;10.124;2.504;0;0;0;0;0;0;0;0
202;1;1;1;3278.176247;3278.404998;3278.406581;803318;152012;152012;0;0;1901;1901;2432192;2432244;100.000;1539.597;1536.597;583.739;630.263;583.739;1.579;0.592;0.630;23.792;22.209;1.583;39.817;6.653;228.751;-0.533;8.674;2.890;0;0;0;0;0;0;0;0
203;1;1;1;3278.210220;3278.440709;3278.442061;802036;152816;152816;0;0;1911;1911;2445056;2445108;100.000;1815.996;1808.236;586.826;633.595;586.826;1.348;0.581;0.620;35.480;34.128;1.352;45.817;3.811;230.489;1.614;2.377;2.858;0;0;0;0;0;0;0;0
204;1;1;1;3278.242720;3278.476742;3278.478432;810228;152942;152942;0;0;1912;1912;2447072;2447124;100.000;1454.813;1448.521;587.310;634.103;587.310;1.683;0.612;0.651;36.371;34.681;1.689;38.549;4.645;234.022;4.651;2.700;2.848;0;0;0;0;0;0;0;0
205;1;1;1;3278.276445;3278.516635;3278.519801;808185;152382;152382;0;0;1905;1905;2438112;2438164;100.000;771.887;769.927;585.159;631.781;585.159;3.162;0.840;0.882;41.370;38.203;3.167;27.837;7.655;240.189;12.688;6.559;3.080;0;0;0;0;0;0;0;0
206;1;1;1;3278.309443;3278.541394;3278.542988;815223;150790;150790;0;0;1885;1885;2412640;2412692;100.000;1521.377;1513.833;579.046;625.178;579.046;1.578;0.610;0.649;23.186;21.592;1.594;40.717;6.874;231.950;2.540;8.574;3.423;0;0;0;0;0;0;0;0
207;1;1;1;3278.341825;3278.572565;3278.574159;799426;149044;149044;0;0;1864;1864;2384704;2384756;100.000;1500.468;1496.436;572.341;617.960;572.341;1.588;0.821;0.899;31.171;29.577;1.594;56.385;5.113;230.740;0.378;2.162;3.345;0;0;0;0;0;0;0;0
208;1;1;1;3278.377682;3278.610435;3278.611864;790320;147638;147638;0;0;1846;1846;2362208;2362260;100.000;1659.036;1652.518;566.942;612.120;566.942;1.426;0.570;0.608;37.706;36.276;1.429;42.502;3.791;232.752;4.751;4.537;3.419;0;0;0;0;0;0;0;0
209;1;1;1;3278.409266;3278.645168;3278.647539;795945;145656;145656;0;0;1821;1821;2330496;2330548;100.000;987.748;982.991;559.332;603.897;559.332;2.362;1.254;1.328;35.675;33.304;2.371;56.011;6.646;235.902;7.092;1.400;3.293;0;0;0;0;0;0;0;0
210;1;1;1;3278.442414;3278.674020;3278.675414;792891;144134;144134;0;0;1802;1802;2306144;2306196;100.000;1657.054;1653.935;553.487;597.588;553.487;1.390;0.582;0.620;27.875;26.481;1.394;44.450;5.002;231.606;1.634;4.482;3.367;0;0;0;0;0;0;0;0
211;1;1;1;3278.475942;3278.705034;3278.706617;797320;143206;143206;0;0;1791;1791;2291296;2291348;100.000;1453.954;1446.824;549.924;593.755;549.924;1.580;0.550;0.586;31.203;29.620;1.584;36.995;5.075;229.092;-0.496;2.319;3.302;0;0;0;0;0;0;0;0
212;1;1;1;3278.510614;3278.743340;3278.744738;805214;142122;142122;0;0;1777;1777;2273952;2274004;100.000;1632.195;1626.691;545.761;589.249;545.761;1.394;0.637;0.674;38.120;36.722;1.398;48.202;3.667;232.726;4.290;4.973;3.406;0;0;0;0;0;0;0;0
213;1;1;1;3278.542906;3278.777720;3278.780391;797126;141596;141596;0;0;1770;1770;2265536;2265588;100.000;849.483;848.208;543.741;587.058;543.741;2.667;0.797;0.844;35.653;32.982;2.671;31.582;7.492;234.813;6.610;1.047;3.259;0;0;0;0;0;0;0;0
214;1;1;1;3278.575738;3278.806123;3278.807441;803136;141814;141814;0;0;1773;1773;2269024;2269076;100.000;1726.429;1721.730;544.578;587.969;544.578;1.313;0.581;0.617;27.050;25.732;1.318;46.803;4.872;230.385;0.327;4.930;3.363;0;0;0;0;0;0;0;0
215;1;1;1;3278.609381;3278.840377;3278.841879;809297;143036;143036;0;0;1788;1788;2288576;2288628;100.000;1530.636;1523.160;549.271;593.028;549.271;1.499;0.521;0.557;34.439;32.936;1.503;37.076;4.363;230.996;1.432;0.921;3.210;0;0;0;0;0;0;0;0
216;1;1;1;3278.644513;3278.876328;3278.877379;808156;144130;144130;0;0;1802;1802;2306080;2306132;100.000;2197.861;2192.819;553.472;597.572;553.472;1.047;0.567;0.603;35.500;34.448;1.052;57.324;2.962;231.815;3.599;2.617;3.173;0;0;0;0;0;0;0;0
217;1;1;1;3278.676085;3278.912306;3278.914279;810355;146106;146106;0;0;1827;1827;2337696;2337748;100.000;1185.596;1185.129;561.060;605.772;561.060;1.969;0.791;0.829;36.900;34.927;1.973;42.039;5.346;236.222;7.165;2.645;3.140;0;0;0;0;0;0;0;0
218;1;1;1;3278.709183;3278.939801;3278.940867;810211;148782;148782;0;0;1860;1860;2380512;2380564;100.000;2237.080;2234.734;571.335;616.856;571.335;1.061;0.594;0.631;26.588;25.523;1.065;59.250;4.007;230.618;0.419;5.838;3.309;0;0;0;0;0;0;0;0
219;1;1;1;3278.743313;3278.974799;3278.976150;808645;150220;150220;0;0;1878;1878;2403520;2403572;100.000;1785.817;1778.350;576.857;622.818;576.857;1.348;0.642;0.680;35.284;33.932;1.352;50.288;3.831;231.485;2.370;1.664;3.206;0;0;0;0;0;0;0;0
220;1;1;1;3278.777118;3279.010698;3279.013347;810783;150188;150188;0;0;1878;1878;2403008;2403060;100.000;909.774;907.266;576.734;622.695;576.734;2.644;0.789;0.832;37.197;34.548;2.649;31.428;7.121;233.580;6.233;2.566;3.166;0;0;0;0;0;0;0;0
221;1;1;1;3278.809154;3279.038909;3279.040359;807088;149054;149054;0;0;1864;1864;2384864;2384916;100.000;1648.501;1644.076;572.380;617.998;572.380;1.446;0.787;0.835;27.012;25.562;1.451;57.596;5.370;229.755;-0.088;5.123;3.289;0;0;0;0;0;0;0;0
222;1;1;1;3278.842457;3279.072500;3279.074264;809369;147392;147392;0;0;1843;1843;2358272;2358324;100.000;1340.360;1336.869;565.998;611.102;565.998;1.761;0.545;0.584;33.905;32.141;1.764;33.080;5.203;230.042;0.483;0.258;3.099;0;0;0;0;0;0;0;0
223;1;1;1;3278.875870;3279.110753;3279.112186;795354;146064;146064;0;0;1826;1826;2337024;2337076;100.000;1631.558;1630.313;560.898;605.586;560.898;1.411;0.808;0.848;37.922;36.489;1.434;59.188;3.780;234.883;5.072;4.920;3.213;0;0;0;0;0;0;0;0
224;1;1;1;3278.910707;3279.138248;3279.140160;795455;144466;144466;0;0;1806;1806;2311456;2311508;100.000;1211.763;1208.750;554.762;598.960;554.762;1.909;0.722;0.763;27.974;26.062;1.912;39.914;6.836;227.541;-0.287;5.838;3.377;0;0;0;0;0;0;0;0
225;1;1;1;3278.942472;3279.171080;3279.172173;795720;143728;143728;0;0;1797;1797;2299648;2299700;100.000;2106.077;2103.533;551.928;595.906;551.928;1.090;0.453;0.489;32.013;30.919;1.093;44.721;3.415;228.608;-1.608;0.502;3.197;0;0;0;0;0;0;0;0
226;1;1;1;3278.976480;3279.210120;3279.211665;798723;142930;142930;0;0;1787;1787;2286880;2286932;100.000;1487.438;1480.603;548.864;592.597;548.864;1.540;0.631;0.670;39.492;37.948;1.545;43.401;3.911;233.641;4.551;5.707;3.354;0;0;0;0;0;0;0;0
227;1;1;1;3279.011412;3279.241810;3279.243264;807441;142948;142948;0;0;1787;1787;2287168;2287220;100.000;1586.733;1572.902;548.933;592.666;548.933;1.448;0.722;0.759;31.599;30.145;1.454;52.176;4.602;230.398;2.817;1.644;3.247;0;0;0;0;0;0;0;0
228;1;1;1;3279.043506;3279.273990;3279.275613;803316;143504;143504;0;0;1794;1794;2296064;2296116;100.000;1416.203;1414.703;551.068;594.972;551.068;1.617;0.756;0.795;32.349;30.726;1.623;48.956;5.017;230.484;1.833;1.153;3.116;0;0;0;0;0;0;0;0
229;1;1;1;3279.075555;3279.304584;3279.305996;809074;144280;144280;0;0;1804;1804;2308480;2308532;100.000;1637.814;1634.313;554.048;598.197;554.048;1.409;0.498;0.533;30.383;28.970;1.413;37.756;4.649;229.029;-1.118;2.740;3.093;0;0;0;0;0;0;0;0
230;1;1;1;3279.111078;3279.344088;3279.345464;808265;145334;145334;0;0;1817;1817;2325344;2325396;100.000;1700.565;1691.133;558.095;602.563;558.095;1.370;0.599;0.636;39.467;38.092;1.375;46.273;3.484;233.011;5.016;6.172;3.285;0;0;0;0;0;0;0;0
231;1;1;1;3279.143016;3279.375816;3279.378032;818848;147128;147128;0;0;1840;1840;2354048;2354100;100.000;1065.385;1062.216;564.984;610.015;564.984;2.211;0.748;0.786;32.568;30.352;2.216;35.469;6.805;232.799;4.251;1.606;3.180;0;0;0;0;0;0;0;0
232;1;1;1;3279.175174;3279.406523;3279.407694;820617;148796;148796;0;0;1860;1860;2380736;2380788;100.000;2036.097;2033.891;571.389;616.909;571.389;1.167;0.660;0.701;29.662;28.491;1.171;59.847;3.946;231.349;0.580;2.626;3.146;0;0;0;0;0;0;0;0
233;1;1;1;3279.209349;3279.437876;3279.439148;814146;150842;150842;0;0;1886;1886;2413472;2413524;100.000;1910.022;1898.397;579.246;625.403;579.246;1.268;0.499;0.536;31.454;30.183;1.271;42.136;4.042;228.527;-1.300;1.980;3.073;0;0;0;0;0;0;0;0
234;1;1;1;3279.243669;3279.476323;3279.477471;814852;152630;152630;0;0;1908;1908;2442080;2442132;100.000;2137.596;2127.890;586.112;632.807;586.112;1.144;0.638;0.680;38.323;37.175;1.148;59.210;2.995;232.654;3.690;5.113;3.200;0;0;0;0;0;0;0;0
235;1;1;1;3279.277172;3279.510211;3279.513138;815725;153174;153174;0;0;1915;1915;2450784;2450836;100.000;839.919;837.422;588.201;635.067;588.201;2.921;0.855;0.899;35.667;32.741;2.927;30.715;8.205;233.039;6.024;0.555;3.035;0;0;0;0;0;0;0;0
236;1;1;1;3279.308504;3279.538970;3279.540138;816078;152808;152808;0;0;1911;1911;2444928;2444980;100.000;2104.263;2092.492;586.795;633.564;586.795;1.165;0.639;0.679;27.000;25.832;1.168;58.134;4.328;230.465;-0.309;4.575;3.131;0;0;0;0;0;0;0;0
237;1;1;1;3279.342771;3279.571604;3279.573006;810868;151650;151650;0;0;1896;1896;2426400;2426452;100.000;1733.629;1731.215;582.348;628.750;582.348;1.398;0.529;0.567;32.868;31.466;1.402;40.440;4.264;228.833;-0.774;0.699;2.979;0;0;0;0;0;0;0;0
238;1;1;1;3279.377018;3279.612273;3279.614381;801907;149972;149972;0;0;1875;1875;2399552;2399604;100.000;1143.298;1138.613;575.905;621.792;575.905;2.103;0.748;0.789;41.375;39.267;2.107;37.457;5.094;235.255;7.267;7.336;3.252;0;0;0;0;0;0;0;0
239;1;1;1;3279.409503;3279.643993;3279.645513;799196;148264;148264;0;0;1854;1854;2372224;2372276;100.000;1571.905;1561.385;569.346;614.720;569.346;1.506;0.776;0.817;31.132;29.612;1.519;53.773;4.880;234.491;5.066;1.613;3.149;0;0;0;0;0;0;0;0
240;1;1;1;3279.441763;3279.674397;3279.676103;799621;146996;146996;0;0;1838;1838;2351936;2351988;100.000;1383.437;1378.422;564.477;609.459;564.477;1.702;0.664;0.701;30.590;28.884;1.706;41.105;5.578;232.634;2.323;2.930;3.135;0;0;0;0;0;0;0;0
241;1;1;1;3279.475870;3279.705837;3279.707115;808174;146062;146062;0;0;1826;1826;2336992;2337044;100.000;1828.964;1827.615;560.891;605.579;560.891;1.274;0.554;0.592;31.012;29.734;1.279;46.316;4.123;229.967;0.002;1.893;3.058;0;0;0;0;0;0;0;0
242;1;1;1;3279.510902;3279.743608;3279.745312;810609;145468;145468;0;0;1819;1819;2327488;2327540;100.000;1371.169;1365.707;558.610;603.126;558.610;1.700;0.610;0.647;38.197;36.493;1.704;37.961;4.462;232.706;4.865;4.438;3.144;0;0;0;0;0;0;0;0
243;1;1;1;3279.542825;3279.780514;3279.782057;809086;145086;145086;0;0;1814;1814;2321376;2321428;100.000;1510.556;1504.450;557.143;601.537;557.143;1.540;0.713;0.751;36.745;35.202;1.543;48.667;4.199;237.690;8.277;3.573;3.171;0;0;0;0;0;0;0;0
244;1;1;1;3279.575089;3279.805935;3279.807793;804105;145538;145538;0;0;1820;1820;2328608;2328660;100.000;1258.388;1253.816;558.878;603.420;558.878;1.853;0.605;0.643;25.735;23.878;1.857;34.609;7.217;230.846;0.679;7.912;3.467;0;0;0;0;0;0;0;0
245;1;1;1;3279.609136;3279.840137;3279.841471;810243;146056;146056;0;0;1826;1826;2336896;2336948;100.000;1752.532;1750.995;560.868;605.556;560.868;1.331;0.593;0.640;33.679;32.344;1.335;47.963;3.963;231.000;1.024;0.868;3.305;0;0;0;0;0;0;0;0
246;1;1;1;3279.643746;3279.877128;3279.878829;808451;146718;146718;0;0;1834;1834;2347488;2347540;100.000;1382.942;1379.986;563.410;608.293;563.410;1.697;0.607;0.647;37.358;35.657;1.701;38.007;4.554;233.383;5.049;3.658;3.327;0;0;0;0;0;0;0;0
247;1;1;1;3279.676688;3279.909712;3279.911387;818595;147758;147758;0;0;1847;1847;2364128;2364180;100.000;1422.547;1411.513;567.403;612.605;567.403;1.670;0.882;0.925;32.557;30.882;1.675;55.201;5.145;233.024;4.273;0.750;3.166;0;0;0;0;0;0;0;0
248;1;1;1;3279.708841;3279.937978;3279.939534;813416;149576;149576;0;0;1870;1870;2393216;2393268;100.000;1541.854;1537.973;574.384;620.149;574.384;1.552;0.570;0.609;28.147;26.591;1.556;39.126;5.528;229.137;-0.913;5.067;3.285;0;0;0;0;0;0;0;0
249;1;1;1;3279.742700;3279.973439;3279.974662;816251;151824;151824;0;0;1898;1898;2429184;2429236;100.000;1991.224;1986.980;583.017;629.467;583.017;1.218;0.568;0.608;35.128;33.905;1.223;49.693;3.480;230.739;0.881;2.128;3.212;0;0;0;0;0;0;0;0
250;1;1;1;3279.777465;3280.010087;3280.011332;820584;153370;153370;0;0;1918;1918;2453920;2453972;100.000;1990.325;1971.731;588.953;635.893;588.953;1.240;0.635;0.674;36.670;35.426;1.245;54.158;3.394;232.622;4.218;3.315;3.219;0;0;0;0;0;0;0;0
251;1;1;1;3279.809153;3280.045993;3280.048412;817535;153480;153480;0;0;1919;1919;2455680;2455732;100.000;1018.680;1015.038;589.376;636.340;589.376;2.414;0.747;0.793;37.081;34.661;2.419;32.781;6.525;236.840;7.965;2.573;3.178;0;0;0;0;0;0;0;0
252;1;1;1;3279.842483;3280.073505;3280.074751;812707;152446;152446;0;0;1906;1906;2439136;2439188;100.000;1964.673;1956.840;585.405;632.052;585.405;1.242;0.612;0.651;26.339;25.092;1.246;52.212;4.733;231.022;0.971;5.822;3.344;0;0;0;0;0;0;0;0
253;1;1;1;3279.875913;3280.105101;3280.106854;811017;150768;150768;0;0;1885;1885;2412288;2412340;100.000;1381.709;1376.154;578.962;625.094;578.962;1.749;0.539;0.577;32.103;30.350;1.753;32.932;5.460;229.188;-0.260;1.737;3.243;0;0;0;0;0;0;0;0
254;1;1;1;3279.911273;3280.143524;3280.144639;812416;148606;148606;0;0;1858;1858;2377696;2377748;100.000;2132.503;2131.330;570.660;616.131;570.660;1.112;0.604;0.642;37.785;36.670;1.116;57.524;2.953;232.250;4.192;5.089;3.359;0;0;0;0;0;0;0;0
255;1;1;1;3279.942722;3280.178588;3280.180673;815874;147150;147150;0;0;1840;1840;2354400;2354452;100.000;1131.471;1129.110;565.068;610.099;565.068;2.083;0.715;0.754;36.034;33.949;2.085;36.152;5.787;235.866;6.893;1.731;3.257;0;0;0;0;0;0;0;0
256;1;1;1;3279.975644;3280.205012;3280.206407;811813;146080;146080;0;0;1826;1826;2337280;2337332;100.000;1677.685;1675.682;560.960;605.648;560.960;1.381;0.855;0.923;25.734;24.339;1.395;66.173;5.420;229.369;-0.707;6.909;3.485;0;0;0;0;0;0;0;0
257;1;1;1;3280.009285;3280.238530;3280.240207;809323;145366;145366;0;0;1818;1818;2325856;2325908;100.000;1392.930;1386.769;558.218;602.710;558.218;1.674;0.530;0.569;33.800;32.122;1.677;33.896;4.962;229.245;-0.240;0.184;3.279;0;0;0;0;0;0;0;0
258;1;1;1;3280.044454;3280.278215;3280.280043;806066;145058;145058;0;0;1814;1814;2320928;2320980;100.000;1274.304;1269.289;557.035;601.429;557.035;1.824;0.793;0.835;39.837;38.008;1.829;45.656;4.590;233.761;6.263;6.352;3.471;0;0;0;0;0;0;0;0
259;1;1;1;3280.075965;3280.308650;3280.310728;803994;144584;144584;0;0;1808;1808;2313344;2313396;100.000;1115.826;1113.087;555.215;599.462;555.215;2.074;0.707;0.745;30.685;28.607;2.078;35.841;6.773;232.685;3.615;2.898;3.435;0;0;0;0;0;0;0;0
260;1;1;1;3280.108976;3280.338866;3280.339913;804675;144650;144650;0;0;1809;1809;2314400;2314452;100.000;2218.905;2209.617;555.468;599.740;555.468;1.043;0.590;0.627;29.185;28.137;1.047;59.849;3.589;229.890;-0.534;3.118;3.415;0;0;0;0;0;0;0;0
261;1;1;1;3280.142755;3280.369832;3280.370881;803023;143952;143952;0;0;1800;1800;2303232;2303284;100.000;2198.708;2194.619;552.788;596.840;552.788;1.046;0.475;0.511;30.968;29.919;1.050;48.708;3.389;227.077;-2.899;2.367;3.350;0;0;0;0;0;0;0;0
262;1;1;1;3280.177957;3280.411898;3280.414294;804900;144058;144058;0;0;1801;1801;2304928;2304980;100.000;963.663;962.233;553.195;597.271;553.195;2.391;0.753;0.790;43.412;41.017;2.395;32.960;5.518;233.942;7.180;8.733;3.686;0;0;0;0;0;0;0;0
263;1;1;1;3280.210248;3280.442457;3280.444206;801032;144662;144662;0;0;1809;1809;2314592;2314644;100.000;1327.756;1323.852;555.515;599.786;555.515;1.743;0.831;0.871;29.912;28.164;1.748;49.827;5.845;232.210;3.759;2.774;3.629;0;0;0;0;0;0;0;0
264;1;1;1;3280.242067;3280.473554;3280.475634;793638;145976;145976;0;0;1825;1825;2335616;2335668;100.000;1123.421;1123.079;560.560;605.224;560.560;2.076;0.641;0.679;31.428;29.348;2.080;32.650;6.617;231.487;1.853;2.237;3.542;0;0;0;0;0;0;0;0
265;1;1;1;3280.276547;3280.505071;3280.506322;801156;148478;148478;0;0;1856;1856;2375648;2375700;100.000;1911.609;1898.913;570.168;615.590;570.168;1.247;0.533;0.571;30.689;29.438;1.251;45.677;4.077;228.525;-0.791;1.816;3.434;0;0;0;0;0;0;0;0
266;1;1;1;3280.310256;3280.544743;3280.546358;804749;149922;149922;0;0;1875;1875;2398752;2398804;100.000;1490.114;1485.210;575.713;621.600;575.713;1.610;0.579;0.618;40.036;38.421;1.615;38.274;4.034;234.487;5.911;6.339;3.616;0;0;0;0;0;0;0;0
267;1;1;1;3280.343042;3280.577158;3280.579115;805449;150436;150436;0;0;1881;1881;2406976;2407028;100.000;1239.625;1229.701;577.687;623.721;577.687;1.952;0.797;0.838;32.757;30.800;1.957;42.830;5.976;234.116;5.335;0.919;3.447;0;0;0;0;0;0;0;0
268;1;1;1;3280.375005;3280.605299;3280.606844;805329;149636;149636;0;0;1871;1871;2394176;2394228;100.000;1553.913;1549.326;574.615;620.404;574.615;1.541;0.598;0.636;27.729;26.184;1.545;41.164;5.573;230.294;-0.269;5.192;3.556;0;0;0;0;0;0;0;0
269;1;1;1;3280.409185;3280.639239;3280.640654;805419;148420;148420;0;0;1856;1856;2374720;2374772;100.000;1688.355;1678.266;569.945;615.368;569.945;1.411;0.676;0.715;33.810;32.395;1.415;50.553;4.185;230.054;0.207;0.607;3.372;0;0;0;0;0;0;0;0
270;1;1;1;3280.444228;3280.677486;3280.678759;804474;146600;146600;0;0;1833;1833;2345600;2345652;100.000;1846.589;1842.970;562.956;607.816;562.956;1.269;0.613;0.655;38.104;36.832;1.273;51.447;3.340;233.258;4.978;4.913;3.468;0;0;0;0;0;0;0;0
271;1;1;1;3280.476333;3280.714512;3280.716805;796101;145088;145088;0;0;1814;1814;2321408;2321460;100.000;1018.048;1012.283;557.150;601.545;557.150;2.290;0.667;0.707;38.047;35.753;2.293;30.840;6.028;238.179;9.692;3.693;3.482;0;0;0;0;0;0;0;0
272;1;1;1;3280.508672;3280.739901;3280.741504;805073;144742;144742;0;0;1810;1810;2315872;2315924;100.000;1452.047;1444.177;555.822;600.118;555.822;1.589;0.723;0.768;24.699;23.095;1.604;47.911;6.493;231.229;1.057;7.945;3.761;0;0;0;0;0;0;0;0
273;1;1;1;3280.542611;3280.772385;3280.774107;797204;144320;144320;0;0;1804;1804;2309120;2309172;100.000;1343.712;1341.391;554.201;598.351;554.201;1.717;0.563;0.607;32.602;30.881;1.721;35.273;5.280;229.774;0.326;0.849;3.579;0;0;0;0;0;0;0;0
274;1;1;1;3280.577231;3280.812449;3280.814715;805139;144042;144042;0;0;1801;1801;2304672;2304724;100.000;1019.073;1017.303;553.134;597.210;553.134;2.262;0.739;0.776;40.608;38.343;2.266;34.239;5.579;235.219;7.601;6.731;3.776;0;0;0;0;0;0;0;0
275;1;1;1;3280.609500;3280.844553;3280.847174;808073;144130;144130;0;0;1802;1802;2306080;2306132;100.000;881.189;879.909;553.472;597.572;553.472;2.616;0.784;0.832;32.459;29.838;2.621;31.760;8.074;235.053;6.726;1.230;3.617;0;0;0;0;0;0;0;0
276;1;1;1;3280.642612;3280.873283;3280.874323;813584;144164;144164;0;0;1803;1803;2306624;2306676;100.000;2226.234;2218.377;553.602;597.727;553.602;1.036;0.571;0.607;27.149;26.109;1.040;58.422;3.830;230.671;0.542;4.603;3.679;0;0;0;0;0;0;0;0
277;1;1;1;3280.676367;3280.905694;3280.907378;812306;144334;144334;0;0;1805;1805;2309344;2309396;100.000;1373.505;1370.949;554.255;598.429;554.255;1.681;0.532;0.568;33.056;31.371;1.685;33.728;5.096;229.327;0.265;0.922;3.506;0;0;0;0;0;0;0;0
