frame_id;selected;tx_complete;current_skip;last_control_frame;temporal_control_ms;camera_send_timestamp;tx_start_timestamp;inter_departure_ms;tx_points;tx_packets;payload_bytes;reference_size_bytes;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;disk_io_ms;serialization_ms;tx_duration_ms;active_tx_ms;active_process_ms;total_residency_ms;node_efficiency_pct;reference_efficiency_pct;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;0;0.000;2913.753569;2913.755791;0.000;784142;9802;12546272;12546272;2277.324;2277.324;3011.115;3204.009;3011.115;2.823;2.221;5.509;1.297;10.554;10.554;99.995;78.951;1944;0;1944;61482;0
2;1;1;1;0;0.000;2913.787258;2913.790279;34.488;783406;9793;12534496;12534496;1918.926;1918.926;3008.289;3201.005;3008.289;3.188;3.021;6.532;2.044;12.741;12.741;99.998;76.291;1355;0;1355;42275;0
3;1;1;1;0;0.000;2913.822943;2913.825869;35.590;780200;9753;12483200;12483200;1659.980;1659.980;2995.978;3187.907;2995.978;5.540;2.926;7.520;2.086;15.986;15.986;99.999;81.697;497;0;497;15736;0
4;1;1;1;0;0.000;2913.855668;2913.859728;33.859;778467;9731;12455472;12455472;2029.473;2029.473;2989.323;3180.819;2989.323;4.931;4.060;6.137;2.013;15.128;15.129;99.997;73.161;1496;0;1496;46915;0
5;1;1;1;0;0.000;2913.887390;2913.890099;30.370;776427;9706;12422832;12422832;1494.170;1494.170;2981.489;3172.494;2981.489;3.320;2.709;8.314;2.257;14.343;14.344;99.998;81.113;0;0;0;0;0
6;1;1;1;0;0.000;2913.924054;2913.927122;37.023;774893;9687;12398288;12398288;1687.985;1687.985;2975.599;3166.229;2975.599;6.651;3.067;7.345;2.108;17.064;17.064;99.999;82.023;894;0;894;28374;0
7;1;1;1;0;0.000;2913.956094;2913.961312;34.190;775949;9700;12415184;12415184;1623.094;1623.094;2979.654;3170.540;2979.654;5.358;5.218;7.649;2.388;18.225;18.225;99.998;71.369;266;0;266;7476;0
8;1;1;1;0;0.000;2913.987345;2913.990057;28.745;775463;9694;12407408;12407408;1203.685;1203.685;2977.788;3168.556;2977.788;3.276;2.712;10.308;2.910;16.295;16.296;99.998;83.356;179;0;179;5370;0
9;1;1;1;0;0.000;2914.020690;2914.023007;32.951;775698;9697;12411168;12411168;1123.529;1123.529;2978.690;3169.517;2978.690;3.287;2.317;11.047;2.940;16.651;16.651;99.999;86.082;1163;0;1163;35914;0
10;1;1;1;0;0.000;2914.053985;2914.057994;34.986;778020;9726;12448320;12448320;1250.624;1250.624;2987.606;3179.004;2987.606;3.248;4.009;9.954;2.779;17.211;17.211;99.998;76.705;0;0;0;0;0
11;1;1;1;0;0.000;2914.088126;2914.092355;34.361;778554;9732;12456864;12456864;1203.863;1203.863;2989.657;3181.173;2989.657;4.057;4.229;10.347;2.950;18.633;18.633;99.999;77.305;260;0;260;7312;0
12;1;1;1;0;0.000;2914.122083;2914.126040;33.685;779986;9750;12479776;12479776;1147.619;1147.619;2995.156;3187.026;2995.156;4.681;3.957;10.875;3.259;19.512;19.512;100.000;79.721;1333;0;1333;42376;0
13;1;1;1;0;0.000;2914.154165;2914.156798;30.758;780926;9762;12494816;12494816;1096.197;1096.197;2998.765;3190.872;2998.765;3.429;2.633;11.398;2.930;17.461;17.461;99.997;84.917;1674;0;1674;52398;0
14;1;1;1;0;0.000;2914.187358;2914.190097;33.299;782770;9785;12524320;12524320;1039.592;1039.592;3005.846;3198.406;3005.846;3.289;2.739;12.047;3.450;18.075;18.076;99.999;84.846;1091;0;1091;34744;0
15;1;1;1;0;0.000;2914.220652;2914.223000;32.903;784474;9806;12551584;12551584;1077.914;1077.914;3012.390;3205.362;3012.390;3.250;2.348;11.644;3.042;17.241;17.242;99.998;86.383;1642;0;1642;51896;0
16;1;1;1;0;0.000;2914.254262;2914.257283;34.283;785193;9815;12563088;12563088;1064.982;1064.982;3015.151;3208.300;3015.151;3.526;3.020;11.797;3.473;18.343;18.343;99.999;83.533;1688;0;1688;53782;0
17;1;1;1;0;0.000;2914.287254;2914.290051;32.769;782720;9784;12523520;12523520;1078.088;1078.088;3005.654;3198.194;3005.654;3.185;2.797;11.616;3.092;17.599;17.599;99.998;84.103;1186;0;1186;37728;0
18;1;1;1;0;0.000;2914.321827;2914.324566;34.514;781613;9771;12505808;12505808;1043.365;1043.365;3001.404;3193.687;3001.404;4.378;2.738;11.986;3.463;19.102;19.103;99.997;85.662;1738;0;1738;54881;0
19;1;1;1;0;0.000;2914.353445;2914.355833;31.268;780006;9751;12480096;12480096;1149.521;1149.521;2995.233;3187.123;2995.233;2.710;2.387;10.857;2.924;15.954;15.955;99.995;85.034;2635;0;2635;84005;0
20;1;1;1;0;0.000;2914.387338;2914.390800;34.967;780302;9754;12484832;12484832;1150.566;1150.566;2996.369;3188.318;2996.369;3.269;3.462;10.851;3.135;17.582;17.582;99.998;80.308;443;0;443;14020;0
21;1;1;1;0;0.000;2914.421486;2914.425768;34.968;779066;9739;12465056;12465056;1146.854;1146.854;2991.623;3183.277;2991.623;4.082;4.282;10.869;3.174;19.233;19.233;100.000;77.738;1158;0;1158;36426;0
22;1;1;1;0;0.000;2914.455708;2914.459989;34.221;778280;9729;12452480;12452480;1227.118;1227.118;2988.605;3180.062;2988.605;4.972;4.281;10.148;2.951;19.401;19.401;100.000;77.933;525;0;525;15653;0
23;1;1;1;0;0.000;2914.487937;2914.492004;32.014;778907;9737;12462512;12462512;1103.596;1103.596;2991.012;3182.627;2991.012;3.868;4.067;11.293;3.124;19.227;19.228;100.000;78.849;1097;0;1097;34345;0
24;1;1;1;0;0.000;2914.520520;2914.522953;30.949;779289;9742;12468624;12468624;1051.397;1051.397;2992.479;3184.192;2992.479;3.117;2.433;11.859;3.405;17.409;17.410;99.999;86.022;1340;0;1340;42232;0
25;1;1;1;0;0.000;2914.553633;2914.556026;33.073;779739;9747;12475824;12475824;1147.131;1147.131;2994.207;3186.019;2994.207;2.897;2.393;10.876;2.861;16.166;16.167;99.998;85.193;1605;0;1605;50684;0
26;1;1;1;0;0.000;2914.587163;2914.590828;34.802;779364;9743;12469824;12469824;1158.569;1158.569;2992.767;3184.500;2992.767;3.094;3.665;10.763;3.217;17.522;17.522;99.999;79.083;902;0;902;28320;0
27;1;1;1;0;0.000;2914.622545;2914.626883;36.055;780025;9751;12480400;12480400;1203.560;1203.560;2995.306;3187.196;2995.306;5.142;4.338;10.370;3.115;19.849;19.850;99.997;78.145;493;0;493;15560;0
28;1;1;1;0;0.000;2914.654921;2914.658808;31.925;780373;9755;12485968;12485968;1162.355;1162.355;2996.642;3188.611;2996.642;4.185;3.887;10.742;3.136;18.814;18.815;99.998;79.338;1938;0;1938;61891;0
29;1;1;1;0;0.000;2914.687225;2914.690241;31.433;781651;9771;12506416;12506416;1110.820;1110.820;3001.549;3193.833;3001.549;3.155;3.016;11.259;3.232;17.430;17.430;99.996;82.696;755;0;755;23425;0
30;1;1;1;0;0.000;2914.720446;2914.722902;32.661;781375;9768;12502000;12502000;1033.125;1033.125;3000.490;3192.714;3000.490;3.043;2.456;12.101;3.407;17.601;17.601;99.999;86.045;1709;0;1709;53800;0
31;1;1;1;0;0.000;2914.753838;2914.756291;33.389;784392;9805;12550272;12550272;1089.920;1089.920;3012.075;3205.028;3012.075;3.101;2.453;11.515;3.002;17.069;17.070;99.997;85.624;1609;0;1609;50785;0
