frame_id;rx_complete;tx_complete;current_skip;event;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;codec_exit_time;node_exit_timestamp;original_points;rx_points;processed_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;conversion_ms;geometry_aggregation_ms;max_r_ms;projection_ms;codec_write_ms;active_tx_ms;active_process_ms;reference_process_ms;total_processing_ms;total_residency_ms;reference_residency_ms;node_efficiency_pct;reference_efficiency_pct;gpu_transfer_ms;gpu_kernel_ms;gpu_packing_ms;gpu_copyback_ms;host_overhead_ms;camera_node_ms;e2e_latency_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;reference_jitter_ms;raw_queue_ms;render_queue_ms;workload_ewma_ms;workload_ratio;frame_backlog;codec_backlog;encode_service_ms;encode_h265_ms;mse_y;psnr_y;ssim_y;mpeg_bytes_generated;ffmpeg_write_calls;ffmpeg_write_eagain;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;WARMUP;0.000;0.000;1.000;2721.266847;2721.269104;2721.322029;2721.354207;784142;784142;784142;9802;108;12546272;12546312;100.000;1004.306;1004.306;34.132;37.480;3011.115;10.913;4.263;2.210;26.449;7.016;0.003;50.851;44.378;72.610;85.103;52.924;59.753;83.852;2.545;0.936;0.506;1.741;20.720;2.258;87.360;85.103;0.000;0.000;0.000;0.000;0.015;0.478;32.937;0.988;1;1;38.689;38.691;nan;nan;nan;142128;1;0;0;0;0;0;0
2;1;1;1;WARMUP;0.000;0.000;1.000;2721.299910;2721.302247;2721.371084;2721.433341;783406;783406;783406;9793;22;12534496;12534536;100.000;1021.078;1021.078;6.924;7.590;3008.289;10.701;4.303;2.247;5.609;44.046;0.003;66.906;60.356;118.818;131.094;68.837;51.037;87.680;2.525;0.899;0.506;1.646;0.033;2.337;133.431;130.903;33.142;0.191;0.012;0.191;0.036;0.318;27.745;0.832;0;2;68.215;68.217;nan;nan;nan;28764;1;0;0;0;0;0;0
3;1;1;1;WARMUP;0.000;0.000;1.000;2721.333117;2721.336096;2721.411643;2721.465419;780200;780200;780200;9753;18;12483200;12483240;100.000;1782.271;1782.271;5.526;6.066;2995.978;5.159;4.158;2.195;4.235;40.558;0.002;56.304;49.951;122.318;129.322;75.547;43.537;66.119;1.385;0.924;0.506;1.394;0.026;2.979;132.301;129.648;33.850;0.516;0.043;0.516;0.005;17.392;23.457;0.704;0;3;62.251;62.252;nan;nan;nan;22936;1;0;0;0;0;0;0
4;1;1;1;WARMUP;0.000;0.000;1.000;2721.368457;2721.372693;2721.442477;2721.507473;778467;778467;778467;9731;18;12455472;12455512;100.000;1274.429;1274.429;5.436;5.976;2989.323;4.073;4.847;2.202;5.346;30.832;0.001;47.299;40.250;125.007;134.781;69.785;35.093;57.678;2.429;0.904;0.512;1.472;0.029;4.236;139.017;138.369;36.596;3.263;0.245;3.263;0.002;16.782;20.693;0.621;0;3;53.768;53.770;nan;nan;nan;22560;1;0;0;0;0;0;0
5;1;1;1;WARMUP;0.000;0.000;1.000;2721.400785;2721.404152;2721.485322;2721.543435;776427;776427;776427;9706;17;12422832;12422872;100.000;1514.640;1514.640;5.345;5.855;2981.489;3.547;5.951;2.639;4.869;42.843;0.002;59.849;51.259;131.081;139.283;81.170;42.969;63.150;1.977;0.909;0.512;1.442;0.028;3.367;142.650;140.997;31.459;1.874;0.347;1.874;0.003;16.662;13.467;0.404;0;3;64.990;64.992;nan;nan;nan;22184;1;0;0;0;0;0;0
6;1;1;1;IDLE;0.000;0.000;1.000;2721.433254;2721.436180;2721.522102;2721.578845;774893;774893;774893;9687;19;12398288;12398328;100.000;1324.064;1324.064;5.887;6.458;2975.599;3.606;5.715;2.422;4.858;36.779;0.002;53.380;45.244;133.301;142.665;85.923;37.416;52.656;1.986;0.897;0.516;1.429;0.030;2.926;145.591;143.074;32.028;1.305;0.406;1.305;0.003;26.780;13.351;0.401;0;3;58.105;58.108;nan;nan;nan;24440;1;0;0;0;0;0;0
7;1;1;1;IDLE;0.000;0.000;1.000;2721.466716;2721.469511;2721.551570;2721.613469;775949;775949;775949;9700;19;12415184;12415224;100.000;1351.877;1351.877;5.932;6.504;2979.654;3.858;5.147;2.520;6.315;29.466;0.001;47.306;39.639;134.774;143.957;82.058;32.861;48.306;3.319;0.895;0.524;1.535;0.042;2.795;146.753;144.364;33.332;0.002;0.381;0.002;0.002;29.423;13.510;0.405;0;3;56.738;56.740;nan;nan;nan;24628;1;0;0;0;0;0;0
8;1;1;1;IDLE;0.000;0.000;1.000;2721.499983;2721.503157;2721.590492;2721.613503;775463;775463;775463;9694;20;12407408;12407448;100.000;1632.610;1632.610;6.338;6.941;2977.788;3.536;4.236;2.212;4.757;38.921;0.000;53.662;47.214;102.746;110.346;87.335;48.631;54.061;1.867;0.904;0.513;1.446;0.027;3.174;113.520;111.065;33.646;0.312;0.377;0.312;0.002;29.606;12.936;0.388;0;3;61.895;61.896;nan;nan;nan;26320;1;0;0;0;0;0;0
9;1;1;1;IDLE;0.000;0.000;1.000;2721.533899;2721.537670;2721.625325;2721.680628;775698;775698;775698;9697;20;12411168;12411208;100.000;1554.467;1554.467;6.293;6.896;2978.690;4.191;4.884;2.291;7.487;34.832;0.002;53.685;46.510;134.974;142.958;87.655;37.553;53.060;4.547;0.910;0.514;1.478;0.038;3.770;146.729;144.857;34.513;1.180;0.427;1.180;0.002;30.173;13.369;0.401;0;3;55.372;55.373;nan;nan;nan;26132;1;0;0;0;0;0;0
10;1;1;1;IDLE;0.000;0.000;1.000;2721.567542;2721.571210;2721.652513;2721.714714;778020;778020;778020;9726;20;12448320;12448360;100.000;1632.183;1632.183;6.112;6.715;2987.606;5.456;4.263;2.219;5.179;27.187;0.001;44.304;37.822;135.877;143.504;81.303;30.873;46.520;2.416;0.842;0.477;1.412;0.031;3.668;147.172;145.610;33.540;0.207;0.413;0.207;0.043;34.784;12.944;0.388;0;3;55.299;55.300;nan;nan;nan;25380;1;0;0;0;0;0;0
11;1;1;1;IDLE;0.000;0.000;1.000;2721.600871;2721.604203;2721.692257;2721.747131;778554;778554;778554;9732;19;12456864;12456904;100.000;1345.705;1345.705;5.796;6.368;2989.657;6.688;4.292;2.241;4.903;39.743;0.001;57.866;51.334;133.670;142.927;88.054;40.487;58.299;1.916;0.836;0.486;1.633;0.031;3.333;146.260;144.693;32.993;0.340;0.409;0.340;0.049;27.568;12.569;0.377;0;3;62.197;62.198;nan;nan;nan;24064;1;0;0;0;0;0;0
