frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;geometry_aggregation_ms;max_r_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;3107.256263;3107.258568;3107.272240;784142;784142;784142;9802;9802;12546272;12546312;100.000;1393.780;1393.780;3011.115;3382.797;3011.115;13.656;0.746;9.484;5.625;2.635;13.672;0.000;13.672;69.371;100.000;2.305;13.672;0.000;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;3107.289922;3107.293599;3107.307408;783406;783406;783406;9793;9793;12534496;12534536;100.000;1365.870;1365.870;3008.289;3379.630;3008.289;13.793;0.761;9.410;5.576;2.599;35.168;21.359;13.809;68.141;39.266;3.677;15.507;35.031;1.698;0.106;0;0;0;0;0;0;0;0
3;1;1;1;3107.323620;3107.328594;3107.344311;780200;780200;780200;9753;9753;12483200;12483240;100.000;1133.632;1133.632;2995.978;3365.802;2995.978;15.700;1.184;10.056;5.658;2.649;36.903;21.186;15.716;63.982;42.588;4.975;19.076;34.995;1.662;0.203;0;0;0;0;0;0;0;0
4;1;1;1;3107.359077;3107.363699;3107.378484;778467;778467;778467;9731;9731;12455472;12455512;100.000;1257.231;1257.231;2989.323;3358.313;2989.323;14.767;1.143;10.116;5.848;2.610;34.173;19.388;14.785;68.421;43.264;4.622;19.916;35.105;1.771;0.301;0;0;0;0;0;0;0;0
5;1;1;1;3107.390764;3107.394374;3107.409779;776427;776427;776427;9706;9706;12422832;12422872;100.000;1173.011;1173.011;2981.489;3349.531;2981.489;15.389;0.946;9.851;5.653;2.720;31.296;15.890;15.405;63.945;49.225;3.610;17.878;30.675;2.658;0.449;0;0;0;0;0;0;0;0
6;1;1;1;3107.424831;3107.429571;3107.445182;774893;774893;774893;9687;9687;12398288;12398328;100.000;1125.787;1125.787;2975.599;3342.920;2975.599;15.594;1.623;10.393;5.595;2.605;35.403;19.792;15.611;66.578;44.096;4.740;19.947;35.197;1.864;0.537;0;0;0;0;0;0;0;0
7;1;1;1;3107.457623;3107.463561;3107.478722;775949;775949;775949;9700;9700;12415184;12415224;100.000;1187.152;1187.152;2979.654;3347.468;2979.654;15.143;0.933;9.779;5.638;2.638;33.540;18.379;15.161;64.502;45.202;5.938;20.154;33.990;0.657;0.545;0;0;0;0;0;0;0;0
8;1;1;1;3107.490032;3107.494230;3107.513300;775463;775463;775463;9694;9694;12407408;12407448;100.000;867.173;867.173;2977.788;3345.374;2977.788;19.004;1.643;11.409;6.369;2.645;34.579;15.508;19.070;59.825;55.151;4.198;21.399;30.669;2.665;0.677;0;0;0;0;0;0;0;0
9;1;1;1;3107.523326;3107.526324;3107.546523;775698;775698;775698;9697;9697;12411168;12411208;100.000;804.223;804.223;2978.690;3346.391;2978.690;20.183;2.027;12.109;6.656;2.654;33.223;13.023;20.200;59.945;60.800;2.997;21.289;32.094;1.240;0.712;0;0;0;0;0;0;0;0
10;1;1;1;3107.556806;3107.559754;3107.580044;778020;778020;778020;9726;9726;12448320;12448360;100.000;802.718;802.718;2987.606;3356.407;2987.606;20.273;1.467;11.731;6.730;2.665;33.521;13.231;20.290;57.818;60.530;2.948;21.476;33.430;0.097;0.674;0;0;0;0;0;0;0;0
11;1;1;1;3107.590084;3107.593186;3107.613812;778554;778554;778554;9732;9732;12456864;12456904;100.000;782.288;782.288;2989.657;3358.685;2989.657;20.609;1.607;11.802;6.742;2.626;33.768;13.142;20.625;57.222;61.080;3.102;21.910;33.432;0.099;0.638;0;0;0;0;0;0;0;0
12;1;1;1;3107.624270;3107.627845;3107.647510;779986;779986;779986;9750;9750;12479776;12479816;100.000;842.380;842.380;2995.156;3364.866;2995.156;19.639;2.007;11.782;6.302;2.697;33.698;14.034;19.665;59.916;58.355;3.575;22.275;34.659;1.326;0.681;0;0;0;0;0;0;0;0
13;1;1;1;3107.657162;3107.662562;3107.681589;780926;780926;780926;9762;9762;12494816;12494856;100.000;882.851;882.851;2998.765;3368.931;2998.765;19.002;1.633;11.685;6.582;2.705;34.079;15.052;19.027;61.413;55.833;5.399;23.021;34.716;1.383;0.725;0;0;0;0;0;0;0;0
