frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;3366.725032;3366.927596;3366.929761;784142;146318;146318;1829;1829;2341088;2341140;100.000;1083.434;1083.434;561.874;603.123;561.874;2.162;0.966;1.012;2.165;0.000;2.165;46.767;100.000;202.564;2.165;0.000;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;3366.758706;3366.960699;3366.961954;783406;144182;144182;1803;1803;2306912;2306964;100.000;1843.098;1843.098;553.671;594.335;553.671;1.250;0.585;0.635;32.193;30.938;1.255;50.604;3.898;201.993;1.025;33.103;0.230;0.014;0;0;0;0;0;0;0;0
3;1;1;1;3366.791888;3366.995225;3367.020908;780200;141754;141754;1772;1772;2268064;2268116;100.000;88.346;88.346;544.348;584.312;544.348;25.678;1.111;1.156;58.954;33.271;25.682;4.503;43.563;203.338;26.645;34.526;1.193;0.088;0;0;0;0;0;0;0;0
4;1;1;1;3366.826496;3367.024279;3367.025527;778467;139430;139430;1743;1743;2230880;2230932;100.000;1796.003;1796.003;535.424;574.733;535.424;1.243;0.768;0.816;4.619;3.372;1.247;65.383;27.005;197.784;-2.069;29.054;4.279;0.350;0;0;0;0;0;0;0;0
5;1;1;1;3366.859097;3367.068966;3367.083931;776427;137802;137802;1723;1723;2204832;2204884;100.000;147.488;147.488;529.172;568.031;529.172;14.962;1.018;13.956;58.405;43.439;14.965;93.259;25.623;209.869;23.002;44.687;11.353;1.038;0;0;0;0;0;0;0;0
6;1;1;1;3366.892011;3367.098632;3367.123940;774893;137230;137230;1716;1716;2195680;2195732;100.000;86.934;86.934;526.976;565.676;526.976;25.304;24.499;24.544;40.009;14.701;25.308;96.980;63.256;206.621;29.677;29.666;3.667;1.202;0;0;0;0;0;0;0;0
7;1;1;1;3366.925117;3367.126711;3367.127974;775949;137590;137590;1720;1720;2201440;2201492;100.000;1752.963;1752.963;528.358;567.149;528.358;1.258;0.560;0.639;4.034;2.772;1.263;50.571;31.302;201.594;0.378;28.080;5.254;1.455;0;0;0;0;0;0;0;0
8;1;1;1;3366.959173;3367.165921;3367.168618;775463;137746;137746;1722;1722;2203936;2203988;100.000;822.725;822.725;528.957;567.793;528.957;2.693;1.128;1.167;40.644;37.947;2.697;43.264;6.636;206.748;7.689;39.210;5.876;1.732;0;0;0;0;0;0;0;0
9;1;1;1;3366.992421;3367.198927;3367.223905;775698;138024;138024;1726;1726;2208384;2208436;100.000;88.488;88.488;530.025;568.951;530.025;24.904;1.292;1.338;55.287;30.308;24.979;5.357;45.180;206.505;29.643;33.005;0.328;1.644;0;0;0;0;0;0;0;0
10;1;1;1;3367.025946;3367.228300;3367.229734;778020;138278;138278;1729;1729;2212448;2212500;100.000;1544.136;1544.136;531.000;569.994;531.000;1.428;0.688;0.736;5.828;4.395;1.433;51.341;24.589;202.355;2.138;29.374;3.959;1.789;0;0;0;0;0;0;0;0
