frame_id;status;current_skip;event;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;clock_offset_ms;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;data_integrity_pct;internal_throughput_mbs;network_bitrate_mbps;conversion_ms;projection_ms;tx_duration_ms;active_process_ms;total_processing_ms;total_residency_ms;node_efficiency_pct;gpu_transfer_ms;gpu_kernel_ms;gpu_packing_ms;gpu_copyback_ms;host_overhead_ms;camera_to_node_latency_ms;end_to_end_latency_ms;schedule_delay_ms;network_jitter_ms;wait_raw_queue_ms;wait_render_queue_ms;encode_h265_ms;mpeg_bytes_generated;tx_retries;mbuf_starvation
279;1;1;Idle;0.000;0.000;1.000;29635.248733;29635.249223;29635.294788;0.465;824803;824803;824803;10311;25;13196888;100.00;814.802;3167.253;8.022;16.265;13.085;37.371;37.371;45.565;82.017;9.954;1.640;0.728;1.400;2.542;0.026;45.591;25098.584;93.718;0.001;0.018;278.901;30832;0;0
280;1;1;Idle;0.000;0.000;1.000;29635.385872;29635.386366;29635.434139;0.465;813944;813944;813944;10175;23;13023144;100.00;801.871;3125.555;7.905;15.853;15.657;39.415;39.415;47.773;82.504;9.564;1.640;0.731;1.406;2.512;0.030;47.803;25204.602;103.810;0.002;0.021;242.522;29892;0;0
281;1;1;Idle;0.000;0.000;1.000;29635.512637;29635.513125;29635.558019;0.465;815307;815307;815307;10192;24;13044952;100.00;813.196;3130.788;7.850;16.011;12.821;36.682;36.682;44.894;81.708;9.736;1.641;0.729;1.394;2.511;0.023;44.917;25295.148;93.426;0.002;0.018;256.600;30644;0;0
282;1;1;Idle;0.000;0.000;1.000;29635.613091;29635.613570;29635.658535;0.465;816329;816329;816329;10205;22;13061304;100.00;814.788;3134.713;7.920;16.143;12.774;36.837;36.837;44.966;81.922;9.865;1.634;0.735;1.390;2.518;0.014;44.979;25362.331;67.111;0.002;0.017;291.034;27636;0;0
283;1;1;Idle;0.000;0.000;1.000;29635.760763;29635.761259;29635.799384;0.465;813249;813249;813249;10166;22;13012024;100.00;811.500;3122.886;7.899;15.849;6.221;29.969;29.969;38.125;78.606;9.575;1.637;0.733;1.403;2.501;0.031;38.156;25469.847;114.356;0.002;0.019;267.337;27824;0;0
284;1;1;Idle;0.000;0.000;1.000;29635.889433;29635.889921;29635.934349;0.465;809333;809333;809333;10117;22;12949368;100.00;813.314;3107.848;7.836;15.896;12.576;36.308;36.308;44.428;81.724;9.638;1.630;0.734;1.404;2.490;0.023;44.451;25571.478;95.329;0.002;0.032;264.256;28200;0;0
285;1;1;Idle;0.000;0.000;1.000;29636.012322;29636.012806;29636.058006;0.465;815482;815482;815482;10194;23;13047752;100.00;812.042;3131.460;7.933;16.213;12.898;37.044;37.044;45.200;81.956;9.884;1.631;0.735;1.407;2.556;0.019;45.219;25661.801;89.552;0.002;0.019;281.301;29140;0;0
286;1;1;Idle;0.000;0.000;1.000;29636.144937;29636.145429;29636.183588;0.465;814633;814633;814633;10183;104;13034168;100.00;813.563;3128.200;7.902;15.791;6.327;30.020;30.020;38.159;78.670;9.512;1.632;0.731;1.406;2.509;0.027;38.186;25754.050;99.290;0.002;0.018;278.921;136488;0;0
287;1;1;Idle;0.000;0.000;1.000;29636.278591;29636.279077;29636.323978;0.465;814941;814941;814941;10187;22;13039096;100.00;811.293;3129.383;7.876;15.955;12.854;36.686;36.686;44.901;81.704;9.687;1.628;0.725;1.400;2.515;0.021;44.922;25861.107;100.315;0.002;0.017;272.271;28576;0;0
288;1;1;Idle;0.000;0.000;1.000;29636.407861;29636.408355;29636.453669;0.465;818847;818847;818847;10236;19;13101592;100.00;807.194;3144.382;7.960;16.198;12.865;37.023;37.023;45.314;81.704;9.898;1.628;0.737;1.402;2.533;0.030;45.344;25957.465;95.945;0.002;0.018;244.822;23312;0;0
289;1;1;Idle;0.000;0.000;1.000;29636.542154;29636.542639;29636.580967;0.465;824052;824052;824052;10301;17;13184872;100.00;813.394;3164.369;8.011;15.988;6.109;30.109;30.109;38.328;78.556;9.671;1.638;0.738;1.402;2.539;0.020;38.348;26051.429;100.950;0.002;0.018;262.764;21244;0;0
290;1;1;Idle;0.000;0.000;1.000;29636.637193;29636.637686;29636.683162;0.465;835458;835458;835458;10444;20;13367368;100.00;813.475;3208.168;8.131;16.370;12.654;37.154;37.154;45.476;81.702;10.006;1.653;0.736;1.386;2.590;0.029;45.505;26120.291;61.714;0.002;0.018;292.531;25944;0;0
291;1;1;Idle;0.000;0.000;1.000;29636.789601;29636.790092;29636.835128;0.465;819605;819605;819605;10246;22;13113720;100.00;812.832;3147.293;7.940;16.247;12.636;36.822;36.822;45.036;81.762;9.937;1.642;0.737;1.405;2.525;0.027;45.063;26238.924;119.073;0.002;0.019;262.747;26884;0;0
292;1;1;Idle;0.000;0.000;1.000;29636.921446;29636.921926;29636.960619;0.465;827799;827799;827799;10348;21;13244824;100.00;810.766;3178.758;8.028;16.003;6.335;30.365;30.365;38.693;78.477;9.680;1.652;0.725;1.403;2.543;0.016;38.709;26331.082;98.500;0.002;0.018;263.220;26884;0;0
293;1;1;Idle;0.000;0.000;1.000;29637.036826;29637.037319;29637.082775;0.465;830771;830771;830771;10385;22;13292376;100.00;814.391;3190.170;8.072;16.266;12.848;37.186;37.186;45.455;81.808;9.927;1.653;0.737;1.401;2.548;0.029;45.484;26419.904;82.060;0.002;0.017;267.593;28764;0;0
294;1;1;Idle;0.000;0.000;1.000;29637.168433;29637.168925;29637.215039;0.465;835004;835004;835004;10438;24;13360104;100.00;805.683;3206.425;8.094;16.585;12.926;37.606;37.606;46.113;81.550;10.166;1.656;0.729;1.398;2.636;0.027;46.141;26518.834;98.273;0.002;0.018;268.825;29892;0;0
295;1;1;Idle;0.000;0.000;1.000;29637.296648;29637.297138;29637.335094;0.465;814967;814967;814967;10188;23;13039512;100.00;814.655;3129.483;7.902;15.851;6.077;29.829;29.829;37.956;78.590;9.553;1.641;0.740;1.404;2.513;0.025;37.981;26605.556;94.879;0.002;0.020;270.399;29704;0;0
296;1;1;Idle;0.000;0.000;1.000;29637.423090;29637.423581;29637.468483;0.465;818656;818656;818656;10234;23;13098536;100.00;814.638;3143.649;7.976;16.029;12.774;36.779;36.779;44.902;81.910;9.723;1.644;0.735;1.402;2.526;0.026;44.928;26705.611;93.109;0.002;0.018;236.828;29516;0;0
297;1;1;Idle;0.000;0.000;1.000;29637.551116;29637.551608;29637.596940;0.465;819807;819807;819807;10248;23;13116952;100.00;814.753;3148.068;7.991;16.204;13.008;37.203;37.203;45.332;82.068;9.911;1.647;0.734;1.390;2.522;0.028;45.359;26800.735;94.694;0.002;0.018;266.423;28576;0;0
298;1;1;Idle;0.000;0.000;1.000;29637.651291;29637.651778;29637.690066;0.465;814766;814766;814766;10185;22;13036296;100.00;812.857;3128.711;7.849;15.781;6.450;30.080;30.080;38.288;78.562;9.509;1.636;0.735;1.390;2.510;0.022;38.310;26860.528;66.837;0.002;0.018;300.788;27824;0;0
299;1;1;Idle;0.000;0.000;1.000;29637.802939;29637.803429;29637.847898;0.465;809259;809259;809259;10116;23;12948184;100.00;813.554;3107.564;7.814;15.939;12.595;36.348;36.348;44.469;81.739;9.682;1.629;0.738;1.399;2.490;0.025;44.494;26985.027;118.318;0.002;0.017;153.434;29140;0;0
300;1;1;Idle;0.000;0.000;1.000;29637.932563;29637.933046;29637.981884;0.465;812212;812212;812212;10153;22;12995432;100.00;820.508;3118.904;7.970;16.358;16.620;40.948;40.948;48.837;83.846;10.040;1.630;0.737;1.390;2.560;0.018;48.856;27085.679;96.284;0.002;0.019;35.635;28576;0;0
