frame_id;status;current_skip;event;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;clock_offset_ms;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;data_integrity_pct;internal_throughput_mbs;network_bitrate_mbps;conversion_ms;projection_ms;tx_duration_ms;active_process_ms;total_processing_ms;total_residency_ms;node_efficiency_pct;gpu_transfer_ms;gpu_kernel_ms;gpu_packing_ms;gpu_copyback_ms;host_overhead_ms;camera_to_node_latency_ms;end_to_end_latency_ms;schedule_delay_ms;network_jitter_ms;wait_raw_queue_ms;wait_render_queue_ms;encode_h265_ms;mpeg_bytes_generated;tx_retries;mbuf_starvation
194;1;1;Idle;0.000;0.000;1.000;29624.292910;29624.293395;29624.337393;0.465;799207;799207;799207;9991;21;12787352;100.00;820.934;3068.964;7.847;15.740;12.661;36.249;36.249;43.998;82.387;9.547;1.609;0.728;1.387;2.470;0.020;44.018;16974.522;62.370;0.002;0.018;374.696;27260;0;0
195;1;1;Idle;0.000;0.000;1.000;29624.505619;29624.506109;29624.551465;0.465;799402;799402;799402;9993;22;12790472;100.00;817.709;3069.713;7.724;15.938;13.757;37.419;37.419;45.356;82.500;9.736;1.612;0.731;1.406;2.453;0.025;45.381;17155.260;179.381;0.002;0.018;283.908;28200;0;0
196;1;1;Idle;0.000;0.000;1.000;29624.659368;29624.659853;29624.697024;0.465;800483;800483;800483;10007;104;12807768;100.00;823.293;3073.864;7.785;15.546;6.048;29.379;29.379;37.171;79.039;9.324;1.618;0.735;1.408;2.461;0.020;37.191;17267.486;120.411;0.002;0.019;267.367;135924;0;0
197;1;1;Idle;0.000;0.000;1.000;29624.774915;29624.775404;29624.819180;0.465;798336;798336;798336;9980;21;12773416;100.00;823.103;3065.620;7.767;15.727;12.510;36.005;36.005;43.776;82.248;9.524;1.611;0.732;1.406;2.454;0.024;43.800;17356.309;82.218;0.002;0.018;266.071;27072;0;0
198;1;1;Idle;0.000;0.000;1.000;29624.910245;29624.910726;29624.955806;0.465;798454;798454;798454;9981;18;12775304;100.00;821.803;3066.073;7.738;15.834;13.681;37.252;37.252;45.080;82.637;9.629;1.616;0.726;1.404;2.459;0.017;45.096;17459.601;101.988;0.002;0.018;264.447;21996;0;0
199;1;1;Idle;0.000;0.000;1.000;29625.033017;29625.033494;29625.070340;0.465;800770;800770;800770;10010;17;12812360;100.00;821.855;3074.966;7.832;15.537;5.689;29.058;29.058;36.846;78.864;9.335;1.617;0.734;1.399;2.453;0.012;36.858;17540.802;89.434;0.002;0.028;269.473;21808;0;0
200;1;1;Idle;0.000;0.000;1.000;29625.159660;29625.160146;29625.204103;0.465;802378;802378;802378;10030;19;12838088;100.00;821.012;3081.141;7.815;15.750;12.550;36.115;36.115;43.956;82.160;9.526;1.615;0.736;1.402;2.472;0.022;43.978;17641.232;93.319;0.001;0.018;232.455;24440;0;0
201;1;1;Idle;0.000;0.000;1.000;29625.285569;29625.286061;29625.331664;0.465;805285;805285;805285;10067;22;12884600;100.00;819.658;3092.304;7.832;16.054;13.811;37.697;37.697;45.603;82.663;9.826;1.623;0.738;1.389;2.477;0.027;45.630;17735.460;92.581;0.002;0.017;261.327;27072;0;0
202;1;1;Idle;0.000;0.000;1.000;29625.383678;29625.384168;29625.421550;0.465;803318;803318;803318;10042;22;12853128;100.00;820.175;3084.751;7.812;15.680;6.012;29.504;29.504;37.383;78.924;9.458;1.625;0.727;1.390;2.481;0.025;37.407;17792.012;64.773;0.002;0.017;295.569;27824;0;0
203;1;1;Idle;0.000;0.000;1.000;29625.532303;29625.532784;29625.576719;0.465;802036;802036;802036;10026;23;12832616;100.00;822.960;3079.828;7.807;15.775;12.546;36.128;36.128;43.935;82.232;9.560;1.620;0.723;1.406;2.466;0.017;43.951;17913.848;115.283;0.002;0.019;256.728;29328;0;0
204;1;1;Idle;0.000;0.000;1.000;29625.662657;29625.663134;29625.708664;0.465;810228;810228;810228;10128;23;12963688;100.00;822.078;3111.285;7.852;16.064;13.676;37.593;37.593;45.530;82.567;9.797;1.635;0.736;1.404;2.491;0.013;45.543;18012.460;97.017;0.002;0.018;261.679;28388;0;0
205;1;1;Idle;0.000;0.000;1.000;29625.780408;29625.780889;29625.818501;0.465;808185;808185;808185;10103;21;12931000;100.00;820.030;3103.440;7.843;15.817;6.006;29.666;29.666;37.612;78.875;9.546;1.635;0.735;1.408;2.493;0.016;37.628;18088.963;84.422;0.002;0.018;269.296;26508;0;0
206;1;1;Idle;0.000;0.000;1.000;29625.909229;29625.909716;29625.954169;0.465;815223;815223;815223;10191;21;13043608;100.00;818.056;3130.466;7.961;15.969;12.519;36.449;36.449;44.453;81.995;9.701;1.635;0.733;1.391;2.509;0.022;44.475;18191.298;95.494;0.002;0.018;249.543;27448;0;0
207;1;1;Idle;0.000;0.000;1.000;29626.033653;29626.034130;29626.079349;0.465;799426;799426;799426;9993;22;12790856;100.00;821.530;3069.805;7.810;15.866;13.763;37.439;37.439;45.220;82.795;9.652;1.619;0.739;1.400;2.456;0.012;45.231;18283.145;91.080;0.002;0.018;263.193;27448;0;0
208;1;1;Idle;0.000;0.000;1.000;29626.151730;29626.152207;29626.188777;0.465;790320;790320;790320;9879;21;12645160;100.00;821.827;3034.838;7.692;15.486;5.677;28.855;28.855;36.570;78.902;9.299;1.609;0.737;1.405;2.436;0.012;36.582;18359.239;84.744;0.002;0.018;237.465;27448;0;0
209;1;1;Idle;0.000;0.000;1.000;29626.281647;29626.282138;29626.326272;0.465;795945;795945;795945;9950;21;12735160;100.00;818.241;3056.438;7.715;15.731;12.821;36.267;36.267;44.134;82.173;9.533;1.609;0.727;1.413;2.449;0.026;44.160;18463.401;96.598;0.002;0.016;247.346;27072;0;0
210;1;1;Idle;0.000;0.000;1.000;29626.372246;29626.372738;29626.418119;0.465;792891;792891;792891;9912;22;12686296;100.00;820.400;3044.711;7.662;15.776;14.121;37.559;37.559;45.381;82.765;9.566;1.611;0.724;1.435;2.440;0.027;45.408;18521.914;57.267;0.002;0.018;295.900;28012;0;0
211;1;1;Idle;0.000;0.000;1.000;29626.520815;29626.521301;29626.558378;0.465;797320;797320;797320;9967;104;12757160;100.00;820.378;3061.718;7.770;15.532;5.965;29.267;29.267;37.077;78.936;9.333;1.614;0.738;1.400;2.446;0.022;37.099;18628.840;115.230;0.001;0.028;265.172;136488;0;0
212;1;1;Idle;0.000;0.000;1.000;29626.652827;29626.653319;29626.697459;0.465;805214;805214;805214;10066;21;12883464;100.00;820.320;3092.031;7.809;15.822;12.593;36.224;36.224;44.140;82.065;9.585;1.624;0.733;1.409;2.471;0.027;44.167;18734.588;98.684;0.002;0.018;261.619;27072;0;0
213;1;1;Idle;0.000;0.000;1.000;29626.769199;29626.769682;29626.814965;0.465;797126;797126;797126;9965;17;12754056;100.00;818.836;3060.973;7.737;15.856;13.820;37.412;37.412;45.283;82.620;9.647;1.609;0.737;1.400;2.462;0.018;45.301;18818.760;83.030;0.002;0.029;278.722;21056;0;0
214;1;1;Idle;0.000;0.000;1.000;29626.906346;29626.906834;29626.944024;0.465;803136;803136;803136;10040;14;12850216;100.00;822.066;3084.052;7.860;15.664;5.874;29.398;29.398;37.190;79.048;9.436;1.616;0.728;1.399;2.485;0.023;37.213;18914.486;103.819;0.002;0.018;294.593;17860;0;0
215;1;1;Idle;0.000;0.000;1.000;29627.032694;29627.033170;29627.077408;0.465;809297;809297;809297;10117;19;12948792;100.00;823.258;3107.710;7.875;15.848;12.641;36.364;36.364;44.238;82.201;9.610;1.624;0.736;1.391;2.488;0.011;44.249;19014.537;93.003;0.002;0.018;284.131;24628;0;0
216;1;1;Idle;0.000;0.000;1.000;29627.184209;29627.184699;29627.230276;0.465;808156;808156;808156;10102;22;12930536;100.00;820.174;3103.329;7.803;15.971;13.821;37.595;37.595;45.577;82.487;9.732;1.626;0.729;1.398;2.486;0.026;45.603;19134.072;118.196;0.001;0.018;236.452;27448;0;0
217;1;1;Idle;0.000;0.000;1.000;29627.308190;29627.308675;29627.346486;0.465;810355;810355;810355;10130;22;12965720;100.00;810.556;3111.773;7.846;15.840;5.955;29.642;29.642;37.811;78.395;9.593;1.629;0.737;1.389;2.492;0.020;37.832;19216.948;90.643;0.002;0.018;253.599;28764;0;0
218;1;1;Idle;0.000;0.000;1.000;29627.405717;29627.406205;29627.450458;0.465;810211;810211;810211;10128;23;12963416;100.00;819.926;3111.220;7.900;15.882;12.539;36.322;36.322;44.252;82.079;9.643;1.629;0.730;1.389;2.491;0.024;44.276;19287.587;64.197;0.002;0.018;285.900;29140;0;0
219;1;1;Idle;0.000;0.000;1.000;29627.546804;29627.547293;29627.591676;0.465;808645;808645;808645;10109;24;12938360;100.00;819.073;3105.206;7.863;16.064;12.503;36.430;36.430;44.383;82.080;9.807;1.626;0.735;1.405;2.491;0.024;44.408;19395.472;107.754;0.002;0.019;272.650;29516;0;0
220;1;1;Idle;0.000;0.000;1.000;29627.683255;29627.683748;29627.721372;0.465;810783;810783;810783;10135;21;12972568;100.00;818.619;3113.416;7.888;15.863;5.894;29.644;29.644;37.624;78.790;9.601;1.630;0.733;1.408;2.491;0.027;37.652;19491.834;103.121;0.002;0.019;271.102;27636;0;0
221;1;1;Idle;0.000;0.000;1.000;29627.804641;29627.805124;29627.849322;0.465;807088;807088;807088;10089;22;12913448;100.00;820.203;3099.228;7.901;15.924;12.510;36.335;36.335;44.198;82.209;9.646;1.623;0.735;1.403;2.516;0.018;44.216;19586.451;88.043;0.002;0.018;262.612;27824;0;0
222;1;1;Idle;0.000;0.000;1.000;29627.939360;29627.939843;29627.984153;0.465;809369;809369;809369;10118;23;12949944;100.00;818.257;3107.987;7.849;16.065;12.400;36.314;36.314;44.311;81.952;9.812;1.626;0.736;1.403;2.487;0.018;44.329;19687.949;101.385;0.002;0.019;263.845;28200;0;0
223;1;1;Idle;0.000;0.000;1.000;29628.059744;29628.060229;29628.097023;0.465;795354;795354;795354;9942;21;12725704;100.00;820.490;3054.169;7.716;15.510;5.753;28.980;28.980;36.794;78.763;9.316;1.614;0.736;1.402;2.442;0.020;36.814;19767.485;87.053;0.002;0.018;271.353;27448;0;0
224;1;1;Idle;0.000;0.000;1.000;29628.189067;29628.189547;29628.233105;0.465;795455;795455;795455;9944;21;12727320;100.00;818.310;3054.557;7.745;15.674;12.306;35.725;35.725;43.558;82.018;9.484;1.613;0.734;1.393;2.451;0.015;43.573;19870.234;95.985;0.002;0.023;246.670;27072;0;0
225;1;1;Idle;0.000;0.000;1.000;29628.315162;29628.315649;29628.360170;0.465;795720;795720;795720;9947;22;12731560;100.00;820.178;3055.574;7.748;15.781;13.197;36.726;36.726;44.521;82.491;9.603;1.607;0.733;1.387;2.452;0.021;44.542;19963.965;92.768;0.002;0.018;254.074;27824;0;0
226;1;1;Idle;0.000;0.000;1.000;29628.410913;29628.411410;29628.464862;0.465;798723;798723;798723;9985;106;12779608;100.00;814.327;3067.106;7.756;15.562;22.176;45.494;45.494;53.452;85.112;9.362;1.614;0.738;1.389;2.459;0.032;53.484;20035.324;62.428;0.002;0.019;284.674;138368;0;0
227;1;1;Idle;0.000;0.000;1.000;29628.553620;29628.554099;29628.598587;0.465;807441;807441;807441;10094;20;12919096;100.00;819.381;3100.583;7.855;15.876;12.815;36.546;36.546;44.488;82.148;9.626;1.624;0.734;1.403;2.489;0.014;44.502;20135.716;109.356;0.002;0.029;254.819;25380;0;0
228;1;1;Idle;0.000;0.000;1.000;29628.679943;29628.680428;29628.724724;0.465;803316;803316;803316;10042;16;12853096;100.00;818.075;3084.743;7.817;15.980;12.584;36.380;36.380;44.296;82.130;9.703;1.617;0.735;1.407;2.519;0.020;44.316;20228.519;92.996;0.002;0.019;270.640;19176;0;0
229;1;1;Idle;0.000;0.000;1.000;29628.799811;29628.800295;29628.838173;0.465;809074;809074;809074;10114;16;12945224;100.00;819.320;3106.854;7.911;15.769;6.289;29.970;29.970;37.878;79.121;9.511;1.629;0.735;1.401;2.493;0.020;37.898;20308.636;86.534;0.002;0.018;284.093;20116;0;0
230;1;1;Idle;0.000;0.000;1.000;29628.935502;29628.935990;29628.980310;0.465;808265;808265;808265;10104;19;12932280;100.00;816.970;3103.747;7.841;15.859;12.612;36.312;36.312;44.320;81.931;9.614;1.627;0.732;1.401;2.484;0.022;44.343;20417.439;102.361;0.002;0.018;275.166;23876;0;0
231;1;1;Idle;0.000;0.000;1.000;29629.068365;29629.068853;29629.113521;0.465;818848;818848;818848;10236;22;13101608;100.00;818.784;3144.386;7.974;16.193;12.454;36.621;36.621;44.668;81.985;9.895;1.635;0.734;1.400;2.528;0.024;44.691;20517.317;99.531;0.002;0.017;278.094;27824;0;0
232;1;1;Idle;0.000;0.000;1.000;29629.201773;29629.202262;29629.240455;0.465;820617;820617;820617;10258;22;13129912;100.00;817.069;3151.179;7.959;15.906;6.199;30.063;30.063;38.193;78.714;9.618;1.643;0.725;1.396;2.523;0.024;38.217;20610.917;100.075;0.002;0.017;241.411;28388;0;0
233;1;1;Idle;0.000;0.000;1.000;29629.331533;29629.332018;29629.376687;0.465;814146;814146;814146;10177;22;13026376;100.00;818.884;3126.330;7.915;15.937;12.805;36.657;36.657;44.669;82.063;9.673;1.636;0.738;1.387;2.503;0.021;44.689;20713.816;96.423;0.002;0.017;304.116;28200;0;0
234;1;1;Idle;0.000;0.000;1.000;29629.427501;29629.427991;29629.473213;0.465;814852;814852;814852;10186;23;13037672;100.00;814.958;3129.041;7.899;16.092;13.111;37.103;37.103;45.221;82.047;9.822;1.629;0.737;1.398;2.505;0.025;45.247;20777.008;62.640;0.002;0.018;359.762;28576;0;0
235;1;1;Idle;0.000;0.000;1.000;29629.626743;29629.627227;29629.665593;0.465;815725;815725;815725;10197;21;13051640;100.00;814.545;3132.394;7.951;15.871;6.452;30.274;30.274;38.367;78.908;9.568;1.640;0.725;1.390;2.547;0.019;38.385;20936.056;165.902;0.002;0.018;283.512;27072;0;0
236;1;1;Idle;0.000;0.000;1.000;29629.772025;29629.772503;29629.817346;0.465;816078;816078;816078;10201;21;13057288;100.00;814.997;3133.749;7.887;16.014;12.788;36.689;36.689;44.843;81.817;9.717;1.637;0.740;1.401;2.519;0.013;44.856;21054.475;111.943;0.002;0.018;261.125;27072;0;0
237;1;1;Idle;0.000;0.000;1.000;29629.893494;29629.893979;29629.940216;0.465;810868;810868;810868;10136;22;12973928;100.00;818.522;3113.743;7.853;16.108;14.259;38.220;38.220;46.237;82.660;9.833;1.628;0.741;1.402;2.503;0.020;46.257;21144.012;88.142;0.002;0.019;270.804;27824;0;0
238;1;1;Idle;0.000;0.000;1.000;29630.025121;29630.025608;29630.063235;0.465;801907;801907;801907;10024;22;12830552;100.00;815.824;3079.332;7.808;15.662;6.219;29.688;29.688;37.627;78.901;9.439;1.618;0.735;1.405;2.464;0.022;37.649;21233.697;98.296;0.002;0.018;270.473;27824;0;0
239;1;1;Idle;0.000;0.000;1.000;29630.149896;29630.150383;29630.194316;0.465;799196;799196;799196;9990;22;12787176;100.00;817.762;3068.922;7.720;15.693;12.584;35.997;35.997;43.934;81.936;9.476;1.621;0.728;1.404;2.464;0.022;43.955;21331.445;91.442;0.002;0.018;260.486;28388;0;0
240;1;1;Idle;0.000;0.000;1.000;29630.278832;29630.279310;29630.325025;0.465;799621;799621;799621;9996;23;12793976;100.00;818.194;3070.554;7.784;15.899;14.159;37.842;37.842;45.714;82.779;9.677;1.618;0.739;1.400;2.464;0.014;45.728;21428.820;95.595;0.002;0.018;235.483;28764;0;0
241;1;1;Idle;0.000;0.000;1.000;29630.401564;29630.402103;29630.439820;0.465;808174;808174;808174;10103;106;12930824;100.00;820.117;3103.398;7.815;15.740;6.190;29.745;29.745;37.716;78.865;9.484;1.634;0.738;1.392;2.491;0.075;37.791;21510.282;89.460;0.002;0.017;258.954;139308;0;0
242;1;1;Idle;0.000;0.000;1.000;29630.498667;29630.499147;29630.543892;0.465;810609;810609;810609;10133;22;12969784;100.00;814.617;3112.748;7.908;15.921;12.882;36.711;36.711;44.745;82.047;9.659;1.633;0.737;1.393;2.498;0.016;44.760;21581.021;63.710;0.002;0.018;276.671;27824;0;0
243;1;1;Idle;0.000;0.000;1.000;29630.645053;29630.645536;29630.690055;0.465;809086;809086;809086;10114;16;12945416;100.00;816.062;3106.900;7.815;16.043;12.592;36.451;36.451;44.519;81.877;9.776;1.629;0.733;1.408;2.497;0.018;44.537;21693.850;113.055;0.002;0.018;253.252;20116;0;0
244;1;1;Idle;0.000;0.000;1.000;29630.766942;29630.767435;29630.805268;0.465;804105;804105;804105;10052;17;12865720;100.00;815.165;3087.773;7.799;15.663;6.366;29.828;29.828;37.833;78.841;9.428;1.621;0.737;1.403;2.474;0.028;37.861;21775.730;88.566;0.002;0.019;262.077;21808;0;0
245;1;1;Idle;0.000;0.000;1.000;29630.883345;29630.883828;29630.928232;0.465;810243;810243;810243;10129;19;12963928;100.00;816.376;3111.343;7.843;15.937;12.569;36.349;36.349;44.405;81.858;9.661;1.632;0.732;1.421;2.491;0.017;44.422;21865.361;83.059;0.002;0.018;269.526;24252;0;0
246;1;1;Idle;0.000;0.000;1.000;29631.013001;29631.013488;29631.058527;0.465;808451;808451;808451;10106;22;12935256;100.00;816.629;3104.461;7.851;16.065;13.114;37.030;37.030;45.039;82.218;9.808;1.624;0.737;1.402;2.493;0.022;45.061;21962.322;96.327;0.002;0.018;296.207;27260;0;0
247;1;1;Idle;0.000;0.000;1.000;29631.144008;29631.144488;29631.182798;0.465;818595;818595;818595;10233;23;13097560;100.00;817.230;3143.414;7.968;15.896;6.367;30.230;30.230;38.310;78.910;9.600;1.636;0.736;1.405;2.518;0.016;38.326;22053.261;97.667;0.002;0.019;272.815;29140;0;0
248;1;1;Idle;0.000;0.000;1.000;29631.270894;29631.271390;29631.338210;0.465;813416;813416;813416;10168;22;13014696;100.00;809.313;3123.527;7.985;16.546;34.170;58.701;58.701;66.821;87.849;9.868;1.654;0.737;1.398;2.888;0.031;66.851;22175.339;93.568;0.002;0.022;236.168;28952;0;0
249;1;1;Idle;0.000;0.000;1.000;29631.400473;29631.400961;29631.445967;0.465;816251;816251;816251;10204;24;13060056;100.00;815.596;3134.413;7.877;16.157;12.815;36.849;36.849;45.006;81.875;9.881;1.640;0.733;1.386;2.517;0.024;45.029;22249.763;96.238;0.002;0.019;260.118;30080;0;0
250;1;1;Idle;0.000;0.000;1.000;29631.496774;29631.497268;29631.536638;0.465;820584;820584;820584;10258;22;13129384;100.00;816.120;3151.052;7.989;15.929;7.334;31.251;31.251;39.371;79.376;9.628;1.644;0.736;1.397;2.523;0.029;39.399;22307.100;62.973;0.002;0.019;299.567;28952;0;0
251;1;1;Idle;0.000;0.000;1.000;29631.644724;29631.645211;29631.690022;0.465;817535;817535;817535;10220;21;13080600;100.00;818.192;3139.344;7.945;16.071;12.733;36.749;36.749;44.811;82.009;9.771;1.644;0.731;1.404;2.521;0.022;44.833;22427.151;114.610;0.002;0.018;261.596;27072;0;0
252;1;1;Idle;0.000;0.000;1.000;29631.781113;29631.781604;29631.826295;0.465;812707;812707;812707;10159;23;13003352;100.00;817.110;3120.804;7.893;16.081;12.674;36.648;36.648;44.691;82.004;9.805;1.634;0.740;1.403;2.498;0.027;44.718;22530.091;103.060;0.002;0.019;260.779;28764;0;0
253;1;1;Idle;0.000;0.000;1.000;29631.897918;29631.898401;29631.936475;0.465;811017;811017;811017;10138;23;12976312;100.00;815.198;3114.315;7.873;15.740;6.395;30.008;30.008;38.074;78.815;9.487;1.630;0.732;1.401;2.491;0.018;38.092;22606.937;83.463;0.002;0.019;275.328;29516;0;0
254;1;1;Idle;0.000;0.000;1.000;29632.027106;29632.027591;29632.071923;0.465;812416;812416;812416;10156;22;12998696;100.00;815.145;3119.687;7.919;15.943;12.425;36.287;36.287;44.333;81.852;9.670;1.636;0.736;1.402;2.499;0.019;44.352;22709.052;95.857;0.002;0.017;262.520;28388;0;0
255;1;1;Idle;0.000;0.000;1.000;29632.156665;29632.157147;29632.202955;0.465;815874;815874;815874;10199;22;13054024;100.00;816.531;3132.966;7.929;16.183;13.617;37.729;37.729;45.808;82.363;9.893;1.633;0.734;1.402;2.521;0.018;45.825;22806.750;96.223;0.002;0.019;266.724;28012;0;0
256;1;1;Idle;0.000;0.000;1.000;29632.280950;29632.281430;29632.319580;0.465;811813;811813;811813;10148;105;12989048;100.00;816.531;3117.372;7.879;15.796;6.416;30.091;30.091;38.150;78.874;9.531;1.630;0.738;1.402;2.494;0.015;38.165;22890.043;90.950;0.002;0.029;249.948;137804;0;0
257;1;1;Idle;0.000;0.000;1.000;29632.408520;29632.409008;29632.453609;0.465;809323;809323;809323;10117;22;12949208;100.00;814.726;3107.810;7.827;15.887;12.799;36.514;36.514;44.600;81.868;9.650;1.625;0.734;1.387;2.491;0.023;44.624;22990.737;94.245;0.002;0.018;255.987;28388;0;0
258;1;1;Idle;0.000;0.000;1.000;29632.508709;29632.509194;29632.560579;0.465;806066;806066;806066;10076;17;12897096;100.00;815.690;3095.303;7.861;15.956;19.599;43.416;43.416;51.386;84.490;9.724;1.618;0.737;1.393;2.484;0.020;51.405;23064.375;66.852;0.002;0.017;293.420;20492;0;0
259;1;1;Idle;0.000;0.000;1.000;29632.656532;29632.657019;29632.694389;0.465;803994;803994;803994;10050;17;12863944;100.00;816.537;3087.347;7.809;15.686;5.911;29.405;29.405;37.371;78.685;9.459;1.619;0.736;1.396;2.474;0.022;37.392;23164.852;114.492;0.002;0.018;264.155;21996;0;0
260;1;1;Idle;0.000;0.000;1.000;29632.787053;29632.787533;29632.831809;0.465;804675;804675;804675;10059;19;12874840;100.00;816.309;3089.962;7.846;15.809;12.676;36.330;36.330;44.276;82.054;9.576;1.615;0.735;1.408;2.475;0.015;44.291;23268.937;97.181;0.002;0.018;262.928;24816;0;0
261;1;1;Idle;0.000;0.000;1.000;29632.904631;29632.905115;29632.950195;0.465;803023;803023;803023;10038;21;12848408;100.00;818.308;3083.618;7.821;16.525;12.833;37.179;37.179;45.080;82.474;10.290;1.612;0.731;1.408;2.484;0.019;45.099;23353.990;84.249;0.002;0.018;273.133;25944;0;0
262;1;1;Idle;0.000;0.000;1.000;29633.041495;29633.041988;29633.079614;0.465;804900;804900;804900;10062;22;12878440;100.00;819.037;3090.826;7.826;15.652;6.230;29.708;29.708;37.626;78.956;9.417;1.621;0.735;1.400;2.479;0.028;37.654;23450.077;103.540;0.002;0.019;258.405;28012;0;0
263;1;1;Idle;0.000;0.000;1.000;29633.163648;29633.164136;29633.208023;0.465;801032;801032;801032;10013;23;12816552;100.00;814.856;3075.972;7.756;15.749;12.388;35.892;35.892;43.886;81.785;9.518;1.620;0.735;1.405;2.470;0.023;43.909;23545.151;88.815;0.002;0.019;262.676;29140;0;0
264;1;1;Idle;0.000;0.000;1.000;29633.283952;29633.284436;29633.329296;0.465;793638;793638;793638;9921;24;12698248;100.00;815.466;3047.580;7.693;15.838;13.430;36.962;36.962;44.860;82.393;9.618;1.614;0.732;1.423;2.452;0.019;44.879;23633.092;86.966;0.002;0.018;246.953;30080;0;0
265;1;1;Idle;0.000;0.000;1.000;29633.417682;29633.418166;29633.455928;0.465;801156;801156;801156;10015;23;12818536;100.00;814.720;3076.449;7.778;15.709;6.299;29.787;29.787;37.762;78.881;9.506;1.619;0.734;1.388;2.462;0.019;37.781;23726.390;100.397;0.002;0.017;254.330;29704;0;0
266;1;1;Idle;0.000;0.000;1.000;29633.515553;29633.516041;29633.560327;0.465;804749;804749;804749;10060;22;12876024;100.00;812.751;3090.246;7.756;15.806;12.618;36.180;36.180;44.286;81.697;9.596;1.618;0.732;1.388;2.472;0.023;44.308;23797.456;64.542;0.002;0.017;276.903;28764;0;0
267;1;1;Idle;0.000;0.000;1.000;29633.656263;29633.656746;29633.701536;0.465;805449;805449;805449;10069;23;12887224;100.00;813.626;3092.934;7.835;15.991;12.939;36.765;36.765;44.789;82.085;9.750;1.623;0.735;1.405;2.478;0.019;44.808;23905.331;107.372;0.002;0.018;265.403;28200;0;0
268;1;1;Idle;0.000;0.000;1.000;29633.783953;29633.784445;29633.822184;0.465;805329;805329;805329;10067;21;12885304;100.00;816.618;3092.473;7.835;15.684;6.255;29.774;29.774;37.739;78.896;9.441;1.628;0.731;1.400;2.484;0.028;37.766;23992.646;94.366;0.002;0.018;271.133;27072;0;0
269;1;1;Idle;0.000;0.000;1.000;29633.906494;29633.906981;29633.951484;0.465;805419;805419;805419;10068;21;12886744;100.00;810.750;3092.819;7.768;15.836;12.752;36.356;36.356;44.503;81.693;9.599;1.621;0.733;1.399;2.484;0.023;44.525;24088.613;89.203;0.002;0.018;268.211;27260;0;0
270;1;1;Idle;0.000;0.000;1.000;29634.039567;29634.040059;29634.084642;0.465;804474;804474;804474;10056;22;12871624;100.00;816.465;3089.190;7.831;15.951;12.833;36.615;36.615;44.583;82.127;9.717;1.621;0.733;1.404;2.476;0.027;44.611;24188.438;99.744;0.002;0.032;267.147;28012;0;0
271;1;1;Idle;0.000;0.000;1.000;29634.166263;29634.166752;29634.204554;0.465;796101;796101;796101;9952;103;12737656;100.00;814.531;3057.037;7.739;15.482;6.662;29.882;29.882;37.802;79.049;9.298;1.606;0.725;1.401;2.452;0.024;37.826;24275.016;93.359;0.002;0.019;275.697;135548;0;0
272;1;1;Idle;0.000;0.000;1.000;29634.291729;29634.292211;29634.336542;0.465;805073;805073;805073;10064;22;12881208;100.00;813.987;3091.490;7.846;15.806;12.681;36.334;36.334;44.332;81.958;9.575;1.613;0.738;1.403;2.477;0.017;44.348;24373.671;92.125;0.002;0.017;229.931;28388;0;0
273;1;1;Idle;0.000;0.000;1.000;29634.414380;29634.414873;29634.471035;0.465;797204;797204;797204;9966;19;12755304;100.00;806.545;3061.273;7.732;15.859;24.468;48.059;48.059;56.163;85.572;9.659;1.611;0.735;1.393;2.461;0.028;56.190;24474.831;89.329;0.002;0.019;323.030;23688;0;0
274;1;1;Idle;0.000;0.000;1.000;29634.513233;29634.513711;29634.551325;0.465;805139;805139;805139;10065;18;12882264;100.00;813.235;3091.743;7.788;15.625;6.129;29.542;29.542;37.615;78.538;9.404;1.623;0.735;1.391;2.471;0.013;37.628;24521.787;65.505;0.002;0.019;369.060;23124;0;0
275;1;1;Idle;0.000;0.000;1.000;29634.722042;29634.722535;29634.767136;0.465;808073;808073;808073;10101;20;12929208;100.00;812.015;3103.010;7.846;15.940;12.719;36.505;36.505;44.601;81.848;9.686;1.626;0.734;1.388;2.506;0.028;44.629;24704.265;175.491;0.002;0.018;272.514;26132;0;0
276;1;1;Idle;0.000;0.000;1.000;29634.866290;29634.866771;29634.911624;0.465;813584;813584;813584;10170;21;13017384;100.00;814.936;3124.172;7.909;16.118;12.741;36.768;36.768;44.853;81.975;9.831;1.636;0.737;1.403;2.510;0.016;44.869;24815.419;110.903;0.002;0.019;270.707;26132;0;0
277;1;1;Idle;0.000;0.000;1.000;29634.985763;29634.986249;29635.024560;0.465;812306;812306;812306;10154;22;12996936;100.00;813.629;3119.265;7.924;15.788;6.530;30.241;30.241;38.311;78.936;9.509;1.634;0.737;1.400;2.507;0.021;38.332;24895.022;86.144;0.002;0.018;279.493;28952;0;0
278;1;1;Idle;0.000;0.000;1.000;29635.121688;29635.122171;29635.167124;0.465;817500;817500;817500;10219;23;13080040;100.00;810.769;3139.210;7.886;16.064;12.736;36.686;36.686;44.952;81.610;9.765;1.633;0.739;1.407;2.520;0.018;44.971;25004.253;102.589;0.002;0.017;282.389;29140;0;0
