frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;geometry_aggregation_ms;max_r_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;2913.753569;2913.755834;2913.769559;784142;784142;784142;9802;9802;12546272;12546312;100.000;1384.801;1384.801;3011.115;3382.797;3011.115;13.709;0.741;9.521;5.673;2.636;13.725;0.000;13.725;69.369;100.000;2.265;13.725;0.000;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;2913.787258;2913.791004;2913.804934;783406;783406;783406;9793;9793;12534496;12534536;100.000;1349.202;1349.202;3008.289;3379.630;3008.289;13.910;0.801;9.545;5.660;2.602;35.375;21.445;13.930;68.524;39.378;3.746;15.766;35.170;1.836;0.115;0;0;0;0;0;0;0;0
3;1;1;1;2913.822943;2913.826527;2913.841889;780200;780200;780200;9753;9753;12483200;12483240;100.000;1159.850;1159.850;2995.978;3365.802;2995.978;15.345;1.315;10.140;5.702;2.574;36.955;21.593;15.362;66.008;41.569;3.584;19.388;35.523;2.190;0.244;0;0;0;0;0;0;0;0
4;1;1;1;2913.855668;2913.860467;2913.874403;778467;778467;778467;9731;9731;12455472;12455512;100.000;1389.476;1389.476;2989.323;3358.313;2989.323;13.920;0.766;9.844;5.797;2.788;32.514;18.578;13.937;70.630;42.863;4.799;18.569;33.940;0.606;0.267;0;0;0;0;0;0;0;0
5;1;1;1;2913.887390;2913.890724;2913.906975;776427;776427;776427;9706;9706;12422832;12422872;100.000;1080.261;1080.261;2981.489;3349.531;2981.489;16.235;1.094;10.055;5.711;2.663;32.571;16.321;16.251;61.875;49.893;3.334;17.807;30.257;3.076;0.443;0;0;0;0;0;0;0;0
6;1;1;1;2913.924054;2913.927761;2913.943211;774893;774893;774893;9687;9687;12398288;12398328;100.000;1169.840;1169.840;2975.599;3342.920;2975.599;15.432;1.291;10.307;5.677;2.802;36.236;20.787;15.449;66.712;42.636;3.707;20.710;37.037;3.704;0.646;0;0;0;0;0;0;0;0
7;1;1;1;2913.956094;2913.962286;2913.977824;775949;775949;775949;9700;9700;12415184;12415224;100.000;1136.568;1136.568;2979.654;3347.468;2979.654;15.521;0.983;9.786;5.644;2.603;34.614;19.076;15.538;62.980;44.890;6.192;21.990;34.525;1.192;0.681;0;0;0;0;0;0;0;0
8;1;1;1;2913.987345;2913.991150;2914.009659;775463;775463;775463;9694;9694;12407408;12407448;100.000;902.618;902.618;2977.788;3345.374;2977.788;18.463;1.758;11.228;6.122;2.665;31.835;13.326;18.509;60.664;58.141;3.806;20.492;28.864;4.470;0.917;0;0;0;0;0;0;0;0
9;1;1;1;2914.020690;2914.023744;2914.043502;775698;775698;775698;9697;9697;12411168;12411208;100.000;834.495;834.495;2978.690;3346.391;2978.690;19.736;1.293;11.624;6.839;2.673;33.843;14.085;19.759;58.831;58.383;3.054;21.002;32.594;0.740;0.906;0;0;0;0;0;0;0;0
10;1;1;1;2914.053985;2914.059036;2914.076774;778020;778020;778020;9726;9726;12448320;12448360;100.000;959.245;959.245;2987.606;3356.407;2987.606;17.714;1.198;10.621;6.013;2.706;33.271;15.533;17.738;59.879;53.313;5.051;20.940;35.292;1.959;0.972;0;0;0;0;0;0;0;0
11;1;1;1;2914.088126;2914.093414;2914.111934;778554;778554;778554;9732;9732;12456864;12456904;100.000;906.005;906.005;2989.657;3358.685;2989.657;18.498;1.958;11.447;6.113;2.668;35.161;16.640;18.521;61.810;52.674;5.287;22.767;34.378;1.044;0.977;0;0;0;0;0;0;0;0
12;1;1;1;2914.122083;2914.127135;2914.145965;779986;779986;779986;9750;9750;12479776;12479816;100.000;891.399;891.399;2995.156;3364.866;2995.156;18.797;1.320;11.432;6.566;2.800;34.031;15.200;18.831;60.708;55.334;5.051;23.465;33.721;0.388;0.940;0;0;0;0;0;0;0;0
13;1;1;1;2914.154165;2914.157510;2914.177556;780926;780926;780926;9762;9762;12494816;12494856;100.000;818.053;818.053;2998.765;3368.931;2998.765;20.028;1.491;11.776;6.814;2.675;31.590;11.544;20.046;58.743;63.456;3.345;21.722;30.375;2.958;1.066;0;0;0;0;0;0;0;0
14;1;1;1;2914.187358;2914.191358;2914.211497;782770;782770;782770;9785;9785;12524320;12524360;100.000;816.400;816.400;3005.846;3376.884;3005.846;20.096;2.031;12.026;6.535;2.679;33.941;13.803;20.139;59.717;59.334;4.000;22.329;33.849;0.515;1.031;0;0;0;0;0;0;0;0
15;1;1;1;2914.220652;2914.223678;2914.244100;784474;784474;784474;9806;9806;12551584;12551624;100.000;808.402;808.402;3012.390;3384.224;3012.390;20.405;1.486;11.901;6.811;2.766;32.604;12.182;20.422;58.276;62.637;3.026;21.600;32.320;1.013;1.030;0;0;0;0;0;0;0;0
