frame_id;rx_complete;tx_complete;current_skip;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_media_bytes;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;arrived_points;eroded_points;valid_points;erosion_ms;reconstruction_ms;pose_ms;reconstruction_pipeline_ms;tx_duration_ms;active_tx_ms;active_process_ms;reference_process_ms;total_processing_ms;total_residency_ms;reference_residency_ms;node_efficiency_pct;reference_efficiency_pct;gpu_transfer_ms;gpu_copyback_ms;host_overhead_ms;camera_node_ms;e2e_latency_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;pose_control_ms;codec_queue_ms;frame_queue_ms;codec_backlog;decode_service_ms;decode_h265_ms;ffmpeg_write_calls;ffmpeg_write_failures;codec_queue_drops;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;0.000000;0.000000;1.000000;2721.266847;2721.353789;2721.495899;784142;142128;146318;108;1829;142128;154656;100.000;316.543;344.232;561.874;603.123;37.117;178911;159140;146318;0.252;0.124;0.078;4.382;1.143;0.062;37.683;36.462;142.075;142.111;140.951;26.517;25.869;1.359;0.190;2.379;86.942;229.053;142.111;0.000;0.000;0.000;0.000;0.036;0.000;59;32.157;136.530;7;0;0;0;0;0;0;0
2;1;1;1;0.000000;0.000000;1.000000;2721.299910;2721.395322;2721.539085;783406;28764;144182;22;1803;28764;31316;100.000;0.759;0.823;553.671;594.335;7.516;169393;156499;144182;0.207;0.126;0.076;2.125;1.884;0.109;48.699;46.739;137.414;143.762;141.853;33.874;32.949;1.436;0.194;0.086;95.413;239.175;151.963;41.534;8.200;0.513;0.000;6.348;0.000;31;44.690;133.378;2;0;0;0;0;0;0;0
3;1;1;1;0.000000;0.000000;1.000000;2721.333117;2721.433401;2721.571195;780200;22936;141754;18;1772;22936;25024;100.000;0.719;0.781;544.348;584.312;6.006;164369;153953;141754;0.208;0.123;0.077;2.054;1.422;0.406;36.120;34.621;137.785;137.794;136.350;26.213;25.391;1.394;0.186;0.066;100.284;238.078;150.740;38.079;4.745;0.777;0.000;0.009;0.000;14;32.644;134.285;3;0;0;0;0;0;0;0
4;1;1;1;0.000000;0.000000;1.000000;2721.368457;2721.465482;2721.607669;778467;22560;139430;18;1743;22560;24648;100.000;0.538;0.586;535.424;574.733;5.916;160176;150044;139430;0.198;0.116;0.071;2.429;1.909;0.112;39.932;37.953;142.166;142.187;140.242;28.084;27.062;1.639;0.288;0.117;97.025;239.212;153.880;32.080;1.253;0.807;0.000;0.021;0.000;11;35.594;137.790;3;0;0;0;0;0;0;0
5;1;1;1;0.000000;0.000000;1.000000;2721.400785;2721.510759;2721.644234;776427;22184;137802;17;1723;22184;24156;100.000;0.680;0.737;529.172;568.031;5.797;157416;147596;137802;0.202;0.113;0.070;2.919;2.076;0.269;40.884;38.739;133.436;133.475;131.347;30.630;29.493;2.093;0.289;0.153;109.974;243.449;157.112;45.277;11.944;1.503;0.000;0.039;0.000;14;35.889;128.387;3;0;0;0;0;0;0;0
6;1;1;1;0.000000;0.000000;1.000000;2721.433254;2721.545657;2721.676441;774893;24440;137230;19;1716;24440;26644;100.000;0.739;0.803;526.976;565.676;6.395;155704;146684;137230;0.200;0.116;0.069;2.761;2.687;0.780;37.207;34.452;130.749;130.784;128.055;28.449;26.904;1.918;0.307;0.151;112.403;243.187;155.986;34.898;1.565;1.507;0.000;0.035;0.000;10;31.759;125.256;5;0;0;0;0;0;0;0
7;1;1;1;0.000000;0.000000;1.000000;2721.466716;2721.578894;2721.709523;775949;24628;137590;19;1720;24628;26832;100.000;0.715;0.776;528.358;567.149;6.440;155769;147285;137590;0.196;0.116;0.070;2.564;2.186;0.126;38.531;36.275;130.608;130.630;128.405;29.496;28.250;1.755;0.299;0.128;112.177;242.807;155.735;33.237;0.097;1.419;0.000;0.021;0.000;11;33.781;125.818;3;0;0;0;0;0;0;0
8;1;1;1;0.000000;0.000000;1.000000;2721.499983;2721.613518;2721.747225;775463;26320;137746;20;1722;26320;28640;100.000;544.007;589.986;528.957;567.793;6.874;154945;147291;137746;0.188;0.108;0.066;2.742;1.942;0.294;42.459;40.451;133.682;133.707;131.737;31.755;30.706;1.983;0.267;0.130;113.535;247.243;160.103;34.624;1.291;1.411;0.000;0.026;0.000;10;37.775;128.967;2;0;0;0;0;0;0;0
9;1;1;1;0.000000;0.000000;1.000000;2721.533899;2721.647461;2721.779024;775698;26132;138024;20;1726;26132;28452;100.000;0.790;0.858;530.025;568.951;6.828;154624;147515;138024;0.183;0.104;0.066;2.907;2.740;0.948;36.447;33.642;131.512;131.563;128.775;27.703;26.125;2.119;0.299;0.137;113.562;245.125;158.569;33.943;0.610;1.361;0.000;0.051;0.000;19;30.800;125.803;2;0;0;0;0;0;0;0
10;1;1;1;0.000000;0.000000;1.000000;2721.567542;2721.680676;2721.811429;778020;25380;138278;20;1729;25380;27700;100.000;0.748;0.814;531.000;569.994;6.648;153992;146840;138278;0.188;0.109;0.067;2.881;1.821;0.127;38.061;36.174;130.731;130.753;128.897;29.109;28.064;2.076;0.299;0.143;113.134;243.887;157.640;33.215;0.118;1.283;0.000;0.021;0.000;9;33.359;125.992;4;0;0;0;0;0;0;0
