frame_id;selected;tx_complete;current_skip;last_control_frame;temporal_control_ms;camera_send_timestamp;tx_start_timestamp;inter_departure_ms;tx_points;tx_packets;payload_bytes;reference_size_bytes;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;disk_io_ms;serialization_ms;tx_duration_ms;active_tx_ms;active_process_ms;total_residency_ms;node_efficiency_pct;reference_efficiency_pct;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;0;0.000;4978.861623;4978.863797;0.000;784142;9336;12546272;12546272;2405.009;2405.009;3011.115;3194.838;3011.115;2.879;2.174;5.217;1.216;10.269;10.269;99.997;78.831;1479;0;1479;47104;0
2;1;1;1;0;0.000;4978.895138;4978.897552;33.755;783406;9327;12534496;12534496;1789.936;1789.936;3008.289;3191.834;3008.289;3.067;2.414;7.003;1.991;12.483;12.484;99.996;80.662;1537;0;1537;48725;0
3;1;1;1;0;0.000;4978.929720;4978.933279;35.727;780200;9289;12483200;12483200;1604.194;1604.194;2995.978;3178.776;2995.978;4.316;3.559;7.782;2.225;15.656;15.657;99.998;77.269;0;0;0;0;0
4;1;1;1;0;0.000;4978.964076;4978.968018;34.739;778467;9268;12455472;12455472;1992.762;1992.762;2989.323;3171.708;2989.323;5.337;3.943;6.250;1.711;15.531;15.531;99.999;74.612;446;0;446;13960;0
5;1;1;1;0;0.000;4978.995437;4978.998246;30.227;776427;9244;12422832;12422832;1752.180;1752.180;2981.489;3163.402;2981.489;3.366;2.808;7.090;2.039;13.264;13.265;99.998;78.826;0;0;0;0;0
6;1;1;1;0;0.000;4979.031307;4979.034240;35.994;774893;9225;12398288;12398288;1655.781;1655.781;2975.599;3157.137;2975.599;5.903;2.933;7.488;2.038;16.324;16.324;99.999;82.031;0;0;0;0;0
7;1;1;1;0;0.000;4979.063014;4979.066856;32.616;775949;9238;12415184;12415184;1902.497;1902.497;2979.654;3161.448;2979.654;4.277;3.842;6.526;1.868;14.644;14.644;99.998;73.765;154;0;154;4658;0
8;1;1;1;0;0.000;4979.095191;4979.100034;33.178;775463;9232;12407408;12407408;1408.122;1408.122;2977.788;3159.464;2977.788;3.121;4.843;8.811;2.596;16.775;16.775;99.999;71.129;0;0;0;0;0
9;1;1;1;0;0.000;4979.131132;4979.136083;36.048;775698;9235;12411168;12411168;1597.377;1597.377;2978.690;3160.425;2978.690;5.726;4.951;7.770;2.278;18.447;18.447;99.997;73.159;0;0;0;0;0
10;1;1;1;0;0.000;4979.162090;4979.165432;29.349;778020;9263;12448320;12448320;1270.057;1270.057;2987.606;3169.893;2987.606;3.353;3.341;9.801;2.720;16.496;16.496;99.998;79.743;0;0;0;0;0
11;1;1;1;0;0.000;4979.195519;4979.198925;33.494;778554;9269;12456864;12456864;1168.219;1168.219;2989.657;3172.061;2989.657;3.449;3.406;10.663;2.957;17.518;17.518;99.999;80.557;0;0;0;0;0
12;1;1;1;0;0.000;4979.228995;4979.231447;32.522;779986;9286;12479776;12479776;1106.191;1106.191;2995.156;3177.895;2995.156;3.591;2.452;11.282;2.682;17.325;17.325;99.999;85.844;1362;0;1362;42544;0
