frame_id;rx_complete;tx_complete;current_skip;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_media_bytes;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;arrived_points;eroded_points;valid_points;erosion_ms;reconstruction_ms;pose_ms;reconstruction_pipeline_ms;tx_duration_ms;active_tx_ms;active_process_ms;reference_process_ms;total_processing_ms;total_residency_ms;reference_residency_ms;node_efficiency_pct;reference_efficiency_pct;gpu_transfer_ms;gpu_copyback_ms;host_overhead_ms;camera_node_ms;e2e_latency_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;pose_control_ms;codec_queue_ms;frame_queue_ms;codec_backlog;decode_service_ms;decode_h265_ms;ffmpeg_write_calls;ffmpeg_write_failures;codec_queue_drops;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
33;1;1;1;0.000000;0.000000;1.000000;2432.870840;2432.984636;2433.117959;776999;23688;139814;18;3496;23688;25776;100.000;0.879;0.953;536.898;615.756;6.186;162473;151153;139814;0.178;0.105;0.065;2.472;2.192;0.551;41.981;39.725;133.290;133.323;131.113;31.489;30.298;1.731;0.276;0.117;113.796;247.119;183.058;34.020;0.686;3.692;0.000;0.033;0.000;10;37.318;128.607;3;0;0;0;0;0;0;0
34;1;1;1;0.000000;0.000000;1.000000;2432.901678;2433.011770;2433.142376;778650;22936;137648;18;3442;22936;25024;100.000;0.562;0.611;528.581;606.220;6.006;157983;147475;137648;0.224;0.112;0.068;2.554;2.121;0.709;29.070;26.882;130.574;130.606;128.460;22.258;20.926;1.746;0.281;0.123;110.092;240.698;174.141;27.134;6.199;3.849;0.000;0.031;0.000;11;24.396;125.874;3;0;0;0;0;0;0;0
35;1;1;1;0.000000;0.000000;1.000000;2432.937784;2433.052819;2433.183233;778007;22936;137154;18;3429;22936;25024;100.000;0.688;0.747;526.684;604.030;6.006;156457;146475;137154;0.179;0.106;0.063;2.401;1.918;0.503;45.533;43.551;130.365;130.414;128.477;34.914;33.898;1.703;0.232;0.118;115.035;245.449;181.665;41.049;7.716;4.090;0.000;0.049;0.000;17;41.214;126.025;2;0;0;0;0;0;0;0
36;1;1;1;0.000000;0.000000;1.000000;2432.970794;2433.086342;2433.221486;776483;25004;138046;19;3452;25004;27208;100.000;0.878;0.952;530.109;607.974;6.530;155937;147008;138046;0.181;0.108;0.065;2.524;2.277;0.711;42.568;40.227;135.116;135.144;132.848;31.499;30.281;1.801;0.250;0.121;115.548;250.692;186.584;33.523;0.189;3.847;0.000;0.028;0.000;12;37.768;130.294;3;0;0;0;0;0;0;0
37;1;1;1;0.000000;0.000000;1.000000;2433.001979;2433.115046;2433.248145;781287;26320;139346;20;3484;26320;28640;100.000;454.338;492.739;535.101;613.688;6.874;157460;149487;139346;0.229;0.114;0.071;2.873;3.172;1.117;31.435;28.193;133.067;133.098;129.887;23.618;21.706;1.929;0.343;0.188;113.068;246.166;179.910;28.705;4.629;3.896;0.000;0.032;0.000;14;25.391;126.980;2;0;0;0;0;0;0;0
38;1;1;1;0.000000;0.000000;1.000000;2433.037545;2433.154013;2433.297734;780329;28012;141098;22;3528;28012;30564;100.000;0.837;0.910;541.829;621.408;7.335;157637;150141;141098;0.181;0.106;0.065;2.010;2.255;0.535;55.653;53.334;143.677;143.722;141.450;38.723;37.705;1.388;0.185;0.085;116.467;260.189;196.166;38.966;5.633;4.004;0.000;0.045;0.000;13;51.389;139.395;4;0;0;0;0;0;0;0
39;1;1;1;0.087266;0.000000;1.000000;2433.070191;2433.187685;2433.336027;780785;28952;142238;22;3556;28952;31504;100.000;0.987;1.071;546.206;626.417;7.561;158178;150818;142238;1.278;0.114;0.069;4.985;1.711;0.383;42.541;40.762;148.305;148.342;146.610;28.678;27.803;1.819;0.262;1.444;117.494;265.836;201.126;33.673;0.339;3.775;26.387;0.037;0.000;14;35.845;141.577;3;0;0;0;0;0;0;0
40;1;1;1;0.087266;0.000000;1.000000;2433.102266;2433.217239;2433.362100;785430;29892;143844;23;3597;29892;32560;100.000;0.644;0.699;552.373;633.509;7.814;159340;152098;143844;0.182;0.108;0.065;2.263;1.791;0.488;32.770;30.914;144.818;144.861;143.054;22.622;21.610;1.629;0.189;0.091;114.973;259.834;193.865;29.553;3.780;3.775;0.000;0.043;0.000;11;28.716;140.746;6;0;0;0;0;0;0;0
41;1;1;1;0.087266;0.000000;1.000000;2433.136628;2433.263865;2433.401875;789479;30832;146416;24;3661;30832;33616;100.000;0.820;0.891;562.250;644.830;8.068;161458;154259;146416;0.191;0.112;0.070;2.845;2.273;0.555;43.826;41.484;137.988;138.010;135.723;31.756;30.565;1.459;0.194;0.820;127.236;265.247;200.307;46.626;13.293;4.370;0.000;0.022;0.000;17;38.708;132.854;3;0;0;0;0;0;0;0
42;1;1;1;0.087266;0.000000;1.000000;2433.170457;2433.301648;2433.436892;789348;31584;148106;24;3703;31584;34368;100.000;1.395;1.514;568.740;652.267;8.248;163190;156459;148106;0.192;0.113;0.069;2.909;2.421;0.586;40.131;37.641;135.212;135.244;132.806;29.673;28.343;1.665;0.196;0.675;131.191;266.435;201.991;37.784;4.450;4.375;0.000;0.032;0.000;19;34.801;129.864;3;0;0;0;0;0;0;0
