frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;2913.753569;2913.938409;2913.939705;784142;146318;146318;1829;1829;2341088;2341140;100.000;1808.585;1808.585;561.874;603.123;561.874;1.292;0.719;0.776;1.296;0.000;1.296;59.889;100.000;184.839;1.296;0.000;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;2913.787258;2913.973317;2913.974506;783406;144182;144182;1803;1803;2306912;2306964;100.000;1945.448;1945.448;553.671;594.335;553.671;1.184;0.568;0.623;34.801;33.612;1.189;52.425;3.416;186.059;2.764;34.908;1.575;0.098;0;0;0;0;0;0;0;0
3;1;1;1;2913.822943;2914.015754;2914.032026;780200;141754;141754;1772;1772;2268064;2268116;100.000;139.504;139.504;544.348;584.312;544.348;16.265;1.555;1.599;57.520;41.249;16.271;9.830;28.288;192.811;26.950;42.438;9.104;0.661;0;0;0;0;0;0;0;0
4;1;1;1;2913.855668;2914.060845;2914.063707;778467;139430;139430;1743;1743;2230880;2230932;100.000;781.816;781.816;535.424;574.733;535.424;2.853;1.971;2.012;31.681;28.819;2.862;70.282;9.034;205.177;25.298;45.090;11.757;1.355;0;0;0;0;0;0;0;0
5;1;1;1;2913.887390;2914.095662;2914.098186;776427;137802;137802;1723;1723;2204832;2204884;100.000;880.938;880.938;529.172;568.031;529.172;2.516;1.862;1.907;34.480;31.956;2.524;75.543;7.320;208.273;26.444;34.818;1.484;1.363;0;0;0;0;0;0;0;0
6;1;1;1;2913.924054;2914.113462;2914.114894;774893;137230;137230;1716;1716;2195680;2195732;100.000;1538.984;1538.984;526.976;565.676;526.976;1.426;0.622;0.676;16.708;15.276;1.432;47.248;8.568;189.408;9.819;17.800;15.533;2.249;0;0;0;0;0;0;0;0
7;1;1;1;2913.956094;2914.142224;2914.143891;775949;137590;137590;1720;1720;2201440;2201492;100.000;1325.881;1325.881;528.358;567.149;528.358;1.662;0.615;0.669;28.997;27.330;1.667;40.126;5.749;186.130;5.482;28.761;4.572;2.394;0;0;0;0;0;0;0;0
8;1;1;1;2913.987345;2914.182755;2914.199164;775463;137746;137746;1722;1722;2203936;2203988;100.000;134.538;134.538;528.957;567.793;528.957;16.405;1.840;1.883;55.273;38.864;16.409;11.475;29.687;195.410;27.422;40.531;7.198;2.694;0;0;0;0;0;0;0;0
9;1;1;1;2914.020690;2914.214655;2914.215689;775698;138024;138024;1726;1726;2208384;2208436;100.000;2151.909;2151.909;530.025;568.951;530.025;1.019;0.652;0.699;16.525;15.490;1.034;67.573;6.259;193.965;10.614;31.900;1.434;2.615;0;0;0;0;0;0;0;0
10;1;1;1;2914.053985;2914.249972;2914.266775;778020;138278;138278;1729;1729;2212448;2212500;100.000;131.674;131.674;531.000;569.994;531.000;16.798;1.697;1.739;51.086;34.283;16.804;10.349;32.892;195.987;28.367;35.317;1.984;2.576;0;0;0;0;0;0;0;0
11;1;1;1;2914.088126;2914.280335;2914.281773;778554;139114;139114;1739;1739;2225824;2225876;100.000;1551.139;1551.139;534.210;573.430;534.210;1.432;0.684;0.733;14.997;13.559;1.438;50.957;9.587;192.208;10.031;30.363;2.970;2.600;0;0;0;0;0;0;0;0
12;1;1;1;2914.122083;2914.332369;2914.335057;779986;140496;140496;1757;1757;2247936;2247988;100.000;843.167;843.167;539.517;579.143;539.517;2.678;1.940;2.000;53.284;50.596;2.688;74.413;5.045;210.286;29.982;52.034;18.701;3.607;0;0;0;0;0;0;0;0
13;1;1;1;2914.154165;2914.348909;2914.350097;780926;142868;142868;1786;1786;2285888;2285940;100.000;1935.997;1935.997;548.626;588.905;548.626;1.181;0.665;0.714;15.040;13.852;1.188;60.119;7.898;194.744;11.688;16.540;16.793;4.431;0;0;0;0;0;0;0;0
14;1;1;1;2914.187358;2914.382186;2914.398428;782770;144928;144928;1812;1812;2318848;2318900;100.000;142.895;142.895;556.536;597.402;556.536;16.237;1.838;1.879;48.330;32.089;16.241;11.571;33.605;194.828;26.686;33.277;0.056;4.157;0;0;0;0;0;0;0;0
15;1;1;1;2914.220652;2914.416314;2914.432957;784474;146044;146044;1826;1826;2336704;2336756;100.000;140.419;140.419;560.821;602.004;560.821;16.638;1.882;1.927;34.530;17.887;16.643;11.577;48.199;195.662;27.882;34.128;0.795;3.947;0;0;0;0;0;0;0;0
16;1;1;1;2914.254262;2914.443674;2914.444809;785193;145822;145822;1823;1823;2333152;2333204;100.000;2070.729;2070.729;559.969;601.083;559.969;1.130;0.536;0.591;11.852;10.717;1.135;52.097;9.575;189.412;6.400;27.360;5.974;4.074;0;0;0;0;0;0;0;0
17;1;1;1;2914.287254;2914.476226;2914.477756;782720;144126;144126;1802;1802;2306016;2306068;100.000;1509.833;1509.833;553.456;594.097;553.456;1.526;0.735;0.791;32.947;31.417;1.530;51.680;4.645;188.972;6.014;32.552;0.782;3.868;0;0;0;0;0;0;0;0
18;1;1;1;2914.321827;2914.510105;2914.511302;781613;141930;141930;1775;1775;2270880;2270932;100.000;1904.679;1904.679;545.024;585.055;545.024;1.193;0.650;0.726;33.546;32.349;1.197;60.667;3.568;188.278;6.227;33.879;0.546;3.661;0;0;0;0;0;0;0;0
19;1;1;1;2914.353445;2914.547528;2914.549131;780006;139740;139740;1747;1747;2235840;2235892;100.000;1399.953;1399.953;536.614;576.014;536.614;1.596;0.829;0.880;37.829;36.227;1.603;54.881;4.236;194.083;10.722;37.423;4.090;3.687;0;0;0;0;0;0;0;0
20;1;1;1;2914.387338;2914.582562;2914.598481;780302;138346;138346;1730;1730;2213536;2213588;100.000;139.063;139.063;531.261;570.277;531.261;15.915;15.210;15.254;49.350;33.431;15.919;95.820;32.257;195.225;26.739;35.034;1.700;3.563;0;0;0;0;0;0;0;0
21;1;1;1;2914.421486;2914.612580;2914.613962;779066;137844;137844;1724;1724;2205504;2205556;100.000;1604.459;1604.459;529.333;568.214;529.333;1.376;0.735;0.782;15.480;14.098;1.382;56.609;8.929;191.093;8.886;30.017;3.316;3.548;0;0;0;0;0;0;0;0
22;1;1;1;2914.455708;2914.642838;2914.644343;778280;138092;138092;1727;1727;2209472;2209524;100.000;1476.586;1476.586;530.286;569.234;530.286;1.501;0.656;0.708;30.382;28.876;1.506;47.012;4.956;187.130;5.935;30.258;3.075;3.518;0;0;0;0;0;0;0;0
23;1;1;1;2914.487937;2914.675563;2914.676592;778907;138240;138240;1728;1728;2211840;2211892;100.000;2168.453;2168.453;530.854;569.825;530.854;1.025;0.631;0.683;32.249;31.219;1.030;66.324;3.193;187.626;4.850;32.725;0.608;3.336;0;0;0;0;0;0;0;0
24;1;1;1;2914.520520;2914.712687;2914.714239;779289;138556;138556;1732;1732;2216896;2216948;100.000;1429.841;1429.841;532.068;571.129;532.068;1.545;0.755;0.803;37.646;36.095;1.552;51.724;4.122;192.168;9.163;37.125;3.791;3.365;0;0;0;0;0;0;0;0
25;1;1;1;2914.553633;2914.746968;2914.748221;779739;138952;138952;1737;1737;2223232;2223284;100.000;1779.026;1779.026;533.588;572.762;533.588;1.105;0.716;0.763;33.982;32.730;1.252;60.919;3.685;193.336;9.812;34.281;0.948;3.214;0;0;0;0;0;0;0;0
