frame_id;rx_complete;current_skip;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;arrived_points;eroded_points;valid_points;rx_points;rx_packets;payload_bytes;data_integrity_pct;internal_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;arrival_pct;erosion_pct;valid_pct;web_publish_ms;web_ack_ms;active_process_ms;total_residency_ms;node_efficiency_pct;camera_node_ms;e2e_latency_ms;reference_e2e_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;cmd_id;reference_cmd_ms;cmd_apply_ms;cmd_photon_ms;quality_save_ms;mean_error;geom_rmse;chamfer;hausdorff;mean_mm;rmse_mm;chamfer_mm;hausdorff_mm
263;1;1;0.000000;-0.785398;1.000000;3280.210248;3280.451074;3280.454423;801032;164662;156604;144662;144662;1809;2314592;100.000;691.616;555.515;596.313;20.556;95.106;18.059;0.001;83.767;2.258;3.349;67.419;240.826;244.176;244.173;10.543;2.134;5.595;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
264;1;1;0.000000;-0.872665;1.000000;3280.242067;3280.481865;3280.496196;793638;164298;156519;145976;145976;1825;2335616;100.000;162.992;560.560;601.720;20.702;95.265;18.393;0.000;0.000;12.832;14.331;89.537;239.798;254.129;254.128;8.000;2.543;5.404;48;3.357;45.131;181.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
265;1;1;0.000000;-0.872665;1.000000;3280.276547;3280.525109;3280.529533;801156;165435;158120;148478;148478;1856;2375648;100.000;537.125;570.168;612.027;20.650;95.578;18.533;0.000;103.380;4.011;4.424;90.668;248.563;252.987;252.986;17.911;9.911;5.686;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
266;1;1;0.000000;-0.872665;1.000000;3280.310256;3280.559172;3280.566100;804749;166482;159398;149922;149922;1875;2398752;100.000;346.348;575.713;618.000;20.687;95.745;18.630;0.001;0.000;6.411;6.927;92.552;248.916;255.843;255.842;18.641;0.730;5.376;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
267;1;1;0.000000;-0.872665;1.000000;3280.343042;3280.581250;3280.588785;805449;166595;159549;150436;150436;1881;2406976;100.000;319.488;577.687;620.110;20.683;95.771;18.677;0.000;0.000;4.966;7.535;65.898;238.208;245.743;245.742;7.385;11.256;5.744;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
268;1;1;0.000000;-0.959931;1.000000;3280.375005;3280.618096;3280.621675;805329;165146;158357;149636;149636;1871;2394176;100.000;669.512;574.615;616.812;20.507;95.889;18.581;0.001;84.227;1.864;3.578;52.094;243.091;246.670;246.667;10.898;3.513;5.604;49;23.120;23.120;111.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
269;1;1;0.000000;-0.959931;1.000000;3280.409185;3280.656953;3280.663934;805419;163457;156884;148420;148420;1856;2374720;100.000;340.230;569.945;611.804;20.295;95.979;18.428;0.001;0.000;6.556;6.981;93.920;247.768;254.749;254.748;16.422;5.523;5.599;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
270;1;1;0.000000;-0.959931;1.000000;3280.444228;3280.692923;3280.697144;804474;161092;154641;146600;146600;1833;2345600;100.000;555.916;562.956;604.296;20.025;95.995;18.223;0.001;94.501;3.658;4.221;86.662;248.695;252.915;252.914;19.059;2.637;5.414;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
271;1;1;0.000000;-0.959931;1.000000;3280.476333;3280.722606;3280.728656;796101;181623;158138;145088;145088;1814;2321408;100.000;383.783;557.150;598.062;22.814;87.069;18.225;0.000;0.000;5.346;6.050;88.365;246.272;252.322;252.321;15.407;3.651;5.304;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
272;1;1;0.000000;-0.959931;1.000000;3280.508672;3280.750643;3280.757200;805073;170855;156040;144742;144742;1810;2315872;100.000;353.268;555.822;596.643;21.222;91.329;17.979;0.000;0.000;1.705;6.557;26.009;241.971;248.528;248.527;10.112;5.296;5.303;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
273;1;1;0.000000;-0.959931;1.000000;3280.542611;3280.791658;3280.797072;797204;168227;154926;144320;144320;1804;2309120;100.000;426.641;554.201;594.887;21.102;92.093;18.103;0.000;71.131;4.985;5.414;92.083;249.047;254.461;254.460;17.794;7.682;5.452;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
274;1;1;0.000000;-1.047198;1.000000;3280.577231;3280.822828;3280.825992;805139;166731;155315;144042;144042;1801;2304672;100.000;728.634;553.134;593.752;20.708;93.153;17.890;0.000;0.000;2.747;3.164;86.836;245.597;248.761;248.760;15.630;2.164;5.247;50;28.099;57.019;221.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
275;1;1;0.000000;-1.047198;1.000000;3280.609500;3280.846873;3280.848229;808073;164818;154113;144130;144130;1802;2306080;100.000;1701.053;553.472;594.112;20.396;93.505;17.836;0.000;111.757;1.006;1.356;74.189;237.373;238.730;238.729;6.341;9.289;5.499;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
276;1;1;0.000000;-1.047198;1.000000;3280.642612;3280.884960;3280.890658;813584;164853;155284;144164;144164;1803;2306624;100.000;404.938;553.602;594.265;20.263;94.195;17.720;0.001;0.000;5.044;5.698;88.522;242.349;248.047;248.045;11.095;4.754;5.453;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
277;1;1;0.000000;-1.047198;1.000000;3280.676367;3280.923332;3280.924824;812306;163818;154561;144334;144334;1805;2309344;100.000;1548.745;554.255;594.963;20.167;94.349;17.768;0.000;0.000;1.090;1.492;73.066;246.965;248.456;248.456;16.134;5.038;5.427;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
278;1;1;0.000000;-1.134464;1.000000;3280.711360;3280.960002;3280.966250;817500;163571;155203;144850;144850;1811;2317600;100.000;371.037;556.236;597.080;20.009;94.884;17.719;0.000;73.950;5.618;6.249;89.914;248.642;254.891;254.889;19.470;3.336;5.296;51;13.525;54.950;151.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
279;1;1;0.000000;-1.134464;1.000000;3280.743179;3280.983181;3280.985194;824803;164322;156257;147006;147006;1838;2352096;100.000;1169.171;564.516;605.968;19.923;95.092;17.823;0.000;0.000;1.467;2.013;72.884;240.003;242.016;242.015;9.317;10.153;5.600;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
280;1;1;0.000000;-1.134464;1.000000;3280.775572;3281.017274;3281.020988;813944;166314;158727;149388;149388;1868;2390208;100.000;643.920;573.662;615.792;20.433;95.438;18.354;0.000;98.118;1.952;3.714;52.576;241.702;245.415;245.414;10.076;0.759;5.297;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
281;1;1;0.000000;-1.134464;1.000000;3280.809289;3281.056468;3281.058060;815307;166129;158852;150146;150146;1877;2402336;100.000;1510.327;576.573;618.906;20.376;95.620;18.416;0.000;0.000;1.134;1.592;71.246;247.180;248.771;248.770;15.937;5.861;5.332;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
282;1;1;0.000000;-1.221730;1.000000;3280.844075;3281.092747;3281.098133;816329;165452;158474;149960;149960;1875;2399360;100.000;445.529;575.859;618.146;20.268;95.782;18.370;0.000;0.000;4.934;5.386;91.604;248.672;254.059;254.058;18.882;2.945;5.183;52;17.860;57.934;158.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
283;1;1;0.000000;-1.221730;1.000000;3280.875920;3281.118745;3281.129121;813249;163523;156572;148574;148574;1858;2377184;100.000;229.124;570.537;612.441;20.107;95.749;18.269;0.000;72.592;8.891;10.376;85.684;242.825;253.201;253.200;11.547;7.335;5.318;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
284;1;1;0.000000;-1.221730;1.000000;3280.908873;3281.152594;3281.161616;809333;161347;154561;146866;146866;1836;2349856;100.000;260.507;563.978;605.386;19.936;95.794;18.147;0.000;0.000;6.370;9.022;70.607;243.721;252.743;252.741;12.062;0.515;5.018;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
285;1;1;0.000000;-1.221730;1.000000;3280.942384;3281.187498;3281.202452;815482;159691;152899;145550;145550;1820;2328800;100.000;155.743;558.924;599.971;19.582;95.747;17.848;0.000;68.431;1.285;14.954;8.594;245.114;260.068;260.067;13.633;1.571;4.802;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
286;1;1;0.000000;-1.221730;1.000000;3280.977100;3281.221238;3281.227588;814633;181574;157734;144160;144160;1802;2306560;100.000;363.331;553.587;594.228;22.289;86.870;17.696;0.000;0.000;1.976;6.350;31.117;244.139;250.489;250.487;14.040;0.407;4.527;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
287;1;1;0.000000;-1.308997;1.000000;3281.009191;3281.252672;3281.257898;814941;171806;155959;142853;142853;1786;2285648;100.000;437.600;548.568;588.848;21.082;90.776;17.529;0.001;82.413;4.513;5.226;86.357;243.481;248.707;248.704;12.141;1.900;4.363;53;0.740;56.185;150.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
288;1;1;0.000000;-1.308997;1.000000;3281.042573;3281.283554;3281.296644;818847;168237;154425;142468;142468;1781;2279488;100.000;174.181;547.090;587.256;20.546;91.790;17.399;0.001;0.000;9.970;13.090;76.162;240.981;254.071;254.068;9.689;2.452;4.244;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
289;1;1;0.000000;-1.308997;1.000000;3281.076057;3281.323008;3281.330028;824052;165649;153222;142484;142484;1782;2279744;100.000;324.789;547.151;587.340;20.102;92.498;17.291;0.000;152.773;3.308;7.020;47.121;246.951;253.971;253.971;15.810;6.121;4.361;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
290;1;1;0.000000;-1.308997;1.000000;3281.110861;3281.359061;3281.365729;835458;164767;153473;143172;143172;1790;2290752;100.000;343.647;549.793;590.163;19.722;93.145;17.137;0.001;0.000;1.567;6.668;23.493;248.200;254.868;254.866;18.530;2.720;4.258;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
291;1;1;0.000000;-1.308997;1.000000;3281.142874;3281.384097;3281.390299;819605;163530;154095;143314;143314;1792;2293024;100.000;369.817;550.338;590.753;19.952;94.230;17.486;0.001;0.000;1.574;6.202;25.378;241.223;247.425;247.424;10.233;8.297;4.511;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
292;1;1;0.000000;-1.308997;1.000000;3281.175644;3281.414587;3281.422147;827799;162739;153547;143732;143732;1797;2299712;100.000;304.316;551.943;592.471;19.659;94.352;17.363;0.001;0.000;3.478;7.560;46.009;238.943;246.503;246.500;7.389;2.844;4.407;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
293;1;1;0.000000;-1.396263;1.000000;3281.209350;3281.458311;3281.469353;830771;161869;153614;144010;144010;1801;2304160;100.000;208.687;553.011;593.629;19.484;94.900;17.335;0.000;156.159;10.485;11.042;94.960;248.961;260.003;260.002;17.780;10.391;4.781;54;17.614;64.823;264.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
294;1;1;0.000000;-1.396263;1.000000;3281.243673;3281.495601;3281.496817;835004;162561;155200;145768;145768;1823;2332288;100.000;1919.469;559.762;600.876;19.468;95.472;17.457;0.000;0.000;0.888;1.215;73.028;251.928;253.144;253.144;21.736;3.957;4.729;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
295;1;1;0.000000;-1.396263;1.000000;3281.276251;3281.512059;3281.513170;814967;164376;157150;148094;148094;1852;2369504;100.000;2134.485;568.693;610.462;20.170;95.604;18.172;0.000;0.000;0.644;1.111;58.025;235.808;236.918;236.918;4.861;16.875;5.488;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
296;1;1;0.000000;-1.396263;1.000000;3281.308977;3281.534510;3281.538014;818656;165080;157989;149404;149404;1868;2390464;100.000;682.300;573.724;615.853;20.165;95.705;18.250;0.000;0.000;1.010;3.505;28.806;225.532;229.037;229.036;-6.022;10.883;5.825;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
297;1;1;0.000000;-1.396263;1.000000;3281.343314;3281.568562;3281.574046;819807;164855;157701;149370;149370;1868;2389920;100.000;435.847;573.593;615.723;20.109;95.660;18.220;0.000;0.000;1.985;5.484;36.202;225.248;230.733;230.732;-5.302;0.719;5.506;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
298;1;1;0.000000;-1.396263;1.000000;3281.376302;3281.596716;3281.601934;814766;163021;156107;148012;148012;1851;2368192;100.000;453.891;568.379;610.125;20.008;95.759;18.166;0.000;82.185;4.895;5.218;93.808;220.414;225.632;225.632;-10.482;5.179;5.486;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
299;1;1;0.000000;-1.396263;1.000000;3281.409457;3281.647625;3281.648870;809259;160444;153761;146174;146174;1828;2338784;100.000;1878.682;561.321;602.548;19.826;95.835;18.063;0.000;0.000;0.914;1.245;73.360;238.168;239.413;239.413;7.093;17.575;6.241;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
300;1;1;0.000000;-1.396263;1.000000;3281.441697;3281.683948;3281.686311;812212;158639;151874;144110;144110;1802;2305760;100.000;976.130;553.395;594.036;19.532;95.736;17.743;0.000;58.989;2.007;2.363;84.934;242.251;244.614;244.614;10.083;2.990;6.038;0;0.000;0.000;0.000;0.000;nan;nan;nan;nan;nan;nan;nan;nan
