frame_id;rx_complete;tx_complete;current_skip;event;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;codec_exit_time;node_exit_timestamp;original_points;rx_points;processed_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;conversion_ms;geometry_aggregation_ms;max_r_ms;projection_ms;codec_write_ms;active_tx_ms;active_process_ms;reference_process_ms;total_processing_ms;total_residency_ms;reference_residency_ms;node_efficiency_pct;reference_efficiency_pct;gpu_transfer_ms;gpu_kernel_ms;gpu_packing_ms;gpu_copyback_ms;host_overhead_ms;camera_node_ms;e2e_latency_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;reference_jitter_ms;raw_queue_ms;render_queue_ms;workload_ewma_ms;workload_ratio;frame_backlog;codec_backlog;encode_service_ms;encode_h265_ms;mse_y;psnr_y;ssim_y;mpeg_bytes_generated;ffmpeg_write_calls;ffmpeg_write_eagain;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;WARMUP;0.000;0.000;1.000;2913.753569;2913.755913;2913.788347;2913.838212;784142;784142;784142;9802;109;12546272;12546312;100.000;918.395;918.395;34.177;37.557;3011.115;10.353;0.000;0.000;12.345;6.318;0.003;29.016;29.016;68.638;82.299;32.434;35.256;89.460;1.609;0.901;0.508;1.392;7.934;2.344;84.642;82.299;0.000;0.000;0.000;0.000;0.015;0.095;12.360;0.371;0;1;28.904;28.905;nan;nan;nan;142316;1;0;0;0;0;0;0
2;1;1;1;WARMUP;0.000;0.000;1.000;2913.787258;2913.791066;2913.817081;2913.838247;783406;783406;783406;9793;22;12534496;12534536;100.000;903.620;903.620;6.970;7.635;3008.289;2.801;0.000;0.000;4.315;7.338;0.000;14.455;14.455;33.310;47.182;26.015;30.637;55.564;1.474;0.903;0.515;1.397;0.026;3.808;50.989;49.001;35.153;1.819;0.114;1.819;0.011;0.478;10.351;0.311;0;2;28.466;28.467;nan;nan;nan;28952;1;0;0;0;0;0;0
3;1;1;1;WARMUP;0.000;0.000;1.000;2913.822943;2913.826598;2913.854622;2913.906747;780200;780200;780200;9753;18;12483200;12483240;100.000;815.274;815.274;5.526;6.066;2995.978;3.445;0.000;0.000;4.460;7.438;0.002;15.343;15.343;64.836;80.148;28.023;19.144;54.752;1.453;0.901;0.505;1.575;0.027;3.655;83.804;84.167;35.533;2.200;0.244;2.200;0.002;0.811;8.881;0.266;0;1;32.497;32.498;nan;nan;nan;22936;1;0;0;0;0;0;0
4;1;1;1;WARMUP;0.000;0.000;1.000;2913.855668;2913.860536;2913.886661;2913.940836;778467;778467;778467;9731;18;12455472;12455512;100.000;897.806;897.806;5.481;6.021;2989.323;2.795;0.000;0.000;5.250;6.397;0.001;14.441;14.441;66.426;80.300;26.125;17.984;55.277;2.414;0.880;0.507;1.421;0.028;4.869;85.168;84.923;33.938;0.605;0.267;0.605;0.002;0.603;7.977;0.239;0;2;26.477;26.479;nan;nan;nan;22748;1;0;0;0;0;0;0
5;1;1;1;WARMUP;0.000;0.000;1.000;2913.887390;2913.890782;2913.919352;2913.982184;776427;776427;776427;9706;17;12422832;12422872;100.000;766.497;766.497;5.345;5.855;2981.489;3.800;0.000;0.000;4.891;7.017;0.001;15.708;15.708;75.195;91.402;28.570;17.185;54.980;2.068;0.882;0.519;1.392;0.030;3.393;94.795;92.938;30.246;3.088;0.443;3.088;0.002;0.453;4.901;0.147;0;1;28.497;28.499;nan;nan;nan;22184;1;0;0;0;0;0;0
6;1;1;1;IDLE;0.000;0.000;1.000;2913.924054;2913.927828;2913.956440;2914.016142;774893;774893;774893;9687;19;12398288;12398328;100.000;804.643;804.643;5.932;6.504;2975.599;3.166;0.000;0.000;4.568;8.020;0.001;15.754;15.754;72.905;88.314;28.611;17.839;55.063;1.731;0.896;0.520;1.393;0.028;3.774;92.088;93.562;37.046;3.713;0.647;3.713;0.002;0.612;4.820;0.145;0;1;33.762;33.763;nan;nan;nan;24628;1;0;0;0;0;0;0
7;1;1;1;IDLE;0.000;0.000;1.000;2913.956094;2913.962366;2913.988883;2914.048537;775949;775949;775949;9700;19;12415184;12415224;100.000;802.741;802.741;5.977;6.549;2979.654;3.430;0.000;0.000;4.333;6.384;0.002;14.147;14.147;70.705;86.171;26.517;16.418;53.352;1.526;0.885;0.504;1.391;0.027;6.272;92.443;92.624;34.537;1.204;0.682;1.204;0.002;0.331;4.701;0.141;0;2;33.640;33.641;nan;nan;nan;24816;1;0;0;0;0;0;0
8;1;1;1;IDLE;0.000;0.000;1.000;2913.987345;2913.991261;2914.023596;2914.048571;775463;775463;775463;9694;20;12407408;12407448;100.000;672.931;672.931;6.338;6.941;2977.788;3.934;0.000;0.000;6.405;7.014;0.000;17.353;17.353;38.872;57.310;32.335;30.279;53.665;3.124;1.089;0.502;1.656;0.034;3.916;61.226;59.325;28.895;4.438;0.917;4.438;0.002;0.475;5.134;0.154;0;2;31.952;31.953;nan;nan;nan;26320;1;0;0;0;0;0;0
9;1;1;1;IDLE;0.000;0.000;1.000;2914.020690;2914.023824;2914.055075;2914.111697;775698;775698;775698;9697;20;12411168;12411208;100.000;630.395;630.395;6.338;6.941;2978.690;3.919;0.000;0.000;5.006;6.421;0.002;15.345;15.345;68.185;87.873;31.251;17.463;49.103;2.119;0.925;0.537;1.393;0.032;3.134;91.007;89.118;32.563;0.770;0.908;0.770;0.002;0.133;5.105;0.153;0;2;28.122;28.124;nan;nan;nan;26320;1;0;0;0;0;0;0
10;1;1;1;IDLE;0.000;0.000;1.000;2914.053985;2914.059118;2914.089686;2914.150327;778020;778020;778020;9726;20;12448320;12448360;100.000;702.886;702.886;6.112;6.715;2987.606;4.192;0.000;0.000;5.178;6.950;0.002;16.319;16.319;73.499;91.209;30.568;17.892;53.387;2.418;0.819;0.477;1.432;0.031;5.133;96.342;94.414;35.294;1.961;0.973;1.961;0.002;0.727;5.127;0.154;0;1;28.955;28.959;nan;nan;nan;25380;1;0;0;0;0;0;0
