frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;geometry_aggregation_ms;max_r_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;6056.424947;6056.427143;6056.441478;784142;784142;784142;9802;9802;12546272;12546312;100.000;1298.011;875.248;3011.115;3382.797;3011.115;14.319;0.927;9.709;5.691;2.601;14.335;0.000;14.335;67.732;100.000;2.197;14.335;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;6056.458566;6056.461731;6056.477738;783406;783406;783406;9793;9793;12534496;12534536;100.000;1116.341;783.033;3008.289;3379.630;3008.289;15.986;1.076;10.380;6.100;2.628;36.260;20.253;16.008;64.844;44.147;3.165;17.262;1.254;0.078;0;0;0;0;0;0;0;0
3;1;1;1;6056.493063;6056.496094;6056.511669;780200;780200;780200;9753;9753;12483200;12483240;100.000;1165.536;801.482;2995.978;3365.802;2995.978;15.560;1.473;10.476;5.734;2.729;33.931;18.356;15.575;67.262;45.902;3.031;17.859;1.030;0.138;0;0;0;0;0;0;0;0
4;1;1;1;6056.525895;6056.528786;6056.544029;778467;778467;778467;9731;9731;12455472;12455512;100.000;1204.943;817.118;2989.323;3358.313;2989.323;15.228;1.072;10.121;5.765;2.740;32.359;17.116;15.243;66.396;47.106;2.890;16.885;0.642;0.169;0;0;0;0;0;0;0;0
5;1;1;1;6056.561247;6056.564719;6056.580365;776427;776427;776427;9706;9706;12422832;12422872;100.000;1129.497;794.016;2981.489;3349.531;2981.489;15.629;1.391;10.263;5.683;2.598;36.336;20.691;15.646;65.597;43.058;3.472;19.888;2.601;0.321;0;0;0;0;0;0;0;0
6;1;1;1;6056.593793;6056.598720;6056.613851;774893;774893;774893;9687;9687;12398288;12398328;100.000;1222.676;819.395;2975.599;3342.920;2975.599;15.113;1.445;10.539;5.799;2.798;33.486;18.355;15.131;69.653;45.186;4.927;20.041;0.667;0.343;0;0;0;0;0;0;0;0
7;1;1;1;6056.625347;6056.628791;6056.643905;775949;775949;775949;9700;9700;12415184;12415224;100.000;1221.811;821.413;2979.654;3347.468;2979.654;15.098;0.962;10.051;5.797;2.744;30.054;14.940;15.114;66.502;50.291;3.444;16.762;3.263;0.525;0;0;0;0;0;0;0;0
8;1;1;1;6056.659629;6056.662710;6056.677637;775463;775463;775463;9694;9694;12407408;12407448;100.000;1240.374;831.162;2977.788;3345.374;2977.788;14.912;0.970;10.017;5.766;2.743;33.732;18.804;14.928;67.101;44.254;3.081;17.161;0.585;0.529;0;0;0;0;0;0;0;0
9;1;1;1;6056.693897;6056.697197;6056.713870;775698;775698;775698;9697;9697;12411168;12411208;100.000;1054.414;744.400;2978.690;3346.391;2978.690;16.650;1.759;10.885;5.749;2.773;36.233;19.560;16.673;65.288;46.016;3.300;20.060;1.154;0.568;0;0;0;0;0;0;0;0
10;1;1;1;6056.725297;6056.728687;6056.745296;778020;778020;778020;9726;9726;12448320;12448360;100.000;1079.335;749.502;2987.606;3356.407;2987.606;16.588;1.025;10.447;5.983;2.806;31.426;14.817;16.609;62.902;52.851;3.390;18.152;1.844;0.648;0;0;0;0;0;0;0;0
11;1;1;1;6056.759470;6056.763220;6056.779333;778554;778554;778554;9732;9732;12456864;12456904;100.000;1104.941;773.133;2989.657;3358.685;2989.657;16.096;1.716;10.729;5.728;2.723;34.037;17.925;16.112;66.586;47.337;3.750;18.856;1.200;0.682;0;0;0;0;0;0;0;0
12;1;1;1;6056.793034;6056.797357;6056.813004;779986;779986;779986;9750;9750;12479776;12479816;100.000;1168.698;797.611;2995.156;3364.866;2995.156;15.631;1.073;10.210;5.801;2.773;33.671;18.024;15.646;65.257;46.469;4.323;19.193;0.803;0.690;0;0;0;0;0;0;0;0
13;1;1;1;6056.825468;6056.829347;6056.845059;780926;780926;780926;9762;9762;12494816;12494856;100.000;1175.348;795.259;2998.765;3368.931;2998.765;15.693;1.160;10.419;5.905;2.796;32.055;16.343;15.712;66.314;49.015;3.878;17.915;1.344;0.731;0;0;0;0;0;0;0;0
14;1;1;1;6056.859025;6056.862819;6056.879379;782770;782770;782770;9785;9785;12524320;12524360;100.000;1079.539;756.305;3005.846;3376.884;3005.846;16.544;1.774;10.949;5.776;2.804;34.320;17.760;16.560;66.119;48.251;3.794;18.902;0.139;0.694;0;0;0;0;0;0;0;0
15;1;1;1;6056.892428;6056.896954;6056.913308;784474;784474;784474;9806;9806;12551584;12551624;100.000;1101.393;767.501;3012.390;3384.224;3012.390;16.338;1.201;10.437;5.793;2.810;33.929;17.575;16.354;63.820;48.201;4.526;19.498;0.802;0.701;0;0;0;0;0;0;0;0
16;1;1;1;6056.925493;6056.929035;6056.946193;785193;785193;785193;9815;9815;12563088;12563128;100.000;1033.611;732.170;3015.151;3387.326;3015.151;17.145;1.632;10.960;5.883;2.813;32.886;15.727;17.159;63.872;52.177;3.542;19.050;1.252;0.735;0;0;0;0;0;0;0;0
17;1;1;1;6056.958939;6056.963112;6056.979029;782720;782720;782720;9784;9784;12523520;12523560;100.000;1154.774;786.825;3005.654;3376.654;3005.654;15.900;1.181;10.451;5.863;2.830;32.835;16.919;15.917;65.663;48.474;4.173;18.552;0.744;0.736;0;0;0;0;0;0;0;0
18;1;1;1;6056.992391;6056.996592;6057.012423;781613;781613;781613;9771;9771;12505808;12505848;100.000;1163.969;789.942;3001.404;3371.910;3001.404;15.815;1.202;10.495;5.880;2.839;33.394;17.563;15.831;66.293;47.407;4.200;18.613;0.146;0.699;0;0;0;0;0;0;0;0
19;1;1;1;6057.025449;6057.030007;6057.046408;780006;780006;780006;9751;9751;12480096;12480136;100.000;1088.472;760.922;2995.233;3364.981;2995.233;16.385;1.745;10.888;5.767;2.785;33.985;17.584;16.401;66.383;48.260;4.558;19.265;0.082;0.660;0;0;0;0;0;0;0;0
20;1;1;1;6057.058777;6057.062633;6057.078723;780302;780302;780302;9754;9754;12484832;12484872;100.000;1140.625;775.952;2996.369;3366.231;2996.369;16.074;1.175;10.540;5.926;2.846;32.315;16.225;16.090;65.505;49.791;3.856;18.246;0.707;0.663;0;0;0;0;0;0;0;0
21;1;1;1;6057.093043;6057.097009;6057.112990;779066;779066;779066;9739;9739;12465056;12465096;100.000;1128.519;779.977;2991.623;3360.916;2991.623;15.965;1.241;10.365;5.771;2.774;34.267;18.286;15.981;64.860;46.638;3.966;19.180;1.042;0.687;0;0;0;0;0;0;0;0
22;1;1;1;6057.125436;6057.129138;6057.145788;778280;778280;778280;9729;9729;12452480;12452520;100.000;1059.343;747.867;2988.605;3357.519;2988.605;16.635;1.791;10.934;5.815;2.730;32.798;16.148;16.651;65.667;50.767;3.702;18.645;1.204;0.719;0;0;0;0;0;0;0;0
23;1;1;1;6057.158742;6057.162907;6057.178846;778907;778907;778907;9737;9737;12462512;12462552;100.000;1136.189;781.895;2991.012;3360.230;2991.012;15.923;1.202;10.385;5.829;2.768;33.057;17.118;15.939;65.157;48.216;4.165;18.369;0.436;0.701;0;0;0;0;0;0;0;0
24;1;1;1;6057.192209;6057.196182;6057.212364;779289;779289;779289;9742;9742;12468624;12468664;100.000;1110.165;770.527;2992.479;3361.886;2992.479;16.166;1.791;10.934;5.792;2.784;33.518;17.336;16.182;67.569;48.278;3.972;18.554;0.058;0.661;0;0;0;0;0;0;0;0
25;1;1;1;6057.225836;6057.229540;6057.245598;779739;779739;779739;9747;9747;12475824;12475864;100.000;1129.117;776.921;2994.207;3363.804;2994.207;16.034;1.169;10.424;5.824;2.804;33.234;17.176;16.058;64.916;48.318;3.704;18.454;0.024;0.621;0;0;0;0;0;0;0;0
26;1;1;1;6057.258971;6057.262623;6057.278105;779364;779364;779364;9743;9743;12469824;12469864;100.000;1182.969;805.441;2992.767;3362.212;2992.767;15.466;1.170;10.290;5.767;2.789;32.507;17.025;15.482;66.464;47.626;3.652;17.628;0.250;0.598;0;0;0;0;0;0;0;0
27;1;1;1;6057.292776;6057.296300;6057.313085;780025;780025;780025;9751;9751;12480400;12480440;100.000;1052.788;743.549;2995.306;3365.054;2995.306;16.769;1.733;10.907;5.765;2.784;34.980;18.195;16.785;64.979;47.984;3.524;19.275;0.344;0.582;0;0;0;0;0;0;0;0
28;1;1;1;6057.325337;6057.329287;6057.345748;780373;780373;780373;9755;9755;12485968;12486008;100.000;1100.799;758.527;2996.642;3366.542;2996.642;16.443;1.218;10.613;5.928;2.853;32.663;16.202;16.461;64.474;50.396;3.950;18.605;0.346;0.568;0;0;0;0;0;0;0;0
29;1;1;1;6057.359277;6057.363142;6057.379968;781651;781651;781651;9771;9771;12506416;12506456;100.000;1055.524;743.279;3001.549;3372.056;3001.549;16.810;1.720;10.990;5.817;2.804;34.220;17.394;16.826;65.313;49.170;3.865;19.491;0.522;0.565;0;0;0;0;0;0;0;0
30;1;1;1;6057.391930;6057.395854;6057.412013;781375;781375;781375;9768;9768;12502000;12502040;100.000;1118.037;773.698;3000.490;3370.883;3000.490;16.142;1.174;10.424;5.826;2.812;32.045;15.886;16.159;64.507;50.426;3.924;18.203;0.621;0.568;0;0;0;0;0;0;0;0
31;1;1;1;6057.425978;6057.429559;6057.446067;784392;784392;784392;9805;9805;12550272;12550312;100.000;1093.285;760.267;3012.075;3383.871;3012.075;16.492;1.237;10.578;5.852;2.862;34.054;17.546;16.508;64.079;48.475;3.581;18.923;0.372;0.556;0;0;0;0;0;0;0;0
32;1;1;1;6057.459503;6057.463286;6057.479825;782671;782671;782671;9784;9784;12522736;12522776;100.000;1081.852;757.174;3005.466;3376.466;3005.466;16.523;1.743;10.926;5.803;2.799;33.758;17.220;16.539;66.063;48.992;3.784;19.348;0.394;0.546;0;0;0;0;0;0;0;0
33;1;1;1;6057.492033;6057.496036;6057.511967;776999;776999;776999;9713;9713;12431984;12432024;100.000;1134.850;780.366;2983.686;3351.993;2983.686;15.912;1.122;10.328;5.812;2.797;32.142;16.211;15.931;64.829;49.565;4.003;18.157;0.584;0.548;0;0;0;0;0;0;0;0
34;1;1;1;6057.525712;6057.529573;6057.545674;778650;778650;778650;9734;9734;12458400;12458440;100.000;1118.058;773.755;2990.026;3359.129;2990.026;16.086;1.274;10.460;5.784;2.806;33.708;17.606;16.101;64.965;47.768;3.861;18.531;0.204;0.527;0;0;0;0;0;0;0;0
35;1;1;1;6057.559177;6057.562800;6057.578763;778007;778007;778007;9726;9726;12448112;12448152;100.000;1118.082;779.834;2987.556;3356.357;2987.556;15.947;1.662;10.665;5.721;2.714;33.089;17.126;15.963;66.813;48.242;3.623;18.286;0.106;0.500;0;0;0;0;0;0;0;0
36;1;1;1;6057.592132;6057.595937;6057.611750;776483;776483;776483;9707;9707;12423728;12423768;100.000;1156.975;785.678;2981.704;3349.784;2981.704;15.797;1.174;10.461;5.765;2.915;32.987;17.174;15.813;66.152;47.937;3.804;17.939;0.197;0.481;0;0;0;0;0;0;0;0
