frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;geometry_aggregation_ms;max_r_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
188;1;1;1;6062.660055;6062.664218;6062.681266;794879;794879;794879;9936;9936;12718064;12718104;100.000;1057.437;745.992;3052.345;3429.108;3052.345;17.028;1.850;11.200;5.911;2.820;34.599;17.550;17.049;65.693;49.275;4.162;20.790;1.066;0.748;0;0;0;0;0;0;0;0
189;1;1;1;6062.692349;6062.696314;6062.713186;793590;793590;793590;9920;9920;12697440;12697480;100.000;1073.309;752.597;3047.395;3423.552;3047.395;16.849;1.203;10.635;5.916;2.839;31.919;15.048;16.872;63.034;52.857;3.965;19.375;1.237;0.779;0;0;0;0;0;0;0;0
190;1;1;1;6062.725674;6062.729736;6062.746412;788938;788938;788938;9862;9862;12623008;12623048;100.000;1080.545;756.955;3029.532;3403.489;3029.532;16.658;1.802;11.080;5.869;2.811;33.227;16.551;16.676;66.441;50.189;4.063;19.269;0.089;0.735;0;0;0;0;0;0;0;0
191;1;1;1;6062.759566;6062.763652;6062.779985;784846;784846;784846;9811;9811;12557536;12557576;100.000;1108.614;768.858;3013.818;3385.842;3013.818;16.317;1.197;10.500;5.855;2.813;33.572;17.239;16.333;64.288;48.650;4.085;19.508;0.582;0.726;0;0;0;0;0;0;0;0
192;1;1;1;6062.792261;6062.796323;6062.812861;788004;788004;788004;9851;9851;12608064;12608104;100.000;1091.159;762.366;3025.945;3399.485;3025.945;16.518;1.264;10.590;5.892;2.795;32.877;16.338;16.538;64.035;50.304;4.062;19.051;0.662;0.722;0;0;0;0;0;0;0;0
193;1;1;1;6062.825363;6062.829473;6062.846241;795964;795964;795964;9950;9950;12735424;12735464;100.000;1088.916;759.514;3056.511;3433.806;3056.511;16.747;1.588;11.014;5.943;2.852;33.380;16.612;16.768;65.683;50.233;4.110;19.098;0.183;0.688;0;0;0;0;0;0;0;0
194;1;1;1;6062.858887;6062.862928;6062.879866;799207;799207;799207;9991;9991;12787312;12787352;100.000;1096.346;754.915;3068.964;3447.814;3068.964;16.921;1.235;10.934;6.203;2.838;33.625;16.686;16.939;64.552;50.376;4.041;19.390;0.121;0.653;0;0;0;0;0;0;0;0
195;1;1;1;6062.892433;6062.896356;6062.913677;799402;799402;799402;9993;9993;12790432;12790472;100.000;1043.569;738.435;3069.713;3448.638;3069.713;17.301;1.678;11.203;5.998;2.853;33.810;16.489;17.321;64.679;51.230;3.923;19.867;0.095;0.618;0;0;0;0;0;0;0;0
196;1;1;1;6062.925237;6062.929317;6062.946405;800483;800483;800483;10007;10007;12807728;12807768;100.000;1070.509;749.530;3073.864;3453.320;3073.864;17.069;1.242;10.816;6.021;2.884;32.728;15.641;17.088;63.299;52.211;4.080;19.262;0.372;0.602;0;0;0;0;0;0;0;0
197;1;1;1;6062.958765;6062.962996;6062.980188;798336;798336;798336;9980;9980;12773376;12773416;100.000;1068.688;743.006;3065.620;3444.052;3065.620;17.175;1.816;11.382;6.015;2.940;33.783;16.591;17.192;66.209;50.889;4.232;19.711;0.346;0.586;0;0;0;0;0;0;0;0
198;1;1;1;6062.992097;6062.995703;6063.013309;798454;798454;798454;9981;9981;12775264;12775304;100.000;1024.306;725.630;3066.073;3444.543;3066.073;17.587;1.180;10.815;6.032;2.877;33.121;15.515;17.606;61.427;53.156;3.606;19.498;0.627;0.589;0;0;0;0;0;0;0;0
199;1;1;1;6063.025331;6063.029436;6063.046560;800770;800770;800770;10010;10010;12812320;12812360;100.000;1075.996;748.218;3074.966;3454.536;3074.966;17.105;1.285;10.954;6.134;2.866;33.251;16.128;17.124;63.969;51.498;4.105;19.416;0.400;0.577;0;0;0;0;0;0;0;0
200;1;1;1;6063.058537;6063.062128;6063.079361;802378;802378;802378;10030;10030;12838048;12838088;100.000;1071.628;744.944;3081.141;3461.469;3081.141;17.213;1.961;11.599;6.083;2.933;32.801;15.568;17.234;67.305;52.540;3.590;18.884;0.642;0.581;0;0;0;0;0;0;0;0
201;1;1;1;6063.092324;6063.096451;6063.113422;805285;805285;805285;10067;10067;12884560;12884600;100.000;1092.689;759.223;3092.304;3474.035;3092.304;16.945;1.263;10.851;6.027;2.903;34.061;17.090;16.971;63.940;49.825;4.127;19.612;0.991;0.607;0;0;0;0;0;0;0;0
202;1;1;1;6063.125308;6063.128935;6063.146718;803318;803318;803318;10042;10042;12853088;12853128;100.000;1015.152;722.790;3084.751;3465.534;3084.751;17.761;2.029;11.579;6.024;2.853;33.296;15.513;17.783;65.114;53.408;3.627;19.574;0.850;0.622;0;0;0;0;0;0;0;0
203;1;1;1;6063.159002;6063.162862;6063.180068;802036;802036;802036;10026;10026;12832576;12832616;100.000;1061.181;745.802;3079.828;3460.004;3079.828;17.183;1.286;10.884;6.019;2.897;33.350;16.144;17.206;63.257;51.593;3.859;19.591;0.593;0.620;0;0;0;0;0;0;0;0
204;1;1;1;6063.192006;6063.195783;6063.213439;810228;810228;810228;10128;10128;12963648;12963688;100.000;1031.105;734.205;3111.285;3495.329;3111.285;17.635;1.633;11.242;6.071;2.846;33.371;15.715;17.657;63.670;52.910;3.776;19.629;0.412;0.607;0;0;0;0;0;0;0;0
205;1;1;1;6063.225225;6063.229155;6063.247244;808185;808185;808185;10103;10103;12930960;12931000;100.000;1021.186;714.844;3103.440;3486.536;3103.440;18.075;1.362;11.325;6.190;3.056;33.805;15.715;18.089;62.606;53.511;3.930;20.101;0.039;0.572;0;0;0;0;0;0;0;0
206;1;1;1;6063.259217;6063.262810;6063.280950;815223;815223;815223;10191;10191;13043568;13043608;100.000;1012.148;719.075;3130.466;3516.899;3130.466;18.118;1.854;11.792;6.309;2.930;33.706;15.566;18.139;65.010;53.817;3.593;20.473;0.322;0.556;0;0;0;0;0;0;0;0
207;1;1;1;6063.292342;6063.296073;6063.313530;799426;799426;799426;9993;9993;12790816;12790856;100.000;1038.691;732.678;3069.805;3448.730;3069.805;17.437;1.254;10.916;6.088;2.851;32.580;15.123;17.458;62.530;53.583;3.731;19.720;0.071;0.526;0;0;0;0;0;0;0;0
208;1;1;1;6063.325828;6063.329766;6063.347077;790320;790320;790320;9879;9879;12645120;12645160;100.000;1031.322;730.484;3034.838;3409.440;3034.838;17.290;1.739;11.137;5.928;2.823;33.546;16.236;17.311;64.334;51.602;3.938;19.933;0.360;0.515;0;0;0;0;0;0;0;0
209;1;1;1;6063.358730;6063.362755;6063.379723;795945;795945;795945;9950;9950;12735120;12735160;100.000;1071.198;750.558;3056.438;3433.733;3056.438;16.945;1.158;10.657;5.987;2.845;32.646;15.679;16.968;62.809;51.974;4.026;19.246;0.344;0.505;0;0;0;0;0;0;0;0
210;1;1;1;6063.392206;6063.395968;6063.412617;792891;792891;792891;9912;9912;12686256;12686296;100.000;1085.432;761.985;3044.711;3420.564;3044.711;16.630;1.258;10.603;5.912;2.783;32.894;16.245;16.649;63.684;50.614;3.762;18.807;0.121;0.481;0;0;0;0;0;0;0;0
211;1;1;1;6063.425614;6063.429536;6063.446442;797320;797320;797320;9967;9967;12757120;12757160;100.000;1071.922;754.586;3061.718;3439.657;3061.718;16.890;1.756;11.124;5.941;2.795;33.825;16.918;16.906;65.799;49.982;3.921;19.298;0.234;0.465;0;0;0;0;0;0;0;0
212;1;1;1;6063.458692;6063.462564;6063.479548;805214;805214;805214;10066;10066;12883424;12883464;100.000;1090.129;758.571;3092.031;3473.724;3092.031;16.964;1.269;10.893;6.032;2.924;33.106;16.122;16.984;64.140;51.302;3.872;19.071;0.305;0.455;0;0;0;0;0;0;0;0
213;1;1;1;6063.492546;6063.496496;6063.513839;797126;797126;797126;9965;9965;12754016;12754056;100.000;1052.470;735.383;3060.973;3438.837;3060.973;17.327;1.802;11.403;6.024;2.916;34.292;16.948;17.343;65.747;50.576;3.950;20.029;0.599;0.464;0;0;0;0;0;0;0;0
214;1;1;1;6063.525825;6063.529474;6063.546871;803136;803136;803136;10040;10040;12850176;12850216;100.000;1046.209;738.611;3084.052;3464.759;3084.052;17.377;1.195;10.829;6.064;2.868;33.032;15.634;17.398;62.245;52.669;3.649;19.728;0.356;0.457;0;0;0;0;0;0;0;0
215;1;1;1;6063.558851;6063.563024;6063.580091;809297;809297;809297;10117;10117;12948752;12948792;100.000;1085.854;758.728;3107.710;3491.337;3107.710;17.049;1.638;11.198;6.043;2.887;33.219;16.153;17.066;65.616;51.375;4.173;19.614;0.217;0.442;0;0;0;0;0;0;0;0
216;1;1;1;6063.592315;6063.596448;6063.614357;808156;808156;808156;10102;10102;12930496;12930536;100.000;1018.935;722.033;3103.329;3486.387;3103.329;17.886;1.305;11.092;6.216;2.856;34.266;16.358;17.909;61.939;52.263;4.133;20.547;0.091;0.420;0;0;0;0;0;0;0;0
217;1;1;1;6063.625990;6063.630273;6063.647620;810355;810355;810355;10130;10130;12965680;12965720;100.000;1061.137;747.432;3111.773;3495.893;3111.773;17.306;1.753;11.341;6.035;2.901;33.263;15.916;17.347;65.380;52.151;4.283;20.477;0.491;0.425;0;0;0;0;0;0;0;0
218;1;1;1;6063.658731;6063.662117;6063.680102;810211;810211;810211;10128;10128;12963376;12963416;100.000;1012.278;720.793;3111.220;3495.264;3111.220;17.959;1.239;11.203;6.330;2.901;32.482;14.497;17.985;62.292;55.369;3.386;19.625;1.489;0.491;0;0;0;0;0;0;0;0
219;1;1;1;6063.693319;6063.697993;6063.715353;808645;808645;808645;10109;10109;12938320;12938360;100.000;1051.651;745.298;3105.206;3488.530;3105.206;17.343;1.820;11.293;5.972;2.862;35.251;17.891;17.360;65.053;49.247;4.674;21.543;2.543;0.620;0;0;0;0;0;0;0;0
220;1;1;1;6063.725731;6063.728976;6063.746989;810783;810783;810783;10135;10135;12972528;12972568;100.000;1029.798;720.197;3113.416;3497.726;3113.416;17.990;1.027;11.269;6.511;3.000;31.636;13.623;18.013;62.563;56.937;3.245;19.845;2.350;0.728;0;0;0;0;0;0;0;0
221;1;1;1;6063.759431;6063.763436;6063.781526;807088;807088;807088;10089;10089;12913408;12913448;100.000;1036.899;713.849;3099.228;3481.793;3099.228;18.070;1.808;11.458;6.210;2.743;34.537;16.448;18.090;63.340;52.378;4.005;21.049;1.127;0.753;0;0;0;0;0;0;0;0
222;1;1;1;6063.792860;6063.796335;6063.814377;809369;809369;809369;10118;10118;12949904;12949944;100.000;1010.795;717.744;3107.987;3491.652;3107.987;18.019;1.077;11.221;6.476;2.942;32.851;14.809;18.043;62.193;54.922;3.475;20.567;0.435;0.733;0;0;0;0;0;0;0;0
223;1;1;1;6063.826143;6063.829675;6063.846733;795354;795354;795354;9942;9942;12725664;12725704;100.000;1069.722;746.053;3054.169;3431.160;3054.169;17.043;1.221;10.785;5.984;2.920;32.355;15.298;17.057;63.229;52.719;3.532;19.589;0.007;0.687;0;0;0;0;0;0;0;0
224;1;1;1;6063.858605;6063.862324;6063.879521;795455;795455;795455;9944;9944;12727280;12727320;100.000;1055.440;740.065;3054.557;3431.624;3054.557;17.179;1.793;11.302;5.937;2.930;32.789;15.591;17.198;65.719;52.450;3.718;19.044;0.685;0.687;0;0;0;0;0;0;0;0
225;1;1;1;6063.892163;6063.896275;6063.912946;795720;795720;795720;9947;9947;12731520;12731560;100.000;1089.757;763.693;3055.574;3432.755;3055.574;16.655;1.238;10.632;5.916;2.806;33.425;16.754;16.671;63.777;49.876;4.112;19.136;0.618;0.683;0;0;0;0;0;0;0;0
226;1;1;1;6063.926062;6063.929837;6063.946871;798723;798723;798723;9985;9985;12779568;12779608;100.000;1069.607;750.215;3067.106;3445.728;3067.106;17.018;1.827;11.268;5.896;2.925;33.925;16.891;17.035;66.149;50.212;3.774;19.728;0.228;0.655;0;0;0;0;0;0;0;0
227;1;1;1;6063.958654;6063.962581;6063.979443;807441;807441;807441;10094;10094;12919056;12919096;100.000;1099.482;766.205;3100.583;3483.338;3100.583;16.843;1.207;10.750;6.038;2.854;32.571;15.710;16.861;63.754;51.767;3.928;18.966;0.589;0.650;0;0;0;0;0;0;0;0
228;1;1;1;6063.992052;6063.995906;6064.013123;803316;803316;803316;10042;10042;12853056;12853096;100.000;1054.755;746.560;3084.743;3465.526;3084.743;17.197;1.798;11.225;5.952;2.840;33.680;16.464;17.216;65.202;51.118;3.854;19.313;0.009;0.610;0;0;0;0;0;0;0;0
229;1;1;1;6064.025608;6064.029623;6064.046268;809074;809074;809074;10114;10114;12945184;12945224;100.000;1125.661;777.726;3106.854;3490.367;3106.854;16.629;1.230;10.760;6.009;2.899;33.145;16.500;16.645;64.646;50.218;4.015;19.124;0.383;0.596;0;0;0;0;0;0;0;0
230;1;1;1;6064.058787;6064.062522;6064.079447;808265;808265;808265;10104;10104;12932240;12932280;100.000;1093.719;764.102;3103.747;3486.881;3103.747;16.908;1.708;11.181;5.969;2.891;33.179;16.254;16.925;66.062;51.010;3.735;18.970;0.434;0.586;0;0;0;0;0;0;0;0
231;1;1;1;6064.092629;6064.096932;6064.114457;818848;818848;818848;10236;10236;13101568;13101608;100.000;1081.306;747.590;3144.386;3532.525;3144.386;17.509;1.189;11.142;6.314;2.941;35.010;17.485;17.525;63.577;50.057;4.303;20.647;1.077;0.617;0;0;0;0;0;0;0;0
232;1;1;1;6064.125339;6064.129166;6064.147041;820617;820617;820617;10258;10258;13129872;13129912;100.000;1034.207;734.548;3151.179;3540.153;3151.179;17.853;1.651;11.482;6.230;2.894;32.584;14.709;17.875;64.235;54.858;3.828;19.898;1.099;0.647;0;0;0;0;0;0;0;0
233;1;1;1;6064.158784;6064.162602;6064.180230;814146;814146;814146;10177;10177;13026336;13026376;100.000;1043.450;738.955;3126.330;3512.232;3126.330;17.594;1.289;10.951;6.059;2.910;33.189;15.561;17.628;62.121;53.115;3.818;19.753;0.102;0.613;0;0;0;0;0;0;0;0
234;1;1;1;6064.191977;6064.195657;6064.213487;814852;814852;814852;10186;10186;13037632;13037672;100.000;1028.541;731.244;3129.041;3515.285;3129.041;17.813;1.750;11.453;6.121;2.899;33.257;15.427;17.829;64.236;53.612;3.681;19.677;0.278;0.592;0;0;0;0;0;0;0;0
235;1;1;1;6064.225300;6064.229416;6064.246232;815725;815725;815725;10197;10197;13051600;13051640;100.000;1125.133;776.156;3132.394;3519.054;3132.394;16.797;1.203;10.895;6.113;2.933;32.745;15.930;16.816;64.790;51.353;4.116;19.089;0.426;0.581;0;0;0;0;0;0;0;0
236;1;1;1;6064.258904;6064.262842;6064.280122;816078;816078;816078;10201;10201;13057248;13057288;100.000;1081.267;755.628;3133.749;3520.561;3133.749;17.261;1.823;11.485;6.120;2.919;33.890;16.610;17.280;66.462;50.988;3.939;19.646;0.093;0.551;0;0;0;0;0;0;0;0
237;1;1;1;6064.292400;6064.296213;6064.313427;810868;810868;810868;10136;10136;12973888;12973928;100.000;1087.383;753.678;3113.743;3498.090;3113.743;17.195;1.193;10.975;6.125;2.979;33.305;16.091;17.214;63.754;51.687;3.813;19.617;0.037;0.519;0;0;0;0;0;0;0;0
238;1;1;1;6064.325251;6064.328851;6064.346161;801907;801907;801907;10024;10024;12830512;12830552;100.000;1061.594;741.214;3079.332;3459.433;3079.332;17.295;1.228;10.912;6.102;2.908;32.734;15.424;17.310;63.040;52.881;3.599;19.018;0.695;0.530;0;0;0;0;0;0;0;0
239;1;1;1;6064.358575;6064.362671;6064.379573;799196;799196;799196;9990;9990;12787136;12787176;100.000;1079.981;756.545;3068.922;3447.733;3068.922;16.884;1.659;11.081;5.947;2.842;33.412;16.510;16.902;65.558;50.587;4.096;19.096;0.487;0.527;0;0;0;0;0;0;0;0
240;1;1;1;6064.391991;6064.395978;6064.412666;799621;799621;799621;9996;9996;12793936;12793976;100.000;1096.212;766.657;3070.554;3449.593;3070.554;16.670;1.262;10.715;6.005;2.801;33.093;16.405;16.688;64.209;50.428;3.987;18.856;0.026;0.496;0;0;0;0;0;0;0;0
241;1;1;1;6064.425704;6064.430007;6064.447187;808174;808174;808174;10103;10103;12930784;12930824;100.000;1071.858;752.655;3103.398;3486.494;3103.398;17.165;1.773;11.288;5.984;2.893;34.521;17.341;17.180;65.701;49.768;4.303;20.044;0.695;0.508;0;0;0;0;0;0;0;0
242;1;1;1;6064.458705;6064.462242;6064.479924;810609;810609;810609;10133;10133;12969744;12969784;100.000;1035.425;733.486;3112.748;3496.982;3112.748;17.662;1.324;11.038;6.100;2.902;32.737;15.055;17.682;62.425;54.013;3.537;19.448;1.098;0.545;0;0;0;0;0;0;0;0
243;1;1;1;6064.492112;6064.496598;6064.514131;809086;809086;809086;10114;10114;12945376;12945416;100.000;1043.076;738.348;3106.900;3490.413;3106.900;17.515;1.803;11.382;6.033;2.885;34.206;16.673;17.533;64.918;51.256;4.486;20.321;1.022;0.575;0;0;0;0;0;0;0;0
244;1;1;1;6064.525502;6064.529106;6064.546614;804105;804105;804105;10052;10052;12865680;12865720;100.000;1044.012;734.853;3087.773;3468.935;3087.773;17.485;1.266;10.979;6.077;2.941;32.483;14.975;17.508;62.708;53.898;3.604;19.470;0.825;0.591;0;0;0;0;0;0;0;0
245;1;1;1;6064.558946;6064.563233;6064.580424;810243;810243;810243;10129;10129;12963888;12963928;100.000;1076.130;754.101;3111.343;3495.425;3111.343;17.175;1.787;11.377;6.064;2.883;33.810;16.619;17.191;66.177;50.846;4.287;19.947;0.793;0.603;0;0;0;0;0;0;0;0
246;1;1;1;6064.591954;6064.595601;6064.612990;808451;808451;808451;10106;10106;12935216;12935256;100.000;1055.203;743.856;3104.461;3487.671;3104.461;17.370;1.263;10.962;6.128;2.869;32.566;15.177;17.389;63.039;53.397;3.647;19.180;0.965;0.626;0;0;0;0;0;0;0;0
247;1;1;1;6064.625436;6064.629763;6064.646998;818595;818595;818595;10233;10233;13097520;13097560;100.000;1088.813;759.967;3143.414;3531.440;3143.414;17.219;1.741;11.433;6.133;2.934;34.008;16.773;17.234;66.337;50.678;4.327;19.854;0.829;0.639;0;0;0;0;0;0;0;0
248;1;1;1;6064.658647;6064.662236;6064.679840;813416;813416;813416;10168;10168;13014656;13014696;100.000;1057.978;739.277;3123.527;3509.088;3123.527;17.581;1.249;11.106;6.161;2.991;32.842;15.238;17.605;63.085;53.603;3.589;19.364;0.861;0.653;0;0;0;0;0;0;0;0
249;1;1;1;6064.692171;6064.696731;6064.714320;816251;816251;816251;10204;10204;13060016;13060056;100.000;1061.804;742.507;3134.413;3521.340;3134.413;17.565;1.769;11.543;6.115;3.002;34.480;16.890;17.589;65.625;51.013;4.560;20.510;1.162;0.684;0;0;0;0;0;0;0;0
250;1;1;1;6064.725706;6064.729398;6064.747287;820584;820584;820584;10258;10258;13129344;13129384;100.000;1036.321;733.934;3151.052;3540.026;3151.052;17.869;1.194;11.105;6.285;2.917;32.967;15.078;17.889;62.077;54.264;3.691;20.143;0.667;0.683;0;0;0;0;0;0;0;0
251;1;1;1;6064.759196;6064.762977;6064.780612;817535;817535;817535;10220;10220;13080560;13080600;100.000;1056.675;741.762;3139.344;3526.877;3139.344;17.615;1.549;11.356;6.164;2.953;33.325;15.691;17.635;64.394;52.916;3.781;20.135;0.247;0.656;0;0;0;0;0;0;0;0
252;1;1;1;6064.792087;6064.795605;6064.813189;812707;812707;812707;10159;10159;13003312;13003352;100.000;1052.614;739.494;3120.804;3506.024;3120.804;17.563;1.242;11.010;6.133;2.948;32.578;14.993;17.584;62.613;53.976;3.519;19.379;0.705;0.659;0;0;0;0;0;0;0;0
253;1;1;1;6064.825772;6064.829833;6064.847159;811017;811017;811017;10138;10138;12976272;12976312;100.000;1066.669;748.942;3114.315;3498.738;3114.315;17.310;1.797;11.378;5.964;2.957;33.969;16.643;17.326;65.672;51.005;4.061;20.015;0.894;0.674;0;0;0;0;0;0;0;0
254;1;1;1;6064.858803;6064.862442;6064.880098;812416;812416;812416;10156;10156;12998656;12998696;100.000;1049.417;736.223;3119.687;3504.793;3119.687;17.634;1.231;11.050;6.151;2.962;32.939;15.283;17.656;62.585;53.602;3.638;19.621;0.724;0.677;0;0;0;0;0;0;0;0
255;1;1;1;6064.892520;6064.896452;6064.913814;815874;815874;815874;10199;10199;13053984;13054024;100.000;1068.740;751.871;3132.966;3519.702;3132.966;17.346;1.880;11.495;6.058;2.904;33.716;16.354;17.362;66.206;51.494;3.932;20.004;0.677;0.677;0;0;0;0;0;0;0;0
256;1;1;1;6064.925398;6064.929209;6064.946507;811813;811813;811813;10148;10148;12989008;12989048;100.000;1073.378;750.895;3117.372;3502.174;3117.372;17.278;1.239;10.899;6.071;2.907;32.693;15.395;17.298;63.007;52.910;3.811;19.364;0.576;0.671;0;0;0;0;0;0;0;0
257;1;1;1;6064.959087;6064.963074;6064.980331;809323;809323;809323;10117;10117;12949168;12949208;100.000;1064.836;750.401;3107.810;3491.437;3107.810;17.240;1.760;11.270;5.997;2.877;33.823;16.567;17.256;65.308;51.019;3.988;19.854;0.532;0.662;0;0;0;0;0;0;0;0
258;1;1;1;6064.992051;6064.995813;6065.012859;806066;806066;806066;10076;10076;12897056;12897096;100.000;1083.488;756.605;3095.303;3477.375;3095.303;17.028;1.167;10.818;6.059;2.908;32.528;15.482;17.046;63.462;52.404;3.761;19.049;0.595;0.658;0;0;0;0;0;0;0;0
259;1;1;1;6065.025457;6065.029474;6065.046736;803994;803994;803994;10050;10050;12863904;12863944;100.000;1066.270;745.212;3087.347;3468.433;3087.347;17.242;1.740;11.327;5.974;2.985;33.878;16.615;17.262;65.618;50.954;4.017;19.593;0.328;0.637;0;0;0;0;0;0;0;0
260;1;1;1;6065.059014;6065.063587;6065.080336;804675;804675;804675;10059;10059;12874800;12874840;100.000;1130.640;768.704;3089.962;3471.389;3089.962;16.729;1.191;10.937;6.217;2.906;33.600;16.851;16.749;65.301;49.848;4.574;19.859;0.780;0.646;0;0;0;0;0;0;0;0
261;1;1;1;6065.092021;6065.095945;6065.112775;803023;803023;803023;10038;10038;12848368;12848408;100.000;1091.432;763.429;3083.618;3464.249;3083.618;16.806;1.275;10.773;6.024;2.824;32.439;15.609;16.830;64.012;51.882;3.924;18.965;0.976;0.667;0;0;0;0;0;0;0;0
262;1;1;1;6065.125673;6065.129416;6065.146674;804900;804900;804900;10062;10062;12878400;12878440;100.000;1067.260;746.264;3090.826;3472.367;3090.826;17.242;1.632;11.284;6.125;2.863;33.899;16.642;17.257;65.386;50.908;3.743;19.530;0.138;0.634;0;0;0;0;0;0;0;0
263;1;1;1;6065.158624;6065.162922;6065.179190;801032;801032;801032;10013;10013;12816512;12816552;100.000;1137.397;787.808;3075.972;3455.656;3075.972;16.249;1.212;10.591;5.959;2.808;32.517;16.248;16.269;65.103;50.032;4.298;18.713;0.172;0.605;0;0;0;0;0;0;0;0
264;1;1;1;6065.192319;6065.196069;6065.212942;793638;793638;793638;9921;9921;12698208;12698248;100.000;1070.039;752.592;3047.580;3423.774;3047.580;16.857;1.711;11.036;5.862;2.842;33.752;16.879;16.873;65.405;49.990;3.750;19.132;0.186;0.579;0;0;0;0;0;0;0;0
265;1;1;1;6065.225648;6065.229735;6065.246229;801156;801156;801156;10015;10015;12818496;12818536;100.000;1124.037;777.155;3076.449;3456.208;3076.449;16.470;1.142;10.614;5.973;2.870;33.287;16.793;16.494;64.353;49.551;4.087;19.086;0.333;0.563;0;0;0;0;0;0;0;0
266;1;1;1;6065.258694;6065.262253;6065.280230;804749;804749;804749;10060;10060;12875984;12876024;100.000;1010.663;716.264;3090.246;3471.711;3090.246;17.957;1.778;11.537;6.080;2.973;34.000;16.024;17.977;64.175;52.872;3.559;19.753;0.815;0.579;0;0;0;0;0;0;0;0
267;1;1;1;6065.292888;6065.297032;6065.313945;805449;805449;805449;10069;10069;12887184;12887224;100.000;1089.752;761.981;3092.934;3474.741;3092.934;16.897;1.278;10.799;6.026;2.847;33.715;16.802;16.913;63.849;50.164;4.144;20.135;1.445;0.633;0;0;0;0;0;0;0;0
268;1;1;1;6065.325436;6065.329028;6065.346867;805329;805329;805329;10067;10067;12885264;12885304;100.000;1014.031;722.301;3092.473;3474.204;3092.473;17.817;1.692;11.325;6.072;2.862;32.923;15.083;17.839;63.483;54.185;3.592;19.724;1.337;0.677;0;0;0;0;0;0;0;0
269;1;1;1;6065.358535;6065.362225;6065.379487;805419;805419;805419;10068;10068;12886704;12886744;100.000;1071.549;746.559;3092.819;3474.588;3092.819;17.241;1.119;10.892;6.116;2.960;32.619;15.358;17.262;63.099;52.918;3.690;19.010;0.136;0.643;0;0;0;0;0;0;0;0
270;1;1;1;6065.392339;6065.396702;6065.414188;804474;804474;804474;10056;10056;12871584;12871624;100.000;1036.970;736.148;3089.190;3470.504;3089.190;17.466;1.786;11.301;5.996;2.864;34.701;17.216;17.485;64.634;50.388;4.363;20.377;1.144;0.675;0;0;0;0;0;0;0;0
271;1;1;1;6065.425365;6065.428879;6065.446019;796101;796101;796101;9952;9952;12737616;12737656;100.000;1063.656;743.159;3057.037;3434.408;3057.037;17.126;1.195;10.803;5.975;2.928;31.832;14.692;17.140;63.029;53.845;3.515;18.876;1.156;0.705;0;0;0;0;0;0;0;0
272;1;1;1;6065.458881;6065.462636;6065.479576;805073;805073;805073;10064;10064;12881168;12881208;100.000;1099.711;760.407;3091.490;3473.107;3091.490;16.912;1.275;10.932;6.074;2.938;33.557;16.617;16.940;64.532;50.481;3.755;19.099;0.423;0.687;0;0;0;0;0;0;0;0
273;1;1;1;6065.492346;6065.496459;6065.513686;797204;797204;797204;9966;9966;12755264;12755304;100.000;1049.197;740.413;3061.273;3439.174;3061.273;17.211;1.773;11.232;5.941;2.857;34.110;16.883;17.227;65.199;50.505;4.113;19.876;0.489;0.675;0;0;0;0;0;0;0;0
274;1;1;1;6065.525911;6065.529699;6065.547041;805139;805139;805139;10065;10065;12882224;12882264;100.000;1054.766;742.854;3091.743;3473.399;3091.743;17.322;1.278;10.905;6.088;2.859;33.355;16.013;17.342;62.884;51.991;3.788;19.898;0.093;0.638;0;0;0;0;0;0;0;0
275;1;1;1;6065.558895;6065.563185;6065.580510;808073;808073;808073;10101;10101;12929168;12929208;100.000;1056.097;746.290;3103.010;3486.030;3103.010;17.309;1.759;11.253;6.004;2.852;33.469;16.144;17.325;64.957;51.764;4.290;20.033;0.152;0.608;0;0;0;0;0;0;0;0
276;1;1;1;6065.592142;6065.595978;6065.613379;813584;813584;813584;10170;10170;13017344;13017384;100.000;1057.411;748.105;3124.172;3509.809;3124.172;17.382;1.259;10.932;6.123;2.843;32.869;15.468;17.400;62.827;52.939;3.837;19.569;0.540;0.604;0;0;0;0;0;0;0;0
277;1;1;1;6065.625472;6065.629615;6065.647037;812306;812306;812306;10154;10154;12996896;12996936;100.000;1063.996;746.005;3119.265;3504.295;3119.265;17.402;1.671;11.406;6.122;2.924;33.658;16.236;17.422;65.466;51.762;4.143;19.894;0.303;0.585;0;0;0;0;0;0;0;0
278;1;1;1;6065.659091;6065.663253;6065.680372;817500;817500;817500;10219;10219;13080000;13080040;100.000;1100.923;764.037;3139.210;3526.704;3139.210;17.100;1.183;10.968;6.144;2.963;33.335;16.216;17.120;64.064;51.356;4.161;19.895;0.304;0.567;0;0;0;0;0;0;0;0
