frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
1;1;1;1;2721.266847;2721.494794;2721.495929;784142;146318;146318;1829;1829;2341088;2341140;100.000;2064.971;2064.971;561.874;603.123;561.874;1.131;0.587;0.637;1.135;0.000;1.135;56.156;100.000;227.947;1.135;0.000;0.000;0.000;0;0;0;0;0;0;0;0
2;1;1;1;2721.299910;2721.537239;2721.539590;783406;144182;144182;1803;1803;2306912;2306964;100.000;984.262;984.262;553.671;594.335;553.671;2.347;1.032;1.072;43.661;41.310;2.351;45.576;5.385;237.329;11.463;42.445;9.112;0.569;0;0;0;0;0;0;0;0
3;1;1;1;2721.333117;2721.569806;2721.571253;780200;141754;141754;1772;1772;2268064;2268116;100.000;1575.524;1575.524;544.348;584.312;544.348;1.442;0.733;0.776;31.663;30.216;1.447;53.632;4.570;236.689;9.793;32.567;0.766;0.582;0;0;0;0;0;0;0;0
4;1;1;1;2721.368457;2721.605802;2721.608721;778467;139430;139430;1743;1743;2230880;2230932;100.000;767.487;767.487;535.424;574.733;535.424;2.912;1.415;1.453;37.468;34.549;2.919;49.785;7.790;237.346;13.927;35.996;2.663;0.712;0;0;0;0;0;0;0;0
5;1;1;1;2721.400785;2721.642216;2721.644869;776427;137802;137802;1723;1723;2204832;2204884;100.000;835.276;835.276;529.172;568.031;529.172;2.648;1.055;1.094;36.148;33.495;2.654;41.214;7.341;241.431;16.742;36.413;3.080;0.860;0;0;0;0;0;0;0;0
6;1;1;1;2721.433254;2721.696643;2721.698276;774893;137230;137230;1716;1716;2195680;2195732;100.000;1357.662;1357.662;526.976;565.676;526.976;1.626;1.181;1.227;53.407;51.774;1.633;75.105;3.058;263.389;36.816;54.427;21.094;2.124;0;0;0;0;0;0;0;0
7;1;1;1;2721.466716;2721.707376;2721.710233;775949;137590;137590;1720;1720;2201440;2201492;100.000;774.806;774.806;528.358;567.149;528.358;2.850;1.224;1.261;11.956;9.100;2.857;44.132;23.891;240.660;15.438;10.733;22.600;3.404;0;0;0;0;0;0;0;0
8;1;1;1;2721.499983;2721.745354;2721.758736;775463;137746;137746;1722;1722;2203936;2203988;100.000;164.911;164.911;528.957;567.793;528.957;13.377;12.207;12.249;48.503;35.121;13.382;91.535;27.590;245.371;30.608;37.978;4.644;3.482;0;0;0;0;0;0;0;0
9;1;1;1;2721.533899;2721.797099;2721.798869;775698;138024;138024;1726;1726;2208384;2208436;100.000;1259.374;1259.374;530.025;568.951;530.025;1.757;1.265;1.311;40.133;38.363;1.770;74.069;4.410;263.200;37.408;51.745;18.412;4.415;0;0;0;0;0;0;0;0
10;1;1;1;2721.567542;2721.809649;2721.831961;778020;138278;138278;1729;1729;2212448;2212500;100.000;99.167;99.167;531.000;569.994;531.000;22.306;20.826;20.866;33.092;10.780;22.312;93.521;67.423;242.107;37.167;12.550;20.783;5.438;0;0;0;0;0;0;0;0
11;1;1;1;2721.600871;2721.841740;2721.844781;778554;139114;139114;1739;1739;2225824;2225876;100.000;733.199;733.199;534.210;573.430;534.210;3.035;1.345;1.385;12.820;9.779;3.041;45.532;23.721;240.869;16.653;32.091;1.243;5.176;0;0;0;0;0;0;0;0
12;1;1;1;2721.634612;2721.896603;2721.898389;779986;140496;140496;1757;1757;2247936;2247988;100.000;1272.065;1272.065;539.517;579.143;539.517;1.781;1.283;1.330;53.608;51.822;1.786;74.493;3.331;261.991;36.928;54.863;21.530;6.198;0;0;0;0;0;0;0;0
13;1;1;1;2721.667613;2721.900693;2721.901875;780926;142868;142868;1786;1786;2285888;2285940;100.000;1946.523;1946.523;548.626;588.905;548.626;1.177;0.723;0.773;3.486;2.304;1.183;65.348;33.919;233.080;7.081;4.090;29.244;7.638;0;0;0;0;0;0;0;0
14;1;1;1;2721.701559;2721.938548;2721.941738;782770;144928;144928;1812;1812;2318848;2318900;100.000;730.233;730.233;556.536;597.402;556.536;3.183;1.396;1.437;39.862;36.672;3.190;45.050;8.002;236.989;13.610;37.855;4.522;7.443;0;0;0;0;0;0;0;0
15;1;1;1;2721.735505;2721.995747;2721.997187;784474;146044;146044;1826;1826;2336704;2336756;100.000;1623.826;1623.826;560.821;602.004;560.821;1.436;1.080;1.130;55.450;54.009;1.440;78.422;2.598;260.242;35.727;57.199;23.866;8.470;0;0;0;0;0;0;0;0
16;1;1;1;2721.767637;2721.998879;2722.000063;785193;145822;145822;1823;1823;2333152;2333204;100.000;1984.727;1984.727;559.969;601.083;559.969;1.180;0.672;0.748;2.876;1.692;1.184;63.154;41.177;231.242;5.269;3.132;30.201;9.828;0;0;0;0;0;0;0;0
17;1;1;1;2721.801909;2722.053386;2722.054714;782720;144126;144126;1802;1802;2306016;2306068;100.000;1744.641;1744.641;553.456;594.097;553.456;1.324;0.958;1.006;54.651;53.323;1.328;75.761;2.430;251.477;26.586;54.507;21.174;10.537;0;0;0;0;0;0;0;0
18;1;1;1;2721.835649;2722.092450;2722.093937;781613;141930;141930;1775;1775;2270880;2270932;100.000;1533.071;1533.071;545.024;585.055;545.024;1.481;1.100;1.148;39.224;37.736;1.488;77.168;3.792;256.801;32.477;39.064;5.731;10.237;0;0;0;0;0;0;0;0
19;1;1;1;2721.867427;2722.098446;2722.099729;780006;139740;139740;1747;1747;2235840;2235892;100.000;1750.175;1750.175;536.614;576.014;536.614;1.279;0.712;0.763;5.792;4.508;1.283;59.430;22.158;231.018;4.935;5.996;27.337;11.306;0;0;0;0;0;0;0;0
20;1;1;1;2721.901483;2722.134295;2722.135820;780302;138346;138346;1730;1730;2213536;2213588;100.000;1451.955;1451.955;531.261;570.277;531.261;1.520;0.691;0.739;36.091;34.565;1.525;48.440;4.226;232.811;7.692;35.849;2.515;10.756;0;0;0;0;0;0;0;0
