frame_id;rx_complete;tx_complete;current_skip;event;yaw;pitch;zoom;camera_send_timestamp;recv_start_timestamp;codec_exit_time;node_exit_timestamp;original_points;rx_points;processed_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;conversion_ms;geometry_aggregation_ms;max_r_ms;projection_ms;codec_write_ms;active_tx_ms;active_process_ms;reference_process_ms;total_processing_ms;total_residency_ms;reference_residency_ms;node_efficiency_pct;reference_efficiency_pct;gpu_transfer_ms;gpu_kernel_ms;gpu_packing_ms;gpu_copyback_ms;host_overhead_ms;camera_node_ms;e2e_latency_ms;schedule_delay_ms;inter_arrival_ms;instant_jitter_ms;desynced_jitter_ms;reference_jitter_ms;raw_queue_ms;render_queue_ms;workload_ewma_ms;workload_ratio;frame_backlog;codec_backlog;encode_service_ms;encode_h265_ms;mse_y;psnr_y;ssim_y;mpeg_bytes_generated;ffmpeg_write_calls;ffmpeg_write_eagain;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets;mbuf_starvation
1;1;1;1;WARMUP;0.000;0.000;1.000;2201.442829;2201.445095;2201.483282;2201.548123;784142;784142;784142;19604;109;12546272;12546312;100.000;749.218;749.218;34.177;37.557;3011.115;11.490;0.000;0.000;13.889;7.427;0.006;32.806;32.806;86.283;103.029;38.187;31.842;85.908;1.511;0.950;0.514;1.405;9.509;2.266;105.295;103.029;0.000;0.000;0.000;0.000;0.012;0.113;13.916;0.417;0;1;30.450;30.451;nan;nan;nan;142316;1;0;0;0;0;0;0
2;1;1;1;WARMUP;0.000;0.000;1.000;2201.474786;2201.477469;2201.526970;2201.585108;783406;783406;783406;19586;22;12534496;12534536;100.000;662.405;662.405;6.924;7.590;3008.289;2.787;0.000;0.000;4.291;26.059;0.002;33.136;33.136;88.716;107.639;49.501;30.785;66.941;1.454;0.908;0.508;1.395;0.026;2.684;110.322;106.680;32.375;0.959;0.060;0.959;0.011;0.217;11.512;0.345;0;2;47.205;47.208;nan;nan;nan;28764;1;0;0;0;0;0;0
3;1;1;1;WARMUP;0.000;0.000;1.000;2201.509188;2201.511906;2201.564338;2201.614968;780200;780200;780200;19505;18;12483200;12483240;100.000;550.779;550.779;5.526;6.066;2995.978;3.180;0.000;0.000;4.354;25.342;0.001;32.876;32.876;80.398;103.062;52.432;31.899;62.702;1.488;0.924;0.525;1.390;0.027;2.718;105.780;103.207;34.436;1.103;0.125;1.103;0.002;0.068;9.725;0.292;0;2;46.107;46.110;nan;nan;nan;22936;1;0;0;0;0;0;0
4;1;1;1;WARMUP;0.000;0.000;1.000;2201.543289;2201.546984;2201.592725;2201.654343;778467;778467;778467;19462;18;12455472;12455512;100.000;624.666;624.666;5.436;5.976;2989.323;3.119;0.000;0.000;6.861;18.649;0.001;28.629;28.629;87.419;107.359;45.741;26.667;62.590;3.813;0.915;0.511;1.580;0.042;3.695;111.054;109.248;35.079;1.745;0.226;1.745;0.003;0.287;9.014;0.270;0;2;40.888;40.890;nan;nan;nan;22560;1;0;0;0;0;0;0
5;1;1;1;WARMUP;0.000;0.000;1.000;2201.576904;2201.580147;2201.633470;2201.654380;776427;776427;776427;19411;17;12422832;12422872;100.000;591.393;591.393;5.390;5.900;2981.489;2.964;0.000;0.000;5.213;27.079;0.001;35.256;35.256;53.227;74.233;53.323;47.494;66.118;2.329;0.902;0.516;1.436;0.030;3.243;77.476;75.952;33.163;0.170;0.223;0.170;0.002;0.021;5.227;0.157;0;2;47.947;47.949;nan;nan;nan;22372;1;0;0;0;0;0;0
6;1;1;1;IDLE;0.000;0.000;1.000;2201.609740;2201.612445;2201.669649;2201.719090;774893;774893;774893;19373;19;12398288;12398328;100.000;679.133;679.133;5.887;6.458;2975.599;2.772;0.000;0.000;5.630;32.422;0.002;40.824;40.824;88.389;106.645;57.204;38.280;71.366;2.407;0.894;0.501;1.791;0.037;2.705;109.351;107.329;32.298;1.035;0.274;1.035;0.002;0.893;5.333;0.160;0;2;53.966;53.969;nan;nan;nan;24440;1;0;0;0;0;0;0
7;1;1;1;IDLE;0.000;0.000;1.000;2201.643676;2201.646580;2201.697974;2201.758413;775949;775949;775949;19399;19;12415184;12415224;100.000;700.536;700.536;5.977;6.549;2979.654;2.722;0.000;0.000;5.984;26.676;0.002;35.382;35.382;94.111;111.834;51.394;31.638;68.844;2.951;0.894;0.499;1.606;0.035;2.904;114.738;113.319;34.135;0.801;0.307;0.801;0.002;1.009;5.499;0.165;0;2;47.787;47.789;nan;nan;nan;24816;1;0;0;0;0;0;0
8;1;1;1;IDLE;0.000;0.000;1.000;2201.677328;2201.680549;2201.737763;2201.758455;775463;775463;775463;19387;20;12407408;12407448;100.000;674.594;674.594;6.338;6.941;2977.788;2.880;0.000;0.000;7.005;31.584;0.001;41.469;41.469;59.514;77.906;57.214;53.229;72.480;3.748;0.892;0.528;1.804;0.033;3.221;81.127;80.027;33.969;0.635;0.327;0.635;0.002;0.230;5.879;0.176;0;2;52.231;52.232;nan;nan;nan;26320;1;0;0;0;0;0;0
9;1;1;1;IDLE;0.000;0.000;1.000;2201.710386;2201.713748;2201.773451;2201.821740;775698;775698;775698;19393;20;12411168;12411208;100.000;659.654;659.654;6.338;6.941;2978.690;2.838;0.000;0.000;5.918;34.000;0.002;42.755;42.755;89.177;107.992;59.703;39.591;71.613;2.805;0.816;0.470;1.721;0.106;3.362;111.354;109.979;33.199;0.134;0.315;0.134;0.002;0.966;5.892;0.177;0;2;55.197;55.199;nan;nan;nan;26320;1;0;0;0;0;0;0
10;1;1;1;IDLE;0.000;0.000;1.000;2201.745372;2201.748699;2201.801449;2201.860806;778020;778020;778020;19451;20;12448320;12448360;100.000;691.078;691.078;6.157;6.760;2987.606;2.958;0.000;0.000;5.688;27.996;0.001;36.643;36.643;94.094;112.107;52.750;32.686;69.466;2.727;0.830;0.468;1.575;0.088;3.326;115.433;115.711;34.951;1.618;0.397;1.618;0.003;1.048;5.843;0.175;0;2;48.281;48.286;nan;nan;nan;25568;1;0;0;0;0;0;0
